
Segment Intensity Median Ch=2 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2.125,,Segment,2,14,Image 1,7,1,100000001,510000000060,
1.00391,,Segment,2,13,Image 1,6,1,100000001,510000000065,
1.00391,,Segment,2,12,Image 1,5,1,100000001,510000000069,
1.03125,,Segment,2,11,Image 1,5,1,100000001,510000000074,
3.03125,,Segment,2,10,Image 1,5,1,100000001,510000000076,
2.01562,,Segment,2,9,Image 1,5,1,100000001,510000000078,
2.01562,,Segment,2,8,Image 1,5,1,100000001,510000000086,
2.01562,,Segment,2,7,Image 1,4,1,100000001,510000000093,
2.03125,,Segment,2,6,Image 1,4,1,100000001,510000000129,
1.00391,,Segment,2,4,Image 1,3,1,100000001,510000000139,
1.01562,,Segment,2,3,Image 1,3,1,100000001,510000000148,
1.01562,,Segment,2,2,Image 1,2,1,100000001,510000000168,
1.00781,,Segment,2,1,Image 1,2,1,100000001,510000000184,
0.00390625,,Segment,2,0,Image 1,1,1,100000001,510000000228,
1.01562,,Segment,2,14,Image 1,6,1,100000002,510000000278,
2.03125,,Segment,2,13,Image 1,6,1,100000002,510000000298,
1.00391,,Segment,2,12,Image 1,6,1,100000002,510000000319,
1.00391,,Segment,2,11,Image 1,5,1,100000002,510000000321,
1.00781,,Segment,2,10,Image 1,5,1,100000002,510000000356,
1.00391,,Segment,2,9,Image 1,5,1,100000002,510000000395,
1.00195,,Segment,2,7,Image 1,4,1,100000002,510000000400,
1.00195,,Segment,2,6,Image 1,4,1,100000002,510000000402,
1.00391,,Segment,2,5,Image 1,3,1,100000002,510000000421,
2.01562,,Segment,2,4,Image 1,3,1,100000002,510000000438,
3.01562,,Segment,2,3,Image 1,3,1,100000002,510000000443,
1.00391,,Segment,2,2,Image 1,2,1,100000002,510000000496,
1.00391,,Segment,2,1,Image 1,2,1,100000002,510000000517,
0.00390625,,Segment,2,0,Image 1,1,1,100000002,510000000546,
1.00781,,Segment,2,14,Image 1,7,1,100000002,510000000558,
1.00391,,Segment,2,13,Image 1,7,1,100000002,510000000563,
0.00390625,,Segment,2,12,Image 1,5,1,100000002,510000000575,
2.03125,,Segment,2,12,Image 1,7,1,100000002,510000000617,
1.00391,,Segment,2,11,Image 1,6,1,100000002,510000000653,
1.00391,,Segment,2,12,Image 1,6,1,100000002,510000000658,
0.00390625,,Segment,2,11,Image 1,6,1,100000002,510000000676,
1.00391,,Segment,2,10,Image 1,6,1,100000002,510000000695,
1.01562,,Segment,2,11,Image 1,7,1,100000002,510000000709,
1.00391,,Segment,2,4,Image 1,4,1,100000002,510000000728,
1.00391,,Segment,2,3,Image 1,3,1,100000002,510000000734,
2.0625,,Segment,2,2,Image 1,3,1,100000002,510000000757,
1.01562,,Segment,2,8,Image 1,4,1,100000003,510000000804,
2.01562,,Segment,2,7,Image 1,3,1,100000003,510000000811,
1.01562,,Segment,2,6,Image 1,3,1,100000003,510000000820,
4.01562,,Segment,2,5,Image 1,3,1,100000003,510000000828,
3.125,,Segment,2,4,Image 1,2,1,100000003,510000000840,
8.125,,Segment,2,3,Image 1,2,1,100000003,510000000842,
1.03125,,Segment,2,2,Image 1,2,1,100000003,510000000860,
1.01562,,Segment,2,0,Image 1,1,1,100000003,510000000877,
3.03125,,Segment,2,3,Image 1,4,1,100000002,510000000888,
1.00781,,Segment,2,15,Image 1,6,1,100000002,510000000936,
0.00390625,,Segment,2,14,Image 1,6,1,100000002,510000000947,
0.00390625,,Segment,2,13,Image 1,6,1,100000002,510000000950,
0.00390625,,Segment,2,12,Image 1,6,1,100000002,510000000960,
0.00195312,,Segment,2,11,Image 1,6,1,100000002,510000000967,
0.00390625,,Segment,2,10,Image 1,5,1,100000002,510000000971,
0.00390625,,Segment,2,9,Image 1,5,1,100000002,510000000976,
0.00195312,,Segment,2,8,Image 1,5,1,100000002,510000000981,
1.00195,,Segment,2,15,Image 1,7,1,100000002,510000000992,
1.00391,,Segment,2,9,Image 1,4,1,100000002,510000001014,
1.00391,,Segment,2,15,Image 1,7,1,100000002,510000001045,
0.00390625,,Segment,2,14,Image 1,7,1,100000002,510000001052,
1.00195,,Segment,2,15,Image 1,8,1,100000002,510000001054,
0.00390625,,Segment,2,12,Image 1,7,1,100000002,510000001071,
0.00390625,,Segment,2,13,Image 1,7,1,100000002,510000001076,
0.00390625,,Segment,2,11,Image 1,5,1,100000002,510000001087,
0.00390625,,Segment,2,9,Image 1,6,1,100000002,510000001096,
1.00391,,Segment,2,11,Image 1,6,1,100000002,510000001099,
1.00391,,Segment,2,9,Image 1,5,1,100000002,510000001112,
0.00195312,,Segment,2,7,Image 1,5,1,100000002,510000001118,
1.00781,,Segment,2,5,Image 1,4,1,100000002,510000001123,
1.00781,,Segment,2,3,Image 1,2,1,100000002,510000001136,
13.5625,,Segment,2,4,Image 1,4,1,100000002,510000001148,
0.00390625,,Segment,2,7,Image 1,3,1,100000003,510000001196,
1.00391,,Segment,2,6,Image 1,2,1,100000003,510000001212,
1.00781,,Segment,2,5,Image 1,1,1,100000003,510000001236,
0.00390625,,Segment,2,4,Image 1,1,1,100000003,510000001242,
0.00390625,,Segment,2,3,Image 1,1,1,100000003,510000001246,
0.00390625,,Segment,2,2,Image 1,1,1,100000003,510000001251,
0.00390625,,Segment,2,1,Image 1,1,1,100000003,510000001279,
0.00195312,,Segment,2,0,Image 1,1,1,100000003,510000001301,
3.03125,,Segment,2,9,Image 1,7,1,100000003,510000001337,
2.00781,,Segment,2,8,Image 1,6,1,100000003,510000001365,
1.00391,,Segment,2,7,Image 1,6,1,100000003,510000001387,
1.00391,,Segment,2,6,Image 1,5,1,100000003,510000001389,
2.03125,,Segment,2,5,Image 1,5,1,100000003,510000001397,
1.00391,,Segment,2,4,Image 1,5,1,100000003,510000001399,
1.00391,,Segment,2,3,Image 1,4,1,100000003,510000001410,
1.01562,,Segment,2,2,Image 1,3,1,100000003,510000001457,
1.00391,,Segment,2,1,Image 1,2,1,100000003,510000001470,
1.01562,,Segment,2,0,Image 1,1,1,100000003,510000001520,
1.01562,,Segment,2,12,Image 1,9,1,100000001,510000001532,
1.00781,,Segment,2,11,Image 1,8,1,100000001,510000001536,
1.00391,,Segment,2,10,Image 1,7,1,100000001,510000001553,
2.03125,,Segment,2,9,Image 1,6,1,100000001,510000001568,
1.00781,,Segment,2,8,Image 1,5,1,100000001,510000001595,
1.00195,,Segment,2,7,Image 1,4,1,100000001,510000001598,
1.00391,,Segment,2,6,Image 1,3,1,100000001,510000001611,
1.00391,,Segment,2,5,Image 1,2,1,100000001,510000001613,
1.01562,,Segment,2,3,Image 1,2,1,100000001,510000001637,
2.03125,,Segment,2,2,Image 1,2,1,100000001,510000001656,
1.00781,,Segment,2,1,Image 1,2,1,100000001,510000001661,
0.00195312,,Segment,2,0,Image 1,1,1,100000001,510000001665,
0.00390625,,Segment,2,11,Image 1,8,1,100000001,510000001676,
1.00391,,Segment,2,11,Image 1,7,1,100000001,510000001678,
1.01562,,Segment,2,4,Image 1,4,1,100000000,510000001735,
0.00195312,,Segment,2,3,Image 1,3,1,100000000,510000001750,
0.00390625,,Segment,2,2,Image 1,2,1,100000000,510000001756,
0.00195312,,Segment,2,1,Image 1,2,1,100000000,510000001758,
1.01562,,Segment,2,0,Image 1,1,1,100000000,510000001781,
1.01562,,Segment,2,8,Image 1,3,1,100000001,510000001833,
1.00391,,Segment,2,6,Image 1,2,1,100000001,510000001838,
3.00781,,Segment,2,9,Image 1,6,1,100000003,510000001858,
1.00391,,Segment,2,3,Image 1,3,1,100000002,510000001878,
1.03125,,Segment,2,2,Image 1,2,1,100000002,510000001892,
0.015625,,Segment,2,1,Image 1,1,1,100000002,510000001897,
1.00391,,Segment,2,0,Image 1,1,1,100000002,510000001910,
2.0625,,Segment,2,7,Image 1,4,1,100000003,510000001951,
1.03125,,Segment,2,12,Image 1,7,1,100000002,510000002012,
