
Segment Intensity Min Ch=4 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,4,14,Image 1,7,1,100000001,510000000060,
0,,Segment,4,13,Image 1,6,1,100000001,510000000065,
0,,Segment,4,12,Image 1,5,1,100000001,510000000069,
0,,Segment,4,11,Image 1,5,1,100000001,510000000074,
14,,Segment,4,10,Image 1,5,1,100000001,510000000076,
0,,Segment,4,9,Image 1,5,1,100000001,510000000078,
0,,Segment,4,8,Image 1,5,1,100000001,510000000086,
0,,Segment,4,7,Image 1,4,1,100000001,510000000093,
0,,Segment,4,6,Image 1,4,1,100000001,510000000129,
0,,Segment,4,4,Image 1,3,1,100000001,510000000139,
0,,Segment,4,3,Image 1,3,1,100000001,510000000148,
0,,Segment,4,2,Image 1,2,1,100000001,510000000168,
0,,Segment,4,1,Image 1,2,1,100000001,510000000184,
0,,Segment,4,0,Image 1,1,1,100000001,510000000228,
0,,Segment,4,14,Image 1,6,1,100000002,510000000278,
0,,Segment,4,13,Image 1,6,1,100000002,510000000298,
0,,Segment,4,12,Image 1,6,1,100000002,510000000319,
0,,Segment,4,11,Image 1,5,1,100000002,510000000321,
0,,Segment,4,10,Image 1,5,1,100000002,510000000356,
0,,Segment,4,9,Image 1,5,1,100000002,510000000395,
11,,Segment,4,7,Image 1,4,1,100000002,510000000400,
21,,Segment,4,6,Image 1,4,1,100000002,510000000402,
0,,Segment,4,5,Image 1,3,1,100000002,510000000421,
0,,Segment,4,4,Image 1,3,1,100000002,510000000438,
0,,Segment,4,3,Image 1,3,1,100000002,510000000443,
0,,Segment,4,2,Image 1,2,1,100000002,510000000496,
0,,Segment,4,1,Image 1,2,1,100000002,510000000517,
0,,Segment,4,0,Image 1,1,1,100000002,510000000546,
0,,Segment,4,14,Image 1,7,1,100000002,510000000558,
0,,Segment,4,13,Image 1,7,1,100000002,510000000563,
0,,Segment,4,12,Image 1,5,1,100000002,510000000575,
0,,Segment,4,12,Image 1,7,1,100000002,510000000617,
0,,Segment,4,11,Image 1,6,1,100000002,510000000653,
0,,Segment,4,12,Image 1,6,1,100000002,510000000658,
0,,Segment,4,11,Image 1,6,1,100000002,510000000676,
0,,Segment,4,10,Image 1,6,1,100000002,510000000695,
0,,Segment,4,11,Image 1,7,1,100000002,510000000709,
0,,Segment,4,4,Image 1,4,1,100000002,510000000728,
0,,Segment,4,3,Image 1,3,1,100000002,510000000734,
0,,Segment,4,2,Image 1,3,1,100000002,510000000757,
0,,Segment,4,8,Image 1,4,1,100000003,510000000804,
0,,Segment,4,7,Image 1,3,1,100000003,510000000811,
0,,Segment,4,6,Image 1,3,1,100000003,510000000820,
0,,Segment,4,5,Image 1,3,1,100000003,510000000828,
0,,Segment,4,4,Image 1,2,1,100000003,510000000840,
