
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
291.02,µm,Filament,Filament Position,1,100000000,
303.591,µm,Filament,Filament Position,1,100000001,
382.594,µm,Filament,Filament Position,1,100000002,
329.77,µm,Filament,Filament Position,1,100000003,
