
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20758.7,µm,Spine,Spine Terminal Pt Distance from Origin,8,3,1,100000001,610000008355,
20793.5,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,100000003,610000008367,
20779.5,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,100000003,610000008384,
20707.2,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000008386,
20780.5,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,100000003,610000008409,
20769.6,µm,Spine,Spine Terminal Pt Distance from Origin,8,4,1,100000003,610000008418,
20708.4,µm,Spine,Spine Terminal Pt Distance from Origin,16,7,1,100000001,610000008425,
20790.4,µm,Spine,Spine Terminal Pt Distance from Origin,12,7,1,100000002,610000008434,
20757,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000008436,
20749,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000002,610000008458,
20792.9,µm,Spine,Spine Terminal Pt Distance from Origin,4,4,1,100000003,610000008464,
20786,µm,Spine,Spine Terminal Pt Distance from Origin,12,7,1,100000002,610000008469,
20792.7,µm,Spine,Spine Terminal Pt Distance from Origin,4,4,1,100000003,610000008474,
20780.5,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,100000003,610000008482,
20713.3,µm,Spine,Spine Terminal Pt Distance from Origin,14,6,1,100000001,610000008486,
20792.7,µm,Spine,Spine Terminal Pt Distance from Origin,4,4,1,100000003,610000008490,
20739.3,µm,Spine,Spine Terminal Pt Distance from Origin,9,5,1,100000002,610000008494,
20748.7,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000008496,
20718.8,µm,Spine,Spine Terminal Pt Distance from Origin,5,4,1,100000000,610000008507,
20721.4,µm,Spine,Spine Terminal Pt Distance from Origin,15,5,1,100000001,610000008512,
20779.8,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,100000003,610000008518,
20752.4,µm,Spine,Spine Terminal Pt Distance from Origin,4,1,1,100000001,610000008522,
20749.1,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000002,610000008529,
20742.7,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000002,610000008533,
20790.8,µm,Spine,Spine Terminal Pt Distance from Origin,12,7,1,100000002,610000008537,
20784.4,µm,Spine,Spine Terminal Pt Distance from Origin,14,5,1,100000001,610000008541,
20758.2,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000008543,
20721.2,µm,Spine,Spine Terminal Pt Distance from Origin,7,6,1,100000000,610000008555,
20761.4,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000008557,
20798.9,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000008564,
20759.5,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000001,610000008570,
20746.7,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000001,610000008573,
20753,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000008575,
20777.1,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,100000003,610000008577,
20742.6,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000002,610000008580,
20768.5,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,100000002,610000008583,
20748.6,µm,Spine,Spine Terminal Pt Distance from Origin,12,6,1,100000002,610000008586,
20771.5,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000001,610000008588,
20787.4,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000003,610000008593,
20804.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000003,610000008596,
20773.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000002,610000008598,
