
Spine Number of Voxel Ch=5 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
101,,Spine,5,8,Image 1,3,1,100000001,610000008355,
85,,Spine,5,7,Image 1,4,1,100000003,610000008367,
47,,Spine,5,7,Image 1,3,1,100000003,610000008384,
203,,Spine,5,3,Image 1,2,1,100000000,610000008395,
39,,Spine,5,7,Image 1,3,1,100000003,610000008409,
292,,Spine,5,8,Image 1,4,1,100000003,610000008418,
293,,Spine,5,16,Image 1,7,1,100000001,610000008425,
95,,Spine,5,12,Image 1,7,1,100000002,610000008434,
406,,Spine,5,12,Image 1,7,1,100000002,610000008448,
326,,Spine,5,1,Image 1,1,1,100000002,610000008458,
144,,Spine,5,4,Image 1,4,1,100000003,610000008464,
50,,Spine,5,12,Image 1,7,1,100000002,610000008469,
153,,Spine,5,4,Image 1,4,1,100000003,610000008474,
28,,Spine,5,7,Image 1,3,1,100000003,610000008482,
94,,Spine,5,14,Image 1,6,1,100000001,610000008486,
110,,Spine,5,4,Image 1,4,1,100000003,610000008490,
111,,Spine,5,9,Image 1,5,1,100000002,610000008494,
119,,Spine,5,0,Image 1,1,1,100000001,610000008502,
133,,Spine,5,5,Image 1,4,1,100000000,610000008507,
173,,Spine,5,15,Image 1,5,1,100000001,610000008512,
14,,Spine,5,7,Image 1,3,1,100000003,610000008518,
256,,Spine,5,4,Image 1,1,1,100000001,610000008522,
283,,Spine,5,1,Image 1,1,1,100000002,610000008529,
135,,Spine,5,4,Image 1,3,1,100000002,610000008533,
40,,Spine,5,12,Image 1,7,1,100000002,610000008537,
97,,Spine,5,14,Image 1,5,1,100000001,610000008541,
282,,Spine,5,12,Image 1,7,1,100000002,610000008552,
129,,Spine,5,7,Image 1,6,1,100000000,610000008555,
54,,Spine,5,12,Image 1,7,1,100000002,610000008562,
123,,Spine,5,0,Image 1,1,1,100000003,610000008567,
97,,Spine,5,2,Image 1,2,1,100000001,610000008570,
89,,Spine,5,1,Image 1,2,1,100000001,610000008573,
220,,Spine,5,0,Image 1,1,1,100000001,610000008575,
194,,Spine,5,6,Image 1,3,1,100000003,610000008577,
124,,Spine,5,4,Image 1,3,1,100000002,610000008580,
90,,Spine,5,6,Image 1,3,1,100000002,610000008583,
200,,Spine,5,12,Image 1,6,1,100000002,610000008586,
399,,Spine,5,6,Image 1,2,1,100000001,610000008588,
420,,Spine,5,1,Image 1,1,1,100000003,610000008593,
112,,Spine,5,5,Image 1,2,1,100000003,610000008596,
89,,Spine,5,3,Image 1,2,1,100000002,610000008598,
171,,Spine,5,16,Image 1,7,1,100000001,610000008600,
332,,Spine,5,5,Image 1,1,1,100000001,610000008603,
81,,Spine,5,7,Image 1,3,1,100000003,610000008605,
148,,Spine,5,3,Image 1,2,1,100000002,610000008609,
33,,Spine,5,3,Image 1,2,1,100000000,610000008612,
90,,Spine,5,1,Image 1,1,1,100000001,610000008614,
43,,Spine,5,15,Image 1,6,1,100000002,610000008616,
91,,Spine,5,7,Image 1,2,1,100000001,610000008618,
48,,Spine,5,0,Image 1,1,1,100000001,610000008623,
638,,Spine,5,0,Image 1,1,1,100000003,610000008626,
246,,Spine,5,0,Image 1,1,1,100000001,610000008631,
