
Soma Intensity Center Ch=1 Img=1
 ==================== 
Soma Intensity Center,Unit,Category,Channel,Image,Time,FilamentID,ID,
67,,Soma,1,Image 1,1,100000000,800000000,
84,,Soma,1,Image 1,1,100000001,800000001,
70,,Soma,1,Image 1,1,100000002,800000002,
91,,Soma,1,Image 1,1,100000003,800000003,
