
Segment Center Intensity Median Ch=2 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2.0625,,Segment,2,14,Image 1,7,1,100000001,510000000060,
1.50195,,Segment,2,13,Image 1,6,1,100000001,510000000065,
1.00098,,Segment,2,12,Image 1,5,1,100000001,510000000069,
2,,Segment,2,11,Image 1,5,1,100000001,510000000074,
3.00391,,Segment,2,10,Image 1,5,1,100000001,510000000076,
3.00391,,Segment,2,9,Image 1,5,1,100000001,510000000078,
2.00781,,Segment,2,8,Image 1,5,1,100000001,510000000086,
2.00391,,Segment,2,7,Image 1,4,1,100000001,510000000093,
3.01562,,Segment,2,6,Image 1,4,1,100000001,510000000129,
1.00195,,Segment,2,4,Image 1,3,1,100000001,510000000139,
1.00195,,Segment,2,3,Image 1,3,1,100000001,510000000148,
1.00391,,Segment,2,2,Image 1,2,1,100000001,510000000168,
0.00195312,,Segment,2,1,Image 1,2,1,100000001,510000000184,
0.00195312,,Segment,2,0,Image 1,1,1,100000001,510000000228,
1.00781,,Segment,2,14,Image 1,6,1,100000002,510000000278,
2.00391,,Segment,2,13,Image 1,6,1,100000002,510000000298,
0.00195312,,Segment,2,12,Image 1,6,1,100000002,510000000319,
1,,Segment,2,11,Image 1,5,1,100000002,510000000321,
1.00391,,Segment,2,10,Image 1,5,1,100000002,510000000356,
1.00195,,Segment,2,9,Image 1,5,1,100000002,510000000395,
1.00098,,Segment,2,7,Image 1,4,1,100000002,510000000400,
1.00098,,Segment,2,6,Image 1,4,1,100000002,510000000402,
1.00195,,Segment,2,5,Image 1,3,1,100000002,510000000421,
2.00391,,Segment,2,4,Image 1,3,1,100000002,510000000438,
4.00391,,Segment,2,3,Image 1,3,1,100000002,510000000443,
1.00195,,Segment,2,2,Image 1,2,1,100000002,510000000496,
0.00195312,,Segment,2,1,Image 1,2,1,100000002,510000000517,
1.00195,,Segment,2,0,Image 1,1,1,100000002,510000000546,
1.00195,,Segment,2,14,Image 1,7,1,100000002,510000000558,
1.00195,,Segment,2,13,Image 1,7,1,100000002,510000000563,
0.00195312,,Segment,2,12,Image 1,5,1,100000002,510000000575,
2.01562,,Segment,2,12,Image 1,7,1,100000002,510000000617,
1.00391,,Segment,2,11,Image 1,6,1,100000002,510000000653,
0.501953,,Segment,2,12,Image 1,6,1,100000002,510000000658,
1.00195,,Segment,2,11,Image 1,6,1,100000002,510000000676,
1.00195,,Segment,2,10,Image 1,6,1,100000002,510000000695,
3.00781,,Segment,2,11,Image 1,7,1,100000002,510000000709,
1.00195,,Segment,2,4,Image 1,4,1,100000002,510000000728,
0.00195312,,Segment,2,3,Image 1,3,1,100000002,510000000734,
3.0625,,Segment,2,2,Image 1,3,1,100000002,510000000757,
1.01562,,Segment,2,8,Image 1,4,1,100000003,510000000804,
2.50391,,Segment,2,7,Image 1,3,1,100000003,510000000811,
1.50391,,Segment,2,6,Image 1,3,1,100000003,510000000820,
3.00781,,Segment,2,5,Image 1,3,1,100000003,510000000828,
2.0625,,Segment,2,4,Image 1,2,1,100000003,510000000840,
22.0312,,Segment,2,3,Image 1,2,1,100000003,510000000842,
1.01562,,Segment,2,2,Image 1,2,1,100000003,510000000860,
