
Spine Center Intensity Min Ch=4 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,8,Image 1,3,1,100000001,610000008355,
0,,Spine,4,7,Image 1,4,1,100000003,610000008367,
0,,Spine,4,7,Image 1,3,1,100000003,610000008384,
34,,Spine,4,3,Image 1,2,1,100000000,610000008395,
23,,Spine,4,7,Image 1,3,1,100000003,610000008409,
0,,Spine,4,8,Image 1,4,1,100000003,610000008418,
13,,Spine,4,16,Image 1,7,1,100000001,610000008425,
13,,Spine,4,12,Image 1,7,1,100000002,610000008434,
35,,Spine,4,12,Image 1,7,1,100000002,610000008448,
18,,Spine,4,1,Image 1,1,1,100000002,610000008458,
26,,Spine,4,4,Image 1,4,1,100000003,610000008464,
0,,Spine,4,12,Image 1,7,1,100000002,610000008469,
31,,Spine,4,4,Image 1,4,1,100000003,610000008474,
23,,Spine,4,7,Image 1,3,1,100000003,610000008482,
0,,Spine,4,14,Image 1,6,1,100000001,610000008486,
34,,Spine,4,4,Image 1,4,1,100000003,610000008490,
19,,Spine,4,9,Image 1,5,1,100000002,610000008494,
0,,Spine,4,0,Image 1,1,1,100000001,610000008502,
0,,Spine,4,5,Image 1,4,1,100000000,610000008507,
40,,Spine,4,15,Image 1,5,1,100000001,610000008512,
0,,Spine,4,7,Image 1,3,1,100000003,610000008518,
0,,Spine,4,4,Image 1,1,1,100000001,610000008522,
18,,Spine,4,1,Image 1,1,1,100000002,610000008529,
0,,Spine,4,4,Image 1,3,1,100000002,610000008533,
13,,Spine,4,12,Image 1,7,1,100000002,610000008537,
0,,Spine,4,14,Image 1,5,1,100000001,610000008541,
85,,Spine,4,12,Image 1,7,1,100000002,610000008552,
0,,Spine,4,7,Image 1,6,1,100000000,610000008555,
37,,Spine,4,12,Image 1,7,1,100000002,610000008562,
0,,Spine,4,0,Image 1,1,1,100000003,610000008567,
24,,Spine,4,2,Image 1,2,1,100000001,610000008570,
28,,Spine,4,1,Image 1,2,1,100000001,610000008573,
19,,Spine,4,0,Image 1,1,1,100000001,610000008575,
0,,Spine,4,6,Image 1,3,1,100000003,610000008577,
0,,Spine,4,4,Image 1,3,1,100000002,610000008580,
8,,Spine,4,6,Image 1,3,1,100000002,610000008583,
64,,Spine,4,12,Image 1,6,1,100000002,610000008586,
60,,Spine,4,6,Image 1,2,1,100000001,610000008588,
34,,Spine,4,1,Image 1,1,1,100000003,610000008593,
40,,Spine,4,5,Image 1,2,1,100000003,610000008596,
0,,Spine,4,3,Image 1,2,1,100000002,610000008598,
26,,Spine,4,16,Image 1,7,1,100000001,610000008600,
0,,Spine,4,5,Image 1,1,1,100000001,610000008603,
0,,Spine,4,7,Image 1,3,1,100000003,610000008605,
35,,Spine,4,3,Image 1,2,1,100000002,610000008609,
0,,Spine,4,3,Image 1,2,1,100000000,610000008612,
16,,Spine,4,1,Image 1,1,1,100000001,610000008614,
0,,Spine,4,15,Image 1,6,1,100000002,610000008616,
0,,Spine,4,7,Image 1,2,1,100000001,610000008618,
45,,Spine,4,0,Image 1,1,1,100000001,610000008623,
38,,Spine,4,0,Image 1,1,1,100000003,610000008626,
35,,Spine,4,0,Image 1,1,1,100000001,610000008631,
0,,Spine,4,0,Image 1,1,1,100000001,610000008634,
67,,Spine,4,9,Image 1,2,1,100000002,610000008637,
45,,Spine,4,11,Image 1,5,1,100000002,610000008639,
35,,Spine,4,6,Image 1,4,1,100000001,610000008643,
54,,Spine,4,0,Image 1,1,1,100000001,610000008648,
56,,Spine,4,12,Image 1,7,1,100000002,610000008654,
40,,Spine,4,10,Image 1,1,1,100000001,610000008656,
91,,Spine,4,0,Image 1,1,1,100000003,610000008659,
37,,Spine,4,0,Image 1,1,1,100000003,610000008664,
26,,Spine,4,2,Image 1,2,1,100000001,610000008667,
0,,Spine,4,4,Image 1,2,1,100000003,610000008670,
37,,Spine,4,6,Image 1,1,1,100000002,610000008673,
101,,Spine,4,8,Image 1,3,1,100000002,610000008676,
0,,Spine,4,0,Image 1,1,1,100000003,610000008681,
42,,Spine,4,5,Image 1,3,1,100000002,610000008684,
71,,Spine,4,0,Image 1,1,1,100000003,610000008688,
44,,Spine,4,14,Image 1,6,1,100000001,610000008691,
