
Segment Intensity StdDev Ch=4 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
28.0071,,Segment,4,14,Image 1,7,1,100000001,510000000060,
31.525,,Segment,4,13,Image 1,6,1,100000001,510000000065,
31.674,,Segment,4,12,Image 1,5,1,100000001,510000000069,
29.1007,,Segment,4,11,Image 1,5,1,100000001,510000000074,
25.7185,,Segment,4,10,Image 1,5,1,100000001,510000000076,
20.7663,,Segment,4,9,Image 1,5,1,100000001,510000000078,
18.1098,,Segment,4,8,Image 1,5,1,100000001,510000000086,
19.8492,,Segment,4,7,Image 1,4,1,100000001,510000000093,
28.1962,,Segment,4,6,Image 1,4,1,100000001,510000000129,
34.3014,,Segment,4,4,Image 1,3,1,100000001,510000000139,
43.4589,,Segment,4,3,Image 1,3,1,100000001,510000000148,
35.7502,,Segment,4,2,Image 1,2,1,100000001,510000000168,
26.0452,,Segment,4,1,Image 1,2,1,100000001,510000000184,
35.6676,,Segment,4,0,Image 1,1,1,100000001,510000000228,
42.3193,,Segment,4,14,Image 1,6,1,100000002,510000000278,
32.1303,,Segment,4,13,Image 1,6,1,100000002,510000000298,
21.4858,,Segment,4,12,Image 1,6,1,100000002,510000000319,
20.8601,,Segment,4,11,Image 1,5,1,100000002,510000000321,
22.3585,,Segment,4,10,Image 1,5,1,100000002,510000000356,
29.6891,,Segment,4,9,Image 1,5,1,100000002,510000000395,
26.8635,,Segment,4,7,Image 1,4,1,100000002,510000000400,
20.5544,,Segment,4,6,Image 1,4,1,100000002,510000000402,
29.4148,,Segment,4,5,Image 1,3,1,100000002,510000000421,
31.4279,,Segment,4,4,Image 1,3,1,100000002,510000000438,
26.729,,Segment,4,3,Image 1,3,1,100000002,510000000443,
45.0788,,Segment,4,2,Image 1,2,1,100000002,510000000496,
37.324,,Segment,4,1,Image 1,2,1,100000002,510000000517,
27.0392,,Segment,4,0,Image 1,1,1,100000002,510000000546,
43.3642,,Segment,4,14,Image 1,7,1,100000002,510000000558,
29.7484,,Segment,4,13,Image 1,7,1,100000002,510000000563,
18.9944,,Segment,4,12,Image 1,5,1,100000002,510000000575,
24.9457,,Segment,4,12,Image 1,7,1,100000002,510000000617,
19.7077,,Segment,4,11,Image 1,6,1,100000002,510000000653,
27.5685,,Segment,4,12,Image 1,6,1,100000002,510000000658,
23.1751,,Segment,4,11,Image 1,6,1,100000002,510000000676,
19.0688,,Segment,4,10,Image 1,6,1,100000002,510000000695,
22.599,,Segment,4,11,Image 1,7,1,100000002,510000000709,
27.9733,,Segment,4,4,Image 1,4,1,100000002,510000000728,
22.0714,,Segment,4,3,Image 1,3,1,100000002,510000000734,
44.9086,,Segment,4,2,Image 1,3,1,100000002,510000000757,
57.302,,Segment,4,8,Image 1,4,1,100000003,510000000804,
39.5508,,Segment,4,7,Image 1,3,1,100000003,510000000811,
35.3086,,Segment,4,6,Image 1,3,1,100000003,510000000820,
37.1462,,Segment,4,5,Image 1,3,1,100000003,510000000828,
38.5787,,Segment,4,4,Image 1,2,1,100000003,510000000840,
