
Soma Position X
 ==================== 
Soma Position X,Unit,Category,Collection,Time,FilamentID,ID,
309.166,µm,Soma,Soma Position,1,100000000,800000000,
298.592,µm,Soma,Soma Position,1,100000001,800000001,
389.661,µm,Soma,Soma Position,1,100000002,800000002,
326.524,µm,Soma,Soma Position,1,100000003,800000003,
