
Spine Part Max Diameter Head
 ==================== 
Spine Part Max Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.834237,µm,Spine,Spine Part Max Diameter,8,3,1,100000001,610000008355,
0.869987,µm,Spine,Spine Part Max Diameter,7,4,1,100000003,610000008367,
0.65942,µm,Spine,Spine Part Max Diameter,7,3,1,100000003,610000008384,
0.625,µm,Spine,Spine Part Max Diameter,5,4,1,100000000,610000008395,
0.748879,µm,Spine,Spine Part Max Diameter,7,3,1,100000003,610000008409,
0.730687,µm,Spine,Spine Part Max Diameter,8,4,1,100000003,610000008418,
1.34574,µm,Spine,Spine Part Max Diameter,16,7,1,100000001,610000008425,
1.17893,µm,Spine,Spine Part Max Diameter,12,7,1,100000002,610000008434,
0.416667,µm,Spine,Spine Part Max Diameter,12,7,1,100000002,610000008448,
0.818231,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000008458,
0.937442,µm,Spine,Spine Part Max Diameter,4,4,1,100000003,610000008464,
0.625,µm,Spine,Spine Part Max Diameter,12,7,1,100000002,610000008469,
0.935571,µm,Spine,Spine Part Max Diameter,4,4,1,100000003,610000008474,
0.833333,µm,Spine,Spine Part Max Diameter,7,3,1,100000003,610000008482,
0.542601,µm,Spine,Spine Part Max Diameter,14,6,1,100000001,610000008486,
0.935571,µm,Spine,Spine Part Max Diameter,4,4,1,100000003,610000008490,
0.625,µm,Spine,Spine Part Max Diameter,9,5,1,100000002,610000008494,
1.33948,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000008502,
0.78748,µm,Spine,Spine Part Max Diameter,5,4,1,100000000,610000008507,
0.701244,µm,Spine,Spine Part Max Diameter,15,5,1,100000001,610000008512,
0.567649,µm,Spine,Spine Part Max Diameter,7,3,1,100000003,610000008518,
0.673547,µm,Spine,Spine Part Max Diameter,4,1,1,100000001,610000008522,
0.742008,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000008529,
0.656869,µm,Spine,Spine Part Max Diameter,4,3,1,100000002,610000008533,
0.731648,µm,Spine,Spine Part Max Diameter,12,7,1,100000002,610000008537,
0.56433,µm,Spine,Spine Part Max Diameter,14,5,1,100000001,610000008541,
0.416667,µm,Spine,Spine Part Max Diameter,12,7,1,100000002,610000008552,
0.625,µm,Spine,Spine Part Max Diameter,7,6,1,100000000,610000008555,
0.484802,µm,Spine,Spine Part Max Diameter,12,7,1,100000002,610000008562,
1.04167,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008567,
0.776669,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000008570,
0.501302,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000008573,
0.872396,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000008575,
0.416667,µm,Spine,Spine Part Max Diameter,6,3,1,100000003,610000008577,
0.656869,µm,Spine,Spine Part Max Diameter,4,3,1,100000002,610000008580,
0.81539,µm,Spine,Spine Part Max Diameter,6,3,1,100000002,610000008583,
0.998425,µm,Spine,Spine Part Max Diameter,12,6,1,100000002,610000008586,
0.817062,µm,Spine,Spine Part Max Diameter,6,2,1,100000001,610000008588,
0.811835,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000008593,
0.779622,µm,Spine,Spine Part Max Diameter,5,2,1,100000003,610000008596,
0.416667,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000008598,
1.07391,µm,Spine,Spine Part Max Diameter,16,7,1,100000001,610000008600,
0.571971,µm,Spine,Spine Part Max Diameter,5,1,1,100000001,610000008603,
0.435476,µm,Spine,Spine Part Max Diameter,7,3,1,100000003,610000008605,
0.959288,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000008609,
0.444031,µm,Spine,Spine Part Max Diameter,5,4,1,100000000,610000008612,
0.46263,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000008614,
0.416667,µm,Spine,Spine Part Max Diameter,15,6,1,100000002,610000008616,
0.544584,µm,Spine,Spine Part Max Diameter,7,2,1,100000001,610000008618,
0.445964,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000008623,
0.509674,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008626,
1.04167,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000008631,
0.544686,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000008634,
0.859257,µm,Spine,Spine Part Max Diameter,9,2,1,100000002,610000008637,
0.588334,µm,Spine,Spine Part Max Diameter,11,5,1,100000002,610000008639,
0.755208,µm,Spine,Spine Part Max Diameter,6,4,1,100000001,610000008643,
2.11124,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000008648,
0.416667,µm,Spine,Spine Part Max Diameter,12,7,1,100000002,610000008654,
0.579427,µm,Spine,Spine Part Max Diameter,10,1,1,100000001,610000008656,
0.426787,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008659,
0.501013,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008664,
0.833333,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000008667,
0.517799,µm,Spine,Spine Part Max Diameter,4,2,1,100000003,610000008670,
0.546435,µm,Spine,Spine Part Max Diameter,6,1,1,100000002,610000008673,
0.581999,µm,Spine,Spine Part Max Diameter,8,3,1,100000002,610000008676,
2.78558,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008681,
0.833333,µm,Spine,Spine Part Max Diameter,5,3,1,100000002,610000008684,
0.625,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008688,
