
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1399.19,µm,Segment,Segment Position,14,7,1,100000001,510000000060,
1405.14,µm,Segment,Segment Position,13,6,1,100000001,510000000065,
1406.39,µm,Segment,Segment Position,12,5,1,100000001,510000000069,
1405.83,µm,Segment,Segment Position,11,5,1,100000001,510000000074,
1405.45,µm,Segment,Segment Position,10,5,1,100000001,510000000076,
1405.42,µm,Segment,Segment Position,9,5,1,100000001,510000000078,
1405.28,µm,Segment,Segment Position,8,5,1,100000001,510000000086,
1404.95,µm,Segment,Segment Position,7,4,1,100000001,510000000093,
1404.38,µm,Segment,Segment Position,6,4,1,100000001,510000000129,
1403.08,µm,Segment,Segment Position,4,3,1,100000001,510000000139,
1400.3,µm,Segment,Segment Position,3,3,1,100000001,510000000148,
1401.55,µm,Segment,Segment Position,2,2,1,100000001,510000000168,
1403.48,µm,Segment,Segment Position,1,2,1,100000001,510000000184,
1405.77,µm,Segment,Segment Position,0,1,1,100000001,510000000228,
1398.56,µm,Segment,Segment Position,14,6,1,100000002,510000000278,
1403.7,µm,Segment,Segment Position,13,6,1,100000002,510000000298,
1407.72,µm,Segment,Segment Position,12,6,1,100000002,510000000319,
1408.85,µm,Segment,Segment Position,11,5,1,100000002,510000000321,
1405.59,µm,Segment,Segment Position,10,5,1,100000002,510000000356,
1397.9,µm,Segment,Segment Position,9,5,1,100000002,510000000395,
1398.82,µm,Segment,Segment Position,7,4,1,100000002,510000000400,
1399.17,µm,Segment,Segment Position,6,4,1,100000002,510000000402,
1399.5,µm,Segment,Segment Position,5,3,1,100000002,510000000421,
1402.41,µm,Segment,Segment Position,4,3,1,100000002,510000000438,
1405.18,µm,Segment,Segment Position,3,3,1,100000002,510000000443,
1408.82,µm,Segment,Segment Position,2,2,1,100000002,510000000496,
1412.22,µm,Segment,Segment Position,1,2,1,100000002,510000000517,
1413.76,µm,Segment,Segment Position,0,1,1,100000002,510000000546,
1401.63,µm,Segment,Segment Position,14,7,1,100000002,510000000558,
1407.13,µm,Segment,Segment Position,13,7,1,100000002,510000000563,
1410.56,µm,Segment,Segment Position,12,5,1,100000002,510000000575,
1411.94,µm,Segment,Segment Position,12,7,1,100000002,510000000617,
1411.27,µm,Segment,Segment Position,11,6,1,100000002,510000000653,
1412.98,µm,Segment,Segment Position,12,6,1,100000002,510000000658,
1404.94,µm,Segment,Segment Position,11,6,1,100000002,510000000676,
1404.59,µm,Segment,Segment Position,10,6,1,100000002,510000000695,
1404.96,µm,Segment,Segment Position,11,7,1,100000002,510000000709,
1396.57,µm,Segment,Segment Position,4,4,1,100000002,510000000728,
1397.81,µm,Segment,Segment Position,3,3,1,100000002,510000000734,
1404.74,µm,Segment,Segment Position,2,3,1,100000002,510000000757,
1404.15,µm,Segment,Segment Position,8,4,1,100000003,510000000804,
1403.85,µm,Segment,Segment Position,7,3,1,100000003,510000000811,
1403.23,µm,Segment,Segment Position,6,3,1,100000003,510000000820,
1402.68,µm,Segment,Segment Position,5,3,1,100000003,510000000828,
1403.95,µm,Segment,Segment Position,4,2,1,100000003,510000000840,
1404.86,µm,Segment,Segment Position,3,2,1,100000003,510000000842,
1405.4,µm,Segment,Segment Position,2,2,1,100000003,510000000860,
