
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
333.412,20741,1414.07,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000008626,
299.328,20698.2,1405.11,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008631,
290.688,20703.7,1413.41,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008695,
332.031,20743.3,1413.72,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000008716,
288.647,20709.4,1411.03,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008754,
300.831,20700.7,1402.56,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008770,
298.452,20698.4,1403.77,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008843,
332.312,20743.5,1413.85,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000008852,
386.669,20711.5,1414.16,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000008872,
332.691,20741.1,1414.03,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000008907,
325.022,20739.8,1408.38,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009170,
324.718,20739.5,1408.18,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009171,
333.663,20741,1414.11,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009191,
338.151,20739.4,1415.07,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009192,
333.883,20744.3,1415.04,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009199,
328.777,20739,1413.75,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009201,
328.55,20738.7,1413.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009202,
328.307,20738.3,1413.87,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009203,
299.121,20698,1408.76,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009240,
327.499,20737.1,1414.19,µm,Spine,Spine Attachment Pt Position,1,1,1,100000003,610000008593,
303.691,20694.7,1414.43,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000008614,
384.903,20713.8,1414.53,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000008730,
311.395,20691.4,1402.44,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000008752,
327.371,20736.8,1414.29,µm,Spine,Spine Attachment Pt Position,1,1,1,100000003,610000008777,
390.084,20714.9,1409.33,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000008869,
392.794,20697.4,1414.63,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009171,
391.428,20699.1,1414.43,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009172,
321.263,20748.4,1409.95,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009177,
318.641,20750.7,1409.43,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009178,
303.474,20694.8,1414.5,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009231,
298.114,20697.2,1407.94,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009241,
304.231,20698.8,1398.55,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000008740,
388.036,20699.2,1410.78,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009173,
307.083,20699.1,1398.1,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009195,
302.586,20699.1,1399.64,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009196,
298.541,20697.4,1407.11,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009242,
297.366,20687.4,1403.27,µm,Spine,Spine Attachment Pt Position,10,1,1,,610000009200,
280.603,20662.2,1397.35,µm,Spine,Spine Attachment Pt Position,10,2,1,,610000009170,
281.228,20662.2,1397.51,µm,Spine,Spine Attachment Pt Position,10,2,1,,610000009171,
283.42,20663.5,1398.17,µm,Spine,Spine Attachment Pt Position,10,2,1,,610000009172,
300.578,20689.6,1397.68,µm,Spine,Spine Attachment Pt Position,10,2,1,,610000009201,
317.433,20669.4,1404.15,µm,Spine,Spine Attachment Pt Position,10,6,1,,610000009187,
297.762,20685.3,1405.03,µm,Spine,Spine Attachment Pt Position,11,1,1,,610000009199,
367.649,20728.8,1405.7,µm,Spine,Spine Attachment Pt Position,11,2,1,,610000009199,
277.541,20669.1,1402.92,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000009174,
364.839,20733.1,1399.56,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000009196,
385.108,20681.6,1400.34,µm,Spine,Spine Attachment Pt Position,11,5,1,100000002,610000008639,
289.948,20667.1,1402.31,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000009175,
384.5,20681.9,1400.47,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000009180,
391.088,20745.6,1403.24,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000009205,
379.064,20683.3,1404.64,µm,Spine,Spine Attachment Pt Position,11,7,1,,610000009183,
375.244,20741.4,1405.91,µm,Spine,Spine Attachment Pt Position,12,2,1,,610000009200,
303.249,20726.7,1404.89,µm,Spine,Spine Attachment Pt Position,12,3,1,,610000009223,
274.082,20672.7,1402.67,µm,Spine,Spine Attachment Pt Position,12,4,1,,610000009173,
303.676,20729.3,1400.22,µm,Spine,Spine Attachment Pt Position,12,4,1,,610000009224,
304.307,20731.5,1399.84,µm,Spine,Spine Attachment Pt Position,12,4,1,,610000009225,
363.824,20697.2,1413.27,µm,Spine,Spine Attachment Pt Position,12,6,1,100000002,610000008586,
313.424,20667.4,1406.08,µm,Spine,Spine Attachment Pt Position,12,6,1,100000001,610000008768,
388.756,20680.3,1398.63,µm,Spine,Spine Attachment Pt Position,12,6,1,,610000009178,
394.292,20746.5,1404.63,µm,Spine,Spine Attachment Pt Position,12,6,1,,610000009206,
388.31,20736.4,1396.62,µm,Spine,Spine Attachment Pt Position,12,7,1,100000002,610000008469,
324.396,20670.3,1408.74,µm,Spine,Spine Attachment Pt Position,12,7,1,100000001,610000008824,
394.161,20744.3,1402.18,µm,Spine,Spine Attachment Pt Position,12,7,1,,610000009207,
393.606,20740.2,1396.95,µm,Spine,Spine Attachment Pt Position,12,7,1,,610000009210,
393.088,20740.3,1396.37,µm,Spine,Spine Attachment Pt Position,12,7,1,,610000009211,
