
Spine Terminal Pt Position
 ==================== 
Spine Terminal Pt Position X,Spine Terminal Pt Position Y,Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
308.205,20656.5,1415.64,µm,Spine,Spine Terminal Pt Position,,,1,,610000008386,
394.317,20705,1415.08,µm,Spine,Spine Terminal Pt Position,,,1,,610000008436,
302.65,20698.8,1405.58,µm,Spine,Spine Terminal Pt Position,,,1,,610000008496,
393.93,20706.2,1414.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000008543,
385.483,20709.5,1415.08,µm,Spine,Spine Terminal Pt Position,,,1,,610000008557,
326.15,20748.3,1412.58,µm,Spine,Spine Terminal Pt Position,,,1,,610000008564,
306.317,20659.5,1406.08,µm,Spine,Spine Terminal Pt Position,,,1,,610000008611,
387.944,20704.6,1414.34,µm,Spine,Spine Terminal Pt Position,,,1,,610000008650,
324.483,20740.3,1411.58,µm,Spine,Spine Terminal Pt Position,,,1,,610000008733,
323.983,20741.3,1410.08,µm,Spine,Spine Terminal Pt Position,,,1,,610000008748,
291.317,20702.7,1414.58,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000008575,
333.65,20741.5,1412.08,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008626,
300.983,20698.3,1404.08,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000008631,
293.983,20711,1411.58,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000008634,
330.983,20744.5,1414.58,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008664,
333.15,20742.7,1416.08,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008681,
322.983,20746.2,1408.08,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008688,
290.65,20702.2,1414.08,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000008695,
323.817,20740.5,1409.58,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008711,
331.317,20744.7,1414.08,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008716,
288.317,20710,1412.58,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000008754,
301.317,20702,1403.08,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000008770,
300.65,20698,1408.08,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000008841,
299.483,20699.5,1403.58,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000008843,
333.15,20742.7,1414.08,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008852,
331.817,20740,1413.08,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008865,
386.15,20711.2,1415.58,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000008872,
332.817,20741.5,1415.58,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008907,
325.317,20738.7,1408.58,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000009171,
331.983,20742,1415.08,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000009189,
333.731,20742.5,1414.24,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000009191,
337.817,20739.7,1416.08,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000009192,
332.983,20744.8,1415.58,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000009199,
329.817,20738.7,1413.58,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000009201,
327.817,20739.3,1414.08,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000009202,
328.827,20737.7,1413.22,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000009203,
299.983,20697.5,1408.58,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000009240,
388.819,20697,1416.07,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000008458,
389.65,20697.2,1415.08,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000008529,
327.983,20736.8,1411.58,µm,Spine,Spine Terminal Pt Position,1,1,1,100000003,610000008593,
303.817,20694.5,1416.08,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000008614,
385.983,20714.5,1416.08,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000008730,
311.65,20690.3,1403.08,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000008752,
326.15,20737.5,1415.58,µm,Spine,Spine Terminal Pt Position,1,1,1,100000003,610000008777,
389.65,20714.8,1407.58,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000008869,
393.392,20697.5,1415.9,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000009171,
390.392,20698.5,1414.5,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000009172,
321.309,20748,1411.09,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000009177,
318.15,20749.7,1409.58,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000009178,
303.483,20695.3,1416.08,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000009231,
297.65,20697.8,1408.58,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000009241,
304.317,20697.3,1398.08,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000008573,
304.317,20699.2,1397.08,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000008740,
388.983,20699.7,1410.58,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000009173,
306.65,20700.3,1398.08,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000009195,
302.622,20699,1401.02,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000009196,
298.483,20698.2,1406.58,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000009242,
297.65,20687.7,1401.08,µm,Spine,Spine Terminal Pt Position,10,1,1,100000001,610000008656,
297.15,20687.5,1401.58,µm,Spine,Spine Terminal Pt Position,10,1,1,,610000009200,
280.817,20662.2,1396.58,µm,Spine,Spine Terminal Pt Position,10,2,1,,610000009170,
281.65,20661.8,1396.58,µm,Spine,Spine Terminal Pt Position,10,2,1,,610000009171,
283.94,20663.3,1397.09,µm,Spine,Spine Terminal Pt Position,10,2,1,,610000009172,
301.15,20690,1396.58,µm,Spine,Spine Terminal Pt Position,10,2,1,,610000009201,
316.983,20670.2,1403.58,µm,Spine,Spine Terminal Pt Position,10,6,1,,610000009187,
297.483,20684.5,1405.08,µm,Spine,Spine Terminal Pt Position,11,1,1,,610000009199,
367.817,20728.7,1406.58,µm,Spine,Spine Terminal Pt Position,11,2,1,,610000009199,
276.983,20668.7,1402.58,µm,Spine,Spine Terminal Pt Position,11,3,1,,610000009174,
364.817,20732.3,1399.08,µm,Spine,Spine Terminal Pt Position,11,3,1,,610000009196,
386.053,20680.8,1401.83,µm,Spine,Spine Terminal Pt Position,11,5,1,100000002,610000008639,
290.274,20667.8,1401.43,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000009175,
383.983,20681.5,1399.58,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000009179,
384.483,20682,1399.58,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000009180,
316.15,20669.3,1406.58,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000009188,
392.15,20746.3,1403.08,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000009205,
379.817,20683.8,1404.08,µm,Spine,Spine Terminal Pt Position,11,7,1,,610000009183,
374.817,20742.5,1407.08,µm,Spine,Spine Terminal Pt Position,12,2,1,,610000009200,
304.018,20727,1405.54,µm,Spine,Spine Terminal Pt Position,12,3,1,,610000009223,
273.817,20671.7,1402.58,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000009173,
302.33,20729.4,1400.48,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000009224,
304.317,20731.5,1401.08,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000009225,
363.15,20697.2,1415.08,µm,Spine,Spine Terminal Pt Position,12,6,1,100000002,610000008586,
312.65,20666.8,1405.08,µm,Spine,Spine Terminal Pt Position,12,6,1,100000001,610000008768,
388.317,20681.3,1397.58,µm,Spine,Spine Terminal Pt Position,12,6,1,,610000009178,
394.487,20746.4,1403.49,µm,Spine,Spine Terminal Pt Position,12,6,1,,610000009206,
389.841,20739.7,1396.96,µm,Spine,Spine Terminal Pt Position,12,7,1,100000002,610000008434,
389.817,20735.3,1396.58,µm,Spine,Spine Terminal Pt Position,12,7,1,100000002,610000008469,
391.15,20740.2,1396.58,µm,Spine,Spine Terminal Pt Position,12,7,1,100000002,610000008537,
324.317,20671.3,1409.58,µm,Spine,Spine Terminal Pt Position,12,7,1,100000001,610000008824,
395.317,20744.2,1402.08,µm,Spine,Spine Terminal Pt Position,12,7,1,,610000009207,
393.817,20739.2,1397.08,µm,Spine,Spine Terminal Pt Position,12,7,1,,610000009208,
394.627,20740,1398.08,µm,Spine,Spine Terminal Pt Position,12,7,1,,610000009209,
394.317,20740,1397.58,µm,Spine,Spine Terminal Pt Position,12,7,1,,610000009210,
392.15,20740.5,1396.58,µm,Spine,Spine Terminal Pt Position,12,7,1,,610000009211,
367.821,20736.7,1405.49,µm,Spine,Spine Terminal Pt Position,13,2,1,,610000009198,
314.317,20662.3,1405.08,µm,Spine,Spine Terminal Pt Position,13,5,1,100000001,610000008766,
306.65,20734.5,1407.08,µm,Spine,Spine Terminal Pt Position,14,5,1,100000001,610000008541,
314.65,20663.2,1413.08,µm,Spine,Spine Terminal Pt Position,14,5,1,100000001,610000008798,
307.817,20735.8,1401.58,µm,Spine,Spine Terminal Pt Position,14,5,1,100000001,610000008814,
308.15,20733.8,1402.58,µm,Spine,Spine Terminal Pt Position,14,5,1,,610000009226,
310.469,20663,1407.6,µm,Spine,Spine Terminal Pt Position,14,6,1,100000001,610000008486,
314.15,20656.5,1410.58,µm,Spine,Spine Terminal Pt Position,14,6,1,100000001,610000008691,
313.805,20657.1,1409.68,µm,Spine,Spine Terminal Pt Position,14,6,1,100000001,610000008884,
387.317,20676.8,1398.08,µm,Spine,Spine Terminal Pt Position,14,6,1,,610000009176,
363.317,20687.8,1400.08,µm,Spine,Spine Terminal Pt Position,14,6,1,,610000009186,
318.483,20658.8,1397.08,µm,Spine,Spine Terminal Pt Position,14,7,1,100000001,610000008817,
360.272,20690.1,1403.22,µm,Spine,Spine Terminal Pt Position,14,7,1,,610000009184,
326.317,20669.8,1400.58,µm,Spine,Spine Terminal Pt Position,14,7,1,,610000009185,
329.15,20671.7,1404.58,µm,Spine,Spine Terminal Pt Position,14,8,1,,610000009186,
307.317,20740.8,1398.53,µm,Spine,Spine Terminal Pt Position,15,4,1,100000001,610000008713,
306.317,20738.8,1397.58,µm,Spine,Spine Terminal Pt Position,15,4,1,100000001,610000008808,
308.483,20737.3,1398.58,µm,Spine,Spine Terminal Pt Position,15,4,1,,610000009227,
306.678,20737.5,1398.87,µm,Spine,Spine Terminal Pt Position,15,4,1,,610000009228,
308.317,20671,1411.08,µm,Spine,Spine Terminal Pt Position,15,5,1,100000001,610000008512,
305.817,20670.8,1411.58,µm,Spine,Spine Terminal Pt Position,15,5,1,,610000009189,
306.45,20671,1412.22,µm,Spine,Spine Terminal Pt Position,15,5,1,,610000009190,
307.817,20671,1412.58,µm,Spine,Spine Terminal Pt Position,15,5,1,,610000009191,
385.317,20676.8,1396.58,µm,Spine,Spine Terminal Pt Position,15,6,1,100000002,610000008616,
385.649,20676,1396.58,µm,Spine,Spine Terminal Pt Position,15,6,1,,610000009175,
330.983,20670.3,1399.08,µm,Spine,Spine Terminal Pt Position,15,6,1,,610000009183,
330.797,20670.7,1400.48,µm,Spine,Spine Terminal Pt Position,15,6,1,,610000009184,
310.983,20668.7,1400.08,µm,Spine,Spine Terminal Pt Position,15,6,1,,610000009193,
397.117,20678.3,1398.24,µm,Spine,Spine Terminal Pt Position,15,7,1,,610000009177,
316.817,20657.7,1414.08,µm,Spine,Spine Terminal Pt Position,16,7,1,100000001,610000008425,
315.15,20657.2,1413.58,µm,Spine,Spine Terminal Pt Position,16,7,1,100000001,610000008600,
314.704,20657.4,1413.24,µm,Spine,Spine Terminal Pt Position,16,7,1,,610000009192,
300.483,20742.5,1399.58,µm,Spine,Spine Terminal Pt Position,19,7,1,,610000009229,
284.15,20706.2,1410.58,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000008759,
293.817,20715.2,1405.08,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000008918,
325.983,20733.7,1416.08,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000009205,
288.15,20709.2,1415.58,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000008570,
288.631,20716.7,1410.88,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000008667,
337.817,20733.2,1410.58,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000008693,
384.983,20711.3,1410.58,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000008774,
290.65,20713.7,1410.58,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000008829,
348.317,20727,1404.58,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000008846,
321.483,20744.2,1402.08,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000009173,
320.65,20688.5,1402.58,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000009176,
317.817,20753.3,1403.58,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000009179,
385.65,20712,1410.58,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000009187,
288.012,20712.8,1410.53,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000009204,
327.15,20733.2,1415.58,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000009206,
328.957,20729.6,1413.79,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000009207,
290.001,20715.2,1410.18,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000009214,
289.801,20714.4,1408.19,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000009215,
317.217,20698.1,1414.31,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000009232,
317.15,20699,1409.58,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000009173,
314.483,20701.2,1408.08,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000009174,
317.15,20691.2,1400.58,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000009175,
278.483,20713.3,1409.58,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000009237,
279.983,20713.7,1408.58,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000009238,
385.983,20721.5,1414.08,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000008598,
395.817,20712.3,1409.08,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000008609,
320.791,20686.2,1399.57,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000008721,
394.983,20712.7,1408.58,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000008810,
300.28,20660.9,1407.17,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000009181,
395.317,20712.5,1408.08,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000009189,
348.699,20713.5,1398.55,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000009193,
349.18,20715.5,1400.96,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000009194,
350.51,20716.1,1398.68,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000009195,
300.483,20706.5,1400.08,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000009197,
288.747,20717.3,1409.08,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000009213,
277.817,20712.2,1410.58,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000009236,
316.15,20740.5,1396.58,µm,Spine,Spine Terminal Pt Position,3,3,1,100000003,610000008834,
317.277,20739,1396.66,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000009172,
393.65,20716.2,1415.58,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000009190,
