
Spine Part Length Neck
 ==================== 
Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.877286,µm,Spine,Spine Part Length,1,2,1,100000000,610000000707,
0.718305,µm,Spine,Spine Part Length,1,1,1,100000000,610000000727,
0.781296,µm,Spine,Spine Part Length,5,3,1,100000000,610000000744,
0.820737,µm,Spine,Spine Part Length,6,2,1,100000000,610000000765,
1.10326,µm,Spine,Spine Part Length,5,2,1,100000000,610000000793,
1.2324,µm,Spine,Spine Part Length,5,3,1,100000000,610000000820,
1.17144,µm,Spine,Spine Part Length,7,3,1,100000000,610000000846,
0.795622,µm,Spine,Spine Part Length,1,1,1,100000000,610000000866,
0.664448,µm,Spine,Spine Part Length,1,2,1,100000000,610000000883,
0.903005,µm,Spine,Spine Part Length,0,1,1,100000000,610000000904,
0.719358,µm,Spine,Spine Part Length,1,2,1,100000000,610000000919,
1.02502,µm,Spine,Spine Part Length,6,3,1,100000000,610000000936,
0.803243,µm,Spine,Spine Part Length,5,3,1,100000000,610000000955,
0.325058,µm,Spine,Spine Part Length,6,2,1,100000000,610000000961,
0.62143,µm,Spine,Spine Part Length,1,1,1,100000000,610000000977,
0.747772,µm,Spine,Spine Part Length,5,3,1,100000000,610000000992,
0.639864,µm,Spine,Spine Part Length,5,2,1,100000000,610000001008,
0.813308,µm,Spine,Spine Part Length,0,1,1,100000000,610000001023,
0.870383,µm,Spine,Spine Part Length,1,1,1,100000000,610000001040,
0.718185,µm,Spine,Spine Part Length,7,3,1,100000000,610000001060,
0.942109,µm,Spine,Spine Part Length,5,3,1,100000000,610000001074,
1.33823,µm,Spine,Spine Part Length,5,2,1,100000000,610000001104,
1.08043,µm,Spine,Spine Part Length,1,1,1,100000000,610000001131,
0.806997,µm,Spine,Spine Part Length,6,3,1,100000000,610000001147,
0.639312,µm,Spine,Spine Part Length,1,1,1,100000000,610000001165,
1.46799,µm,Spine,Spine Part Length,1,1,1,100000000,610000001192,
0.636911,µm,Spine,Spine Part Length,1,1,1,100000000,610000001209,
1.15061,µm,Spine,Spine Part Length,5,2,1,100000000,610000001230,
0.806001,µm,Spine,Spine Part Length,6,3,1,100000000,610000001247,
0.565552,µm,Spine,Spine Part Length,6,3,1,100000000,610000001259,
1.10375,µm,Spine,Spine Part Length,6,3,1,100000000,610000001278,
0.586764,µm,Spine,Spine Part Length,6,2,1,100000000,610000001294,
1.12947,µm,Spine,Spine Part Length,6,2,1,100000000,610000001320,
0.890254,µm,Spine,Spine Part Length,1,1,1,100000000,610000001341,
0.795914,µm,Spine,Spine Part Length,0,1,1,100000000,610000001357,
0.8372,µm,Spine,Spine Part Length,6,3,1,100000000,610000001372,
1.03355,µm,Spine,Spine Part Length,6,2,1,100000000,610000001394,
1.3075,µm,Spine,Spine Part Length,0,1,1,100000000,610000001412,
0.766704,µm,Spine,Spine Part Length,1,1,1,100000000,610000001428,
0.618732,µm,Spine,Spine Part Length,6,3,1,100000000,610000001441,
0.404537,µm,Spine,Spine Part Length,0,1,1,100000000,610000001454,
0.99484,µm,Spine,Spine Part Length,5,3,1,100000000,610000001473,
1.09537,µm,Spine,Spine Part Length,1,1,1,100000000,610000001498,
0.135679,µm,Spine,Spine Part Length,5,3,1,100000000,610000001503,
