
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21635.7,µm,Spine,Spine Attachment Pt Position,6,2,1,100000000,610000000961,
21633.7,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000001008,
21637.2,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001454,
21628.3,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000001503,
21628.9,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000001801,
21628.7,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000001816,
21632.5,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000002615,
21628.5,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000002645,
21628.7,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000002832,
21633.1,µm,Spine,Spine Attachment Pt Position,6,3,1,100000000,610000002889,
21637.2,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000002924,
21636.6,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000002948,
21628.9,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000002993,
21638.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003039,
21636.4,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003077,
21636.8,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000003521,
21632.7,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000003554,
21636.4,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003560,
21637.8,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003589,
21632.5,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000003614,
21637.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003619,
21633.6,µm,Spine,Spine Attachment Pt Position,6,3,1,100000000,610000003667,
21634.5,µm,Spine,Spine Attachment Pt Position,6,2,1,100000000,610000003829,
21631.4,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000003865,
21636.2,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003919,
21631.7,µm,Spine,Spine Attachment Pt Position,6,1,1,100000000,610000003983,
21633.3,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000004030,
21632.6,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000004074,
21637.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000004090,
21630.5,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000004094,
21628.7,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000004110,
21636.6,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000004162,
21636.1,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000004196,
21632.2,µm,Spine,Spine Attachment Pt Position,6,3,1,100000000,610000004199,
21628.6,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000004215,
21628.9,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000004247,
21635.8,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000004254,
21636.3,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000004271,
21634.4,µm,Spine,Spine Attachment Pt Position,6,2,1,100000000,610000004276,
21636.5,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000004283,
21632.9,µm,Spine,Spine Attachment Pt Position,6,2,1,100000000,610000004307,
21636.6,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000004343,
21637.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000004351,
21637.5,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000004354,
21628.9,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000004360,
21637.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000004366,
21633.8,µm,Spine,Spine Attachment Pt Position,3,1,1,100000000,610000004371,
21637.5,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000004373,
21629.5,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000004380,
21637.1,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000004383,
21636.5,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000004385,
21636.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000004387,
21637.8,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000004390,
21632.4,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000004416,
21632.9,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000004417,
21629.5,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000004418,
21637.5,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004419,
21637.5,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004420,
