
Segment Center Number of Voxel Ch=5 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
124,,Segment,5,5,Image 1,3,1,100000000,510000000123,
17,,Segment,5,4,Image 1,2,1,100000000,510000000139,
28,,Segment,5,3,Image 1,1,1,100000000,510000000166,
30,,Segment,5,2,Image 1,1,1,100000000,510000000195,
10,,Segment,5,1,Image 1,1,1,100000000,510000000204,
31,,Segment,5,0,Image 1,1,1,100000000,510000000248,
16,,Segment,5,7,Image 1,3,1,100000000,510000000264,
30,,Segment,5,6,Image 1,2,1,100000000,510000000293,
25,,Segment,5,5,Image 1,2,1,100000000,510000000317,
22,,Segment,5,4,Image 1,1,1,100000000,510000000338,
8,,Segment,5,7,Image 1,2,1,100000000,510000000345,
30,,Segment,5,6,Image 1,3,1,100000000,510000000374,
42,,Segment,5,6,Image 1,1,1,100000000,510000000415,
4,,Segment,5,5,Image 1,1,1,100000000,510000000418,
10,,Segment,5,6,Image 1,2,1,100000000,510000000427,
9,,Segment,5,5,Image 1,2,1,100000000,510000000435,
7,,Segment,5,3,Image 1,2,1,100000000,510000000441,
6,,Segment,5,2,Image 1,2,1,100000000,510000000446,
10,,Segment,5,1,Image 1,2,1,100000000,510000000455,
134,,Segment,5,1,Image 1,1,1,100000000,510000000588,
30,,Segment,5,0,Image 1,1,1,100000000,510000000628,
10,,Segment,5,1,Image 1,2,1,100000000,510000000642,
1,,Segment,5,0,Image 1,1,1,100000000,510000000654,
