
Soma Position
 ==================== 
Soma Position X,Soma Position Y,Soma Position Z,Unit,Category,Collection,Time,FilamentID,ID,
-182.637,21638.8,1374.19,µm,Soma,Soma Position,1,100000000,800000000,
