
Spine Center Number of Voxel Ch=4 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
25,,Spine,4,1,Image 1,2,1,100000000,610000000707,
21,,Spine,4,1,Image 1,1,1,100000000,610000000727,
18,,Spine,4,5,Image 1,3,1,100000000,610000000744,
22,,Spine,4,6,Image 1,2,1,100000000,610000000765,
29,,Spine,4,5,Image 1,2,1,100000000,610000000793,
28,,Spine,4,5,Image 1,3,1,100000000,610000000820,
27,,Spine,4,7,Image 1,3,1,100000000,610000000846,
21,,Spine,4,1,Image 1,1,1,100000000,610000000866,
18,,Spine,4,1,Image 1,2,1,100000000,610000000883,
22,,Spine,4,0,Image 1,1,1,100000000,610000000904,
16,,Spine,4,1,Image 1,2,1,100000000,610000000919,
18,,Spine,4,6,Image 1,3,1,100000000,610000000936,
20,,Spine,4,5,Image 1,3,1,100000000,610000000955,
7,,Spine,4,6,Image 1,2,1,100000000,610000000961,
17,,Spine,4,1,Image 1,1,1,100000000,610000000977,
16,,Spine,4,5,Image 1,3,1,100000000,610000000992,
17,,Spine,4,5,Image 1,2,1,100000000,610000001008,
16,,Spine,4,0,Image 1,1,1,100000000,610000001023,
18,,Spine,4,1,Image 1,1,1,100000000,610000001040,
21,,Spine,4,7,Image 1,3,1,100000000,610000001060,
15,,Spine,4,5,Image 1,3,1,100000000,610000001074,
31,,Spine,4,5,Image 1,2,1,100000000,610000001104,
28,,Spine,4,1,Image 1,1,1,100000000,610000001131,
17,,Spine,4,6,Image 1,3,1,100000000,610000001147,
19,,Spine,4,1,Image 1,1,1,100000000,610000001165,
28,,Spine,4,1,Image 1,1,1,100000000,610000001192,
18,,Spine,4,1,Image 1,1,1,100000000,610000001209,
22,,Spine,4,5,Image 1,2,1,100000000,610000001230,
18,,Spine,4,6,Image 1,3,1,100000000,610000001247,
13,,Spine,4,6,Image 1,3,1,100000000,610000001259,
20,,Spine,4,6,Image 1,3,1,100000000,610000001278,
17,,Spine,4,6,Image 1,2,1,100000000,610000001294,
27,,Spine,4,6,Image 1,2,1,100000000,610000001320,
22,,Spine,4,1,Image 1,1,1,100000000,610000001341,
17,,Spine,4,0,Image 1,1,1,100000000,610000001357,
16,,Spine,4,6,Image 1,3,1,100000000,610000001372,
23,,Spine,4,6,Image 1,2,1,100000000,610000001394,
19,,Spine,4,0,Image 1,1,1,100000000,610000001412,
14,,Spine,4,0,Image 1,1,1,100000000,610000001428,
14,,Spine,4,6,Image 1,3,1,100000000,610000001441,
14,,Spine,4,0,Image 1,1,1,100000000,610000001454,
20,,Spine,4,5,Image 1,3,1,100000000,610000001473,
26,,Spine,4,1,Image 1,1,1,100000000,610000001498,
6,,Spine,4,5,Image 1,3,1,100000000,610000001503,
12,,Spine,4,1,Image 1,1,1,100000000,610000001514,
26,,Spine,4,6,Image 1,2,1,100000000,610000001539,
15,,Spine,4,1,Image 1,1,1,100000000,610000001553,
21,,Spine,4,6,Image 1,2,1,100000000,610000001573,
25,,Spine,4,1,Image 1,1,1,100000000,610000001597,
