
Spine Part Volume Ground
 ==================== 
Spine Part Volume Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0210736,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000000707,
0.0189706,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000000727,
0.0152411,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000000744,
0.033722,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000000765,
0.0246911,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000000793,
0.01996,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000000820,
0.0126423,µm^3,Spine,Spine Part Volume,7,3,1,100000000,610000000846,
0.0206458,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000000866,
0.0163859,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000000883,
0.020456,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000000904,
0.0138743,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000000919,
0.0371991,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000000936,
0.0151455,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000000955,
0.0165257,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000000961,
0.0165643,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000000977,
0.0126184,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000000992,
0.0179286,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000001008,
0.0151106,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001023,
0.0203813,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001040,
0.0107426,µm^3,Spine,Spine Part Volume,7,3,1,100000000,610000001060,
0.013713,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001074,
0.0229009,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000001104,
0.0204198,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001131,
0.0371991,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000001147,
0.0136571,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001165,
0.0317545,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001192,
0.013653,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001209,
0.0177816,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000001230,
0.0348806,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000001247,
0.0339428,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000001259,
0.0528869,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000001278,
0.0199636,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001294,
0.027538,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001320,
0.0197031,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001341,
0.025,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001357,
0.0319578,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000001372,
0.0246181,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001394,
0.0131432,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001412,
0.0153215,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001428,
0.031958,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000001441,
0.00808703,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001454,
0.0158882,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001473,
0.02725,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001498,
0.00750217,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001503,
0.00961174,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001514,
0.0183529,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001539,
0.0120666,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001553,
0.0151476,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001573,
0.0317545,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001597,
0.0167579,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001608,
0.0229083,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001622,
0.017575,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001645,
0.0178556,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001662,
0.0154446,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001677,
0.0175547,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001693,
0.0235929,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001708,
0.0124765,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001718,
0.017658,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001743,
0.017575,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001763,
0.00979093,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001774,
0.0295789,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001795,
0.0111366,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001801,
0.0141903,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001816,
0.014125,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001830,
0.0151438,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001845,
0.033597,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001867,
0.033597,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001888,
0.0151435,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000001903,
0.033597,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001924,
0.0152792,µm^3,Spine,Spine Part Volume,6,1,1,100000000,610000001942,
0.0385739,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001960,
0.0528357,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001984,
0.0183947,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002006,
0.0385739,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002024,
0.0148295,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002045,
0.0183947,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002067,
0.0154096,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002086,
0.0131911,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000002100,
0.0168331,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000002109,
0.0145037,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000002123,
0.069911,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000002141,
0.0237376,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002157,
0.0151416,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000002170,
0.0161654,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000002191,
0.0201859,µm^3,Spine,Spine Part Volume,6,1,1,100000000,610000002208,
0.0364112,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002223,
0.0194823,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002234,
0.0201859,µm^3,Spine,Spine Part Volume,6,1,1,100000000,610000002250,
0.0241262,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002268,
0.0183947,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002291,
0.0183947,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002313,
0.0162576,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002331,
0.0335968,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002353,
0.0162576,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002371,
