
Spine Terminal Pt Distance
 ==================== 
Spine Terminal Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
6.49407,µm,Spine,1,2,1,100000000,610000000707,
12.6758,µm,Spine,1,1,1,100000000,610000000727,
19.8724,µm,Spine,5,3,1,100000000,610000000744,
17.4002,µm,Spine,6,2,1,100000000,610000000765,
14.5882,µm,Spine,5,2,1,100000000,610000000793,
20.6731,µm,Spine,5,3,1,100000000,610000000820,
18.7254,µm,Spine,7,3,1,100000000,610000000846,
12.9276,µm,Spine,1,1,1,100000000,610000000866,
5.613,µm,Spine,1,2,1,100000000,610000000883,
3.67928,µm,Spine,0,1,1,100000000,610000000904,
5.40002,µm,Spine,1,2,1,100000000,610000000919,
17.3828,µm,Spine,6,3,1,100000000,610000000936,
19.9695,µm,Spine,5,3,1,100000000,610000000955,
15.9835,µm,Spine,6,2,1,100000000,610000000961,
12.4188,µm,Spine,1,1,1,100000000,610000000977,
19.5585,µm,Spine,5,3,1,100000000,610000000992,
13.4906,µm,Spine,5,2,1,100000000,610000001008,
3.0691,µm,Spine,0,1,1,100000000,610000001023,
8.90646,µm,Spine,1,1,1,100000000,610000001040,
18.0176,µm,Spine,7,3,1,100000000,610000001060,
13.1289,µm,Spine,5,3,1,100000000,610000001074,
13.5573,µm,Spine,5,2,1,100000000,610000001104,
14.4797,µm,Spine,1,1,1,100000000,610000001131,
17.0526,µm,Spine,6,3,1,100000000,610000001147,
8.15939,µm,Spine,1,1,1,100000000,610000001165,
11.1996,µm,Spine,1,1,1,100000000,610000001192,
8.24699,µm,Spine,1,1,1,100000000,610000001209,
13.114,µm,Spine,5,2,1,100000000,610000001230,
17.1051,µm,Spine,6,3,1,100000000,610000001247,
16.6257,µm,Spine,6,3,1,100000000,610000001259,
17.3906,µm,Spine,6,3,1,100000000,610000001278,
15.0937,µm,Spine,6,2,1,100000000,610000001294,
14.2289,µm,Spine,6,2,1,100000000,610000001320,
12.9383,µm,Spine,1,1,1,100000000,610000001341,
3.71415,µm,Spine,0,1,1,100000000,610000001357,
16.7675,µm,Spine,6,3,1,100000000,610000001372,
13.7746,µm,Spine,6,2,1,100000000,610000001394,
5.36773,µm,Spine,0,1,1,100000000,610000001412,
16.4754,µm,Spine,6,3,1,100000000,610000001441,
3.17022,µm,Spine,0,1,1,100000000,610000001454,
16.0543,µm,Spine,5,3,1,100000000,610000001473,
10.6345,µm,Spine,1,1,1,100000000,610000001498,
18.6033,µm,Spine,5,3,1,100000000,610000001503,
8.00322,µm,Spine,1,1,1,100000000,610000001514,
15.8003,µm,Spine,6,2,1,100000000,610000001539,
