
Segment Time
 ==================== 
Segment Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Segment,5,3,1,100000000,510000000123,
0,s,Segment,4,2,1,100000000,510000000139,
0,s,Segment,3,1,1,100000000,510000000166,
0,s,Segment,2,1,1,100000000,510000000195,
0,s,Segment,1,1,1,100000000,510000000204,
0,s,Segment,0,1,1,100000000,510000000248,
0,s,Segment,7,3,1,100000000,510000000264,
0,s,Segment,6,2,1,100000000,510000000293,
0,s,Segment,5,2,1,100000000,510000000317,
0,s,Segment,4,1,1,100000000,510000000338,
0,s,Segment,7,2,1,100000000,510000000345,
0,s,Segment,6,3,1,100000000,510000000374,
0,s,Segment,6,1,1,100000000,510000000415,
0,s,Segment,5,1,1,100000000,510000000418,
0,s,Segment,6,2,1,100000000,510000000427,
0,s,Segment,5,2,1,100000000,510000000435,
0,s,Segment,3,2,1,100000000,510000000441,
0,s,Segment,2,2,1,100000000,510000000446,
0,s,Segment,1,2,1,100000000,510000000455,
0,s,Segment,1,1,1,100000000,510000000588,
0,s,Segment,0,1,1,100000000,510000000628,
0,s,Segment,1,2,1,100000000,510000000642,
0,s,Segment,0,1,1,100000000,510000000654,
