
Segment Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
13.762,,Segment,2,5,Image 1,3,1,100000000,510000000123,
14.2561,,Segment,2,4,Image 1,2,1,100000000,510000000139,
16.7148,,Segment,2,3,Image 1,1,1,100000000,510000000166,
22.6066,,Segment,2,2,Image 1,1,1,100000000,510000000195,
25.5439,,Segment,2,1,Image 1,1,1,100000000,510000000204,
21.2679,,Segment,2,0,Image 1,1,1,100000000,510000000248,
15.3815,,Segment,2,7,Image 1,3,1,100000000,510000000264,
11.7596,,Segment,2,6,Image 1,2,1,100000000,510000000293,
11.9233,,Segment,2,5,Image 1,2,1,100000000,510000000317,
10.9313,,Segment,2,4,Image 1,1,1,100000000,510000000338,
20.8292,,Segment,2,7,Image 1,2,1,100000000,510000000345,
17.424,,Segment,2,6,Image 1,3,1,100000000,510000000374,
15.4894,,Segment,2,6,Image 1,1,1,100000000,510000000415,
8.94481,,Segment,2,5,Image 1,1,1,100000000,510000000418,
24.946,,Segment,2,6,Image 1,2,1,100000000,510000000427,
18.6355,,Segment,2,5,Image 1,2,1,100000000,510000000435,
20.6306,,Segment,2,3,Image 1,2,1,100000000,510000000441,
25.2139,,Segment,2,2,Image 1,2,1,100000000,510000000446,
19.9445,,Segment,2,1,Image 1,2,1,100000000,510000000455,
16.6607,,Segment,2,1,Image 1,1,1,100000000,510000000588,
15.3536,,Segment,2,0,Image 1,1,1,100000000,510000000628,
24.2208,,Segment,2,1,Image 1,2,1,100000000,510000000642,
29.8695,,Segment,2,0,Image 1,1,1,100000000,510000000654,
