
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
59.4108,1/10µm,Segment,5,3,1,100000000,510000000123,
6.89324,1/10µm,Segment,4,2,1,100000000,510000000139,
4.48343,1/10µm,Segment,3,1,1,100000000,510000000166,
0,1/10µm,Segment,2,1,1,100000000,510000000195,
0,1/10µm,Segment,1,1,1,100000000,510000000204,
140.884,1/10µm,Segment,0,1,1,100000000,510000000248,
26.5059,1/10µm,Segment,7,3,1,100000000,510000000264,
47.3704,1/10µm,Segment,6,2,1,100000000,510000000293,
9.62257,1/10µm,Segment,5,2,1,100000000,510000000317,
0,1/10µm,Segment,4,1,1,100000000,510000000338,
0,1/10µm,Segment,7,2,1,100000000,510000000345,
84.3656,1/10µm,Segment,6,3,1,100000000,510000000374,
16.6913,1/10µm,Segment,6,1,1,100000000,510000000415,
0,1/10µm,Segment,5,1,1,100000000,510000000418,
62.4353,1/10µm,Segment,6,2,1,100000000,510000000427,
117.56,1/10µm,Segment,5,2,1,100000000,510000000435,
0,1/10µm,Segment,3,2,1,100000000,510000000441,
0,1/10µm,Segment,2,2,1,100000000,510000000446,
29.5148,1/10µm,Segment,1,2,1,100000000,510000000455,
83.6944,1/10µm,Segment,1,1,1,100000000,510000000588,
114.171,1/10µm,Segment,0,1,1,100000000,510000000628,
0,1/10µm,Segment,1,2,1,100000000,510000000642,
0,1/10µm,Segment,0,1,1,100000000,510000000654,
