
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.936102,µm,Spine,Spine Part Length,1,2,1,100000000,610000000707,
0.711894,µm,Spine,Spine Part Length,1,1,1,100000000,610000000727,
0.716736,µm,Spine,Spine Part Length,5,3,1,100000000,610000000744,
1.17416,µm,Spine,Spine Part Length,6,2,1,100000000,610000000765,
1.04839,µm,Spine,Spine Part Length,5,2,1,100000000,610000000793,
0.946001,µm,Spine,Spine Part Length,5,3,1,100000000,610000000820,
0.650483,µm,Spine,Spine Part Length,7,3,1,100000000,610000000846,
0.732269,µm,Spine,Spine Part Length,1,1,1,100000000,610000000866,
0.710072,µm,Spine,Spine Part Length,1,2,1,100000000,610000000883,
0.83198,µm,Spine,Spine Part Length,0,1,1,100000000,610000000904,
0.588972,µm,Spine,Spine Part Length,1,2,1,100000000,610000000919,
1.0752,µm,Spine,Spine Part Length,6,3,1,100000000,610000000936,
0.713862,µm,Spine,Spine Part Length,5,3,1,100000000,610000000955,
0.555172,µm,Spine,Spine Part Length,6,2,1,100000000,610000000961,
0.627962,µm,Spine,Spine Part Length,1,1,1,100000000,610000000977,
0.59201,µm,Spine,Spine Part Length,5,3,1,100000000,610000000992,
0.722327,µm,Spine,Spine Part Length,5,2,1,100000000,610000001008,
0.57424,µm,Spine,Spine Part Length,0,1,1,100000000,610000001023,
0.840459,µm,Spine,Spine Part Length,1,1,1,100000000,610000001040,
0.558884,µm,Spine,Spine Part Length,7,3,1,100000000,610000001060,
0.610303,µm,Spine,Spine Part Length,5,3,1,100000000,610000001074,
1.00737,µm,Spine,Spine Part Length,5,2,1,100000000,610000001104,
0.875561,µm,Spine,Spine Part Length,1,1,1,100000000,610000001131,
1.0752,µm,Spine,Spine Part Length,6,3,1,100000000,610000001147,
0.51718,µm,Spine,Spine Part Length,1,1,1,100000000,610000001165,
0.800247,µm,Spine,Spine Part Length,1,1,1,100000000,610000001192,
0.517039,µm,Spine,Spine Part Length,1,1,1,100000000,610000001209,
0.760536,µm,Spine,Spine Part Length,5,2,1,100000000,610000001230,
1.00556,µm,Spine,Spine Part Length,6,3,1,100000000,610000001247,
0.918193,µm,Spine,Spine Part Length,6,3,1,100000000,610000001259,
0.90815,µm,Spine,Spine Part Length,6,3,1,100000000,610000001278,
0.726133,µm,Spine,Spine Part Length,6,2,1,100000000,610000001294,
0.973587,µm,Spine,Spine Part Length,6,2,1,100000000,610000001320,
0.702738,µm,Spine,Spine Part Length,1,1,1,100000000,610000001341,
0.98312,µm,Spine,Spine Part Length,0,1,1,100000000,610000001357,
0.86463,µm,Spine,Spine Part Length,6,3,1,100000000,610000001372,
0.832797,µm,Spine,Spine Part Length,6,2,1,100000000,610000001394,
0.741094,µm,Spine,Spine Part Length,0,1,1,100000000,610000001412,
0.738763,µm,Spine,Spine Part Length,1,1,1,100000000,610000001428,
0.864636,µm,Spine,Spine Part Length,6,3,1,100000000,610000001441,
0.493305,µm,Spine,Spine Part Length,0,1,1,100000000,610000001454,
0.644646,µm,Spine,Spine Part Length,5,3,1,100000000,610000001473,
0.58997,µm,Spine,Spine Part Length,1,1,1,100000000,610000001498,
0.343944,µm,Spine,Spine Part Length,5,3,1,100000000,610000001503,
0.402963,µm,Spine,Spine Part Length,1,1,1,100000000,610000001514,
0.778445,µm,Spine,Spine Part Length,6,2,1,100000000,610000001539,
0.507607,µm,Spine,Spine Part Length,1,1,1,100000000,610000001553,
0.633054,µm,Spine,Spine Part Length,6,2,1,100000000,610000001573,
0.800247,µm,Spine,Spine Part Length,1,1,1,100000000,610000001597,
0.594059,µm,Spine,Spine Part Length,5,3,1,100000000,610000001608,
0.814522,µm,Spine,Spine Part Length,0,1,1,100000000,610000001622,
0.725984,µm,Spine,Spine Part Length,5,3,1,100000000,610000001645,
0.760154,µm,Spine,Spine Part Length,5,3,1,100000000,610000001662,
0.588881,µm,Spine,Spine Part Length,6,2,1,100000000,610000001677,
0.756438,µm,Spine,Spine Part Length,5,3,1,100000000,610000001693,
0.840299,µm,Spine,Spine Part Length,0,1,1,100000000,610000001708,
0.500485,µm,Spine,Spine Part Length,5,3,1,100000000,610000001718,
0.757753,µm,Spine,Spine Part Length,0,1,1,100000000,610000001743,
0.725984,µm,Spine,Spine Part Length,5,3,1,100000000,610000001763,
0.460042,µm,Spine,Spine Part Length,0,1,1,100000000,610000001774,
0.735799,µm,Spine,Spine Part Length,1,1,1,100000000,610000001795,
0.454075,µm,Spine,Spine Part Length,5,3,1,100000000,610000001801,
0.56278,µm,Spine,Spine Part Length,5,3,1,100000000,610000001816,
