
Segment Number of Voxel Ch=4 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2170,,Segment,4,5,Image 1,3,1,100000000,510000000123,
464,,Segment,4,4,Image 1,2,1,100000000,510000000139,
1095,,Segment,4,3,Image 1,1,1,100000000,510000000166,
897,,Segment,4,2,Image 1,1,1,100000000,510000000195,
278,,Segment,4,1,Image 1,1,1,100000000,510000000204,
854,,Segment,4,0,Image 1,1,1,100000000,510000000248,
474,,Segment,4,7,Image 1,3,1,100000000,510000000264,
702,,Segment,4,6,Image 1,2,1,100000000,510000000293,
542,,Segment,4,5,Image 1,2,1,100000000,510000000317,
603,,Segment,4,4,Image 1,1,1,100000000,510000000338,
334,,Segment,4,7,Image 1,2,1,100000000,510000000345,
571,,Segment,4,6,Image 1,3,1,100000000,510000000374,
615,,Segment,4,6,Image 1,1,1,100000000,510000000415,
167,,Segment,4,5,Image 1,1,1,100000000,510000000418,
221,,Segment,4,6,Image 1,2,1,100000000,510000000427,
314,,Segment,4,5,Image 1,2,1,100000000,510000000435,
281,,Segment,4,3,Image 1,2,1,100000000,510000000441,
330,,Segment,4,2,Image 1,2,1,100000000,510000000446,
292,,Segment,4,1,Image 1,2,1,100000000,510000000455,
2402,,Segment,4,1,Image 1,1,1,100000000,510000000588,
920,,Segment,4,0,Image 1,1,1,100000000,510000000628,
270,,Segment,4,1,Image 1,2,1,100000000,510000000642,
55,,Segment,4,0,Image 1,1,1,100000000,510000000654,
