
Soma Intensity StdDev Ch=4 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
0.956361,,Soma,4,Image 1,1,100000000,800000000,
0,,Soma,4,Image 1,1,100000001,800000001,
