
Segment Number of Voxel Ch=2 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
187,,Segment,2,7,Image 1,3,1,100000001,510000000012,
232,,Segment,2,6,Image 1,2,1,100000001,510000000025,
362,,Segment,2,5,Image 1,2,1,100000001,510000000043,
642,,Segment,2,4,Image 1,1,1,100000001,510000000068,
359,,Segment,2,3,Image 1,1,1,100000001,510000000074,
503,,Segment,2,2,Image 1,1,1,100000001,510000000082,
1030,,Segment,2,1,Image 1,1,1,100000001,510000000107,
766,,Segment,2,0,Image 1,1,1,100000001,510000000120,
124,,Segment,2,7,Image 1,4,1,100000000,510000000147,
209,,Segment,2,6,Image 1,3,1,100000000,510000000162,
172,,Segment,2,3,Image 1,1,1,100000000,510000000173,
321,,Segment,2,2,Image 1,1,1,100000000,510000000190,
135,,Segment,2,1,Image 1,1,1,100000000,510000000197,
803,,Segment,2,0,Image 1,1,1,100000000,510000000246,
543,,Segment,2,6,Image 1,2,1,100000000,510000000296,
113,,Segment,2,7,Image 1,3,1,100000000,510000000301,
144,,Segment,2,8,Image 1,3,1,100000001,510000000303,
497,,Segment,2,7,Image 1,2,1,100000001,510000000316,
205,,Segment,2,6,Image 1,3,1,100000001,510000000327,
26,,Segment,2,4,Image 1,3,1,100000001,510000000329,
171,,Segment,2,3,Image 1,3,1,100000001,510000000343,
164,,Segment,2,2,Image 1,2,1,100000001,510000000353,
686,,Segment,2,1,Image 1,1,1,100000001,510000000393,
674,,Segment,2,0,Image 1,1,1,100000001,510000000425,
58,,Segment,2,4,Image 1,4,1,100000001,510000000453,
72,,Segment,2,4,Image 1,2,1,100000000,510000000455,
250,,Segment,2,3,Image 1,2,1,100000001,510000000469,
122,,Segment,2,5,Image 1,1,1,100000000,510000000471,
417,,Segment,2,6,Image 1,1,1,100000001,510000000487,
195,,Segment,2,2,Image 1,1,1,100000001,510000000499,
32,,Segment,2,3,Image 1,2,1,100000000,510000000501,
151,,Segment,2,6,Image 1,2,1,100000001,510000000503,
587,,Segment,2,3,Image 1,2,1,100000001,510000000531,
100,,Segment,2,2,Image 1,2,1,100000000,510000000536,
254,,Segment,2,4,Image 1,2,1,100000001,510000000547,
60,,Segment,2,1,Image 1,2,1,100000001,510000000549,
1485,,Segment,2,2,Image 1,1,1,100000000,510000000563,
1232,,Segment,2,1,Image 1,1,1,100000000,510000000568,
183,,Segment,2,0,Image 1,1,1,100000000,510000000573,
77,,Segment,2,1,Image 1,2,1,100000000,510000000605,
928,,Segment,2,2,Image 1,2,1,100000000,510000000610,
215,,Segment,2,2,Image 1,2,1,100000001,510000000614,
187,,Segment,2,1,Image 1,2,1,100000000,510000000621,
412,,Segment,2,0,Image 1,1,1,100000000,510000000628,
68,,Segment,2,3,Image 1,3,1,100000001,510000000632,
95,,Segment,2,2,Image 1,2,1,100000001,510000000635,
160,,Segment,2,1,Image 1,1,1,100000001,510000000640,
109,,Segment,2,0,Image 1,1,1,100000001,510000000644,
108,,Segment,2,1,Image 1,1,1,100000001,510000000650,
212,,Segment,2,0,Image 1,1,1,100000001,510000000673,
361,,Segment,2,0,Image 1,1,1,100000000,510000000690,
251,,Segment,2,2,Image 1,1,1,100000001,510000000698,
317,,Segment,2,1,Image 1,1,1,100000000,510000000705,
204,,Segment,2,3,Image 1,2,1,100000001,510000000710,
343,,Segment,2,0,Image 1,1,1,100000000,510000000728,
316,,Segment,2,0,Image 1,1,1,100000001,510000000735,
268,,Segment,2,1,Image 1,2,1,100000001,510000000767,
83,,Segment,2,1,Image 1,2,1,100000001,510000000772,
87,,Segment,2,0,Image 1,1,1,100000000,510000000775,
140,,Segment,2,0,Image 1,1,1,100000000,510000000778,
223,,Segment,2,0,Image 1,1,1,100000001,510000000807,
236,,Segment,2,1,Image 1,2,1,100000001,510000000812,
383,,Segment,2,0,Image 1,1,1,100000001,510000000814,
248,,Segment,2,1,Image 1,1,1,100000001,510000000817,
251,,Segment,2,0,Image 1,1,1,100000001,510000000826,
60,,Segment,2,4,Image 1,1,1,100000000,510000000827,
44,,Segment,2,5,Image 1,2,1,100000000,510000000828,
130,,Segment,2,1,Image 1,2,1,100000000,510000000829,
143,,Segment,2,8,Image 1,2,1,100000001,510000000830,
198,,Segment,2,5,Image 1,1,1,100000001,510000000831,
57,,Segment,2,1,Image 1,2,1,100000001,510000000832,
