
Segment Mean Diameter
 ==================== 
Segment Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.244066,µm,Segment,7,3,1,100000001,510000000012,
0.288267,µm,Segment,6,2,1,100000001,510000000025,
0.288414,µm,Segment,5,2,1,100000001,510000000043,
0.362058,µm,Segment,4,1,1,100000001,510000000068,
0.465464,µm,Segment,3,1,1,100000001,510000000074,
0.445543,µm,Segment,2,1,1,100000001,510000000082,
0.458999,µm,Segment,1,1,1,100000001,510000000107,
0.503428,µm,Segment,0,1,1,100000001,510000000120,
0.251942,µm,Segment,7,4,1,100000000,510000000147,
0.243636,µm,Segment,6,3,1,100000000,510000000162,
0.280954,µm,Segment,3,1,1,100000000,510000000173,
0.322142,µm,Segment,2,1,1,100000000,510000000190,
0.291361,µm,Segment,1,1,1,100000000,510000000197,
0.332464,µm,Segment,0,1,1,100000000,510000000246,
0.282139,µm,Segment,6,2,1,100000000,510000000296,
0.272517,µm,Segment,7,3,1,100000000,510000000301,
0.372422,µm,Segment,8,3,1,100000001,510000000303,
0.374139,µm,Segment,7,2,1,100000001,510000000316,
0.269032,µm,Segment,6,3,1,100000001,510000000327,
0.245288,µm,Segment,4,3,1,100000001,510000000329,
0.235385,µm,Segment,3,3,1,100000001,510000000343,
0.262006,µm,Segment,2,2,1,100000001,510000000353,
0.31617,µm,Segment,1,1,1,100000001,510000000393,
0.3204,µm,Segment,0,1,1,100000001,510000000425,
0.23059,µm,Segment,4,4,1,100000001,510000000453,
0.234813,µm,Segment,4,2,1,100000000,510000000455,
0.298275,µm,Segment,3,2,1,100000001,510000000469,
0.286121,µm,Segment,5,1,1,100000000,510000000471,
0.368674,µm,Segment,6,1,1,100000001,510000000487,
0.26452,µm,Segment,2,1,1,100000001,510000000499,
0.18123,µm,Segment,3,2,1,100000000,510000000501,
0.307374,µm,Segment,6,2,1,100000001,510000000503,
0.315871,µm,Segment,3,2,1,100000001,510000000531,
0.264732,µm,Segment,2,2,1,100000000,510000000536,
0.307505,µm,Segment,4,2,1,100000001,510000000547,
0.231458,µm,Segment,1,2,1,100000001,510000000549,
0.53957,µm,Segment,2,1,1,100000000,510000000563,
0.674032,µm,Segment,1,1,1,100000000,510000000568,
0.354574,µm,Segment,0,1,1,100000000,510000000573,
0.264264,µm,Segment,1,2,1,100000000,510000000605,
0.403282,µm,Segment,2,2,1,100000000,510000000610,
0.335595,µm,Segment,2,2,1,100000001,510000000614,
0.336084,µm,Segment,1,2,1,100000000,510000000621,
0.425949,µm,Segment,0,1,1,100000000,510000000628,
0.230564,µm,Segment,3,3,1,100000001,510000000632,
0.295413,µm,Segment,2,2,1,100000001,510000000635,
0.308357,µm,Segment,1,1,1,100000001,510000000640,
0.313364,µm,Segment,0,1,1,100000001,510000000644,
0.277807,µm,Segment,1,1,1,100000001,510000000650,
0.270992,µm,Segment,0,1,1,100000001,510000000673,
0.330284,µm,Segment,0,1,1,100000000,510000000690,
0.32049,µm,Segment,2,1,1,100000001,510000000698,
0.39083,µm,Segment,1,1,1,100000000,510000000705,
0.302812,µm,Segment,3,2,1,100000001,510000000710,
0.313162,µm,Segment,0,1,1,100000000,510000000728,
0.568084,µm,Segment,0,1,1,100000001,510000000735,
0.393932,µm,Segment,1,2,1,100000001,510000000767,
0.244453,µm,Segment,1,2,1,100000001,510000000772,
0.301652,µm,Segment,0,1,1,100000000,510000000775,
0.29376,µm,Segment,0,1,1,100000000,510000000778,
0.3364,µm,Segment,0,1,1,100000001,510000000807,
0.337415,µm,Segment,1,2,1,100000001,510000000812,
0.527835,µm,Segment,0,1,1,100000001,510000000814,
0.401128,µm,Segment,1,1,1,100000001,510000000817,
0.425635,µm,Segment,0,1,1,100000001,510000000826,
0.316378,µm,Segment,4,1,1,100000000,510000000827,
0.284073,µm,Segment,5,2,1,100000000,510000000828,
0.3444,µm,Segment,1,2,1,100000000,510000000829,
0.373015,µm,Segment,8,2,1,100000001,510000000830,
0.426416,µm,Segment,5,1,1,100000001,510000000831,
0.250832,µm,Segment,1,2,1,100000001,510000000832,
