
Segment Intensity Min Ch=3 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,3,7,Image 1,3,1,100000001,510000000012,
1,,Segment,3,6,Image 1,2,1,100000001,510000000025,
0,,Segment,3,5,Image 1,2,1,100000001,510000000043,
0,,Segment,3,4,Image 1,1,1,100000001,510000000068,
0,,Segment,3,3,Image 1,1,1,100000001,510000000074,
5,,Segment,3,2,Image 1,1,1,100000001,510000000082,
0,,Segment,3,1,Image 1,1,1,100000001,510000000107,
0,,Segment,3,0,Image 1,1,1,100000001,510000000120,
0,,Segment,3,7,Image 1,4,1,100000000,510000000147,
0,,Segment,3,6,Image 1,3,1,100000000,510000000162,
0,,Segment,3,3,Image 1,1,1,100000000,510000000173,
2,,Segment,3,2,Image 1,1,1,100000000,510000000190,
8,,Segment,3,1,Image 1,1,1,100000000,510000000197,
0,,Segment,3,0,Image 1,1,1,100000000,510000000246,
0,,Segment,3,6,Image 1,2,1,100000000,510000000296,
3,,Segment,3,7,Image 1,3,1,100000000,510000000301,
0,,Segment,3,8,Image 1,3,1,100000001,510000000303,
0,,Segment,3,7,Image 1,2,1,100000001,510000000316,
0,,Segment,3,6,Image 1,3,1,100000001,510000000327,
0,,Segment,3,4,Image 1,3,1,100000001,510000000329,
0,,Segment,3,3,Image 1,3,1,100000001,510000000343,
0,,Segment,3,2,Image 1,2,1,100000001,510000000353,
5,,Segment,3,1,Image 1,1,1,100000001,510000000393,
0,,Segment,3,0,Image 1,1,1,100000001,510000000425,
0,,Segment,3,4,Image 1,4,1,100000001,510000000453,
0,,Segment,3,4,Image 1,2,1,100000000,510000000455,
0,,Segment,3,3,Image 1,2,1,100000001,510000000469,
0,,Segment,3,5,Image 1,1,1,100000000,510000000471,
0,,Segment,3,6,Image 1,1,1,100000001,510000000487,
0,,Segment,3,2,Image 1,1,1,100000001,510000000499,
0,,Segment,3,3,Image 1,2,1,100000000,510000000501,
0,,Segment,3,6,Image 1,2,1,100000001,510000000503,
0,,Segment,3,3,Image 1,2,1,100000001,510000000531,
8,,Segment,3,2,Image 1,2,1,100000000,510000000536,
0,,Segment,3,4,Image 1,2,1,100000001,510000000547,
0,,Segment,3,1,Image 1,2,1,100000001,510000000549,
0,,Segment,3,2,Image 1,1,1,100000000,510000000563,
0,,Segment,3,1,Image 1,1,1,100000000,510000000568,
7,,Segment,3,0,Image 1,1,1,100000000,510000000573,
0,,Segment,3,1,Image 1,2,1,100000000,510000000605,
0,,Segment,3,2,Image 1,2,1,100000000,510000000610,
0,,Segment,3,2,Image 1,2,1,100000001,510000000614,
0,,Segment,3,1,Image 1,2,1,100000000,510000000621,
0,,Segment,3,0,Image 1,1,1,100000000,510000000628,
0,,Segment,3,3,Image 1,3,1,100000001,510000000632,
0,,Segment,3,2,Image 1,2,1,100000001,510000000635,
8,,Segment,3,1,Image 1,1,1,100000001,510000000640,
6,,Segment,3,0,Image 1,1,1,100000001,510000000644,
0,,Segment,3,1,Image 1,1,1,100000001,510000000650,
0,,Segment,3,0,Image 1,1,1,100000001,510000000673,
0,,Segment,3,0,Image 1,1,1,100000000,510000000690,
0,,Segment,3,2,Image 1,1,1,100000001,510000000698,
0,,Segment,3,1,Image 1,1,1,100000000,510000000705,
0,,Segment,3,3,Image 1,2,1,100000001,510000000710,
0,,Segment,3,0,Image 1,1,1,100000000,510000000728,
0,,Segment,3,0,Image 1,1,1,100000001,510000000735,
0,,Segment,3,1,Image 1,2,1,100000001,510000000767,
0,,Segment,3,1,Image 1,2,1,100000001,510000000772,
0,,Segment,3,0,Image 1,1,1,100000000,510000000775,
5,,Segment,3,0,Image 1,1,1,100000000,510000000778,
0,,Segment,3,0,Image 1,1,1,100000001,510000000807,
0,,Segment,3,1,Image 1,2,1,100000001,510000000812,
8,,Segment,3,0,Image 1,1,1,100000001,510000000814,
5,,Segment,3,1,Image 1,1,1,100000001,510000000817,
0,,Segment,3,0,Image 1,1,1,100000001,510000000826,
0,,Segment,3,4,Image 1,1,1,100000000,510000000827,
0,,Segment,3,5,Image 1,2,1,100000000,510000000828,
0,,Segment,3,1,Image 1,2,1,100000000,510000000829,
0,,Segment,3,8,Image 1,2,1,100000001,510000000830,
0,,Segment,3,5,Image 1,1,1,100000001,510000000831,
7,,Segment,3,1,Image 1,2,1,100000001,510000000832,
