
Spine Center Intensity Min Ch=3 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
16,,Spine,3,4,Image 1,2,1,100000001,610000000944,
0,,Spine,3,0,Image 1,1,1,100000000,610000000949,
9,,Spine,3,5,Image 1,2,1,100000001,610000000951,
6,,Spine,3,1,Image 1,1,1,100000001,610000000953,
35,,Spine,3,1,Image 1,1,1,100000001,610000000958,
3,,Spine,3,3,Image 1,2,1,100000001,610000000960,
4,,Spine,3,1,Image 1,1,1,100000001,610000000962,
0,,Spine,3,3,Image 1,2,1,100000001,610000000964,
0,,Spine,3,1,Image 1,1,1,100000001,610000000966,
9,,Spine,3,0,Image 1,1,1,100000001,610000000969,
41,,Spine,3,1,Image 1,1,1,100000001,610000000974,
15,,Spine,3,6,Image 1,2,1,100000000,610000000976,
0,,Spine,3,1,Image 1,1,1,100000001,610000000978,
23,,Spine,3,2,Image 1,1,1,100000000,610000000981,
28,,Spine,3,1,Image 1,1,1,100000001,610000000983,
24,,Spine,3,0,Image 1,1,1,100000001,610000000985,
10,,Spine,3,0,Image 1,1,1,100000000,610000000987,
7,,Spine,3,0,Image 1,1,1,100000001,610000000989,
0,,Spine,3,1,Image 1,1,1,100000001,610000000992,
0,,Spine,3,3,Image 1,2,1,100000001,610000000995,
45,,Spine,3,0,Image 1,1,1,100000000,610000000998,
30,,Spine,3,4,Image 1,2,1,100000001,610000001001,
37,,Spine,3,0,Image 1,1,1,100000000,610000001004,
22,,Spine,3,1,Image 1,1,1,100000001,610000001009,
33,,Spine,3,1,Image 1,1,1,100000000,610000001014,
12,,Spine,3,0,Image 1,1,1,100000000,610000001017,
11,,Spine,3,1,Image 1,1,1,100000001,610000001020,
7,,Spine,3,6,Image 1,3,1,100000000,610000001023,
22,,Spine,3,0,Image 1,1,1,100000000,610000001030,
13,,Spine,3,1,Image 1,1,1,100000001,610000001032,
28,,Spine,3,0,Image 1,1,1,100000000,610000001034,
45,,Spine,3,1,Image 1,1,1,100000001,610000001043,
20,,Spine,3,6,Image 1,2,1,100000000,610000001059,
36,,Spine,3,6,Image 1,2,1,100000000,610000001060,
24,,Spine,3,6,Image 1,2,1,100000000,610000001061,
12,,Spine,3,3,Image 1,1,1,100000000,610000001062,
18,,Spine,3,1,Image 1,1,1,100000000,610000001063,
35,,Spine,3,2,Image 1,1,1,100000000,610000001067,
15,,Spine,3,0,Image 1,1,1,100000000,610000001068,
0,,Spine,3,1,Image 1,2,1,100000000,610000001069,
0,,Spine,3,6,Image 1,3,1,100000001,610000001074,
6,,Spine,3,6,Image 1,3,1,100000001,610000001075,
0,,Spine,3,6,Image 1,3,1,100000001,610000001076,
22,,Spine,3,4,Image 1,2,1,100000001,610000001077,
28,,Spine,3,3,Image 1,1,1,100000001,610000001078,
12,,Spine,3,3,Image 1,2,1,100000001,610000001079,
38,,Spine,3,3,Image 1,2,1,100000001,610000001080,
25,,Spine,3,3,Image 1,2,1,100000001,610000001081,
12,,Spine,3,2,Image 1,1,1,100000001,610000001082,
55,,Spine,3,2,Image 1,1,1,100000001,610000001083,
29,,Spine,3,2,Image 1,1,1,100000001,610000001084,
23,,Spine,3,1,Image 1,1,1,100000001,610000001086,
21,,Spine,3,0,Image 1,1,1,100000001,610000001087,
32,,Spine,3,2,Image 1,1,1,100000001,610000001088,
29,,Spine,3,1,Image 1,1,1,100000001,610000001089,
0,,Spine,3,1,Image 1,1,1,100000001,610000001090,
9,,Spine,3,0,Image 1,1,1,100000001,610000001091,
