
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.227688,µm,Spine,4,2,1,100000001,610000000944,
0.324668,µm,Spine,0,1,1,100000000,610000000949,
0.162334,µm,Spine,5,2,1,100000001,610000000951,
0.176269,µm,Spine,1,1,1,100000001,610000000953,
0.324574,µm,Spine,1,1,1,100000001,610000000958,
0.162334,µm,Spine,3,2,1,100000001,610000000960,
0.23893,µm,Spine,1,1,1,100000001,610000000962,
0.192615,µm,Spine,3,2,1,100000001,610000000964,
0.417109,µm,Spine,1,1,1,100000001,610000000966,
0.259037,µm,Spine,0,1,1,100000001,610000000969,
0.39561,µm,Spine,1,1,1,100000001,610000000974,
0.177537,µm,Spine,6,2,1,100000000,610000000976,
0.306913,µm,Spine,1,1,1,100000001,610000000978,
0.359192,µm,Spine,2,1,1,100000000,610000000981,
0.426953,µm,Spine,1,1,1,100000001,610000000983,
0.37649,µm,Spine,0,1,1,100000001,610000000985,
0.324668,µm,Spine,0,1,1,100000000,610000000987,
0.202685,µm,Spine,0,1,1,100000001,610000000989,
0.288569,µm,Spine,1,1,1,100000001,610000000992,
0.162334,µm,Spine,3,2,1,100000001,610000000995,
0.410464,µm,Spine,0,1,1,100000000,610000000998,
0.243501,µm,Spine,4,2,1,100000001,610000001001,
0.307957,µm,Spine,0,1,1,100000000,610000001004,
0.324574,µm,Spine,1,1,1,100000001,610000001009,
0.406639,µm,Spine,1,1,1,100000000,610000001014,
0.189066,µm,Spine,0,1,1,100000000,610000001017,
0.340212,µm,Spine,1,1,1,100000001,610000001020,
0.243501,µm,Spine,6,3,1,100000000,610000001023,
0.307957,µm,Spine,0,1,1,100000000,610000001030,
0.553472,µm,Spine,1,1,1,100000001,610000001032,
0.192772,µm,Spine,0,1,1,100000000,610000001034,
0.324574,µm,Spine,1,1,1,100000001,610000001043,
0.324668,µm,Spine,6,2,1,100000000,610000001059,
0.22382,µm,Spine,6,2,1,100000000,610000001060,
0.181734,µm,Spine,6,2,1,100000000,610000001061,
0.302048,µm,Spine,3,1,1,100000000,610000001062,
0.425937,µm,Spine,1,1,1,100000000,610000001063,
0.545971,µm,Spine,2,1,1,100000000,610000001067,
0.284084,µm,Spine,0,1,1,100000000,610000001068,
0.433282,µm,Spine,1,2,1,100000000,610000001069,
0.211815,µm,Spine,6,3,1,100000001,610000001074,
0.20439,µm,Spine,6,3,1,100000001,610000001075,
0.207436,µm,Spine,6,3,1,100000001,610000001076,
0.282341,µm,Spine,4,2,1,100000001,610000001077,
0.339182,µm,Spine,3,1,1,100000001,610000001078,
0.193899,µm,Spine,3,2,1,100000001,610000001079,
0.180209,µm,Spine,3,2,1,100000001,610000001080,
0.276739,µm,Spine,3,2,1,100000001,610000001081,
0.267597,µm,Spine,2,1,1,100000001,610000001082,
0.187372,µm,Spine,2,1,1,100000001,610000001083,
0.250395,µm,Spine,2,1,1,100000001,610000001084,
0.162334,µm,Spine,1,1,1,100000001,610000001086,
0.2231,µm,Spine,0,1,1,100000001,610000001087,
0.291846,µm,Spine,2,1,1,100000001,610000001088,
0.213216,µm,Spine,1,1,1,100000001,610000001089,
0.162334,µm,Spine,1,1,1,100000001,610000001090,
0.304529,µm,Spine,0,1,1,100000001,610000001091,
