
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1432.36,µm,Spine,Spine Position,4,2,1,100000001,610000000944,
1431.31,µm,Spine,Spine Position,0,1,1,100000000,610000000949,
1431.95,µm,Spine,Spine Position,5,2,1,100000001,610000000951,
1430.35,µm,Spine,Spine Position,1,1,1,100000001,610000000953,
1431.65,µm,Spine,Spine Position,1,1,1,100000001,610000000958,
1431.92,µm,Spine,Spine Position,3,2,1,100000001,610000000960,
1430.82,µm,Spine,Spine Position,1,1,1,100000001,610000000962,
1430.91,µm,Spine,Spine Position,3,2,1,100000001,610000000964,
1430.22,µm,Spine,Spine Position,1,1,1,100000001,610000000966,
1430.82,µm,Spine,Spine Position,0,1,1,100000001,610000000969,
1431.81,µm,Spine,Spine Position,1,1,1,100000001,610000000974,
1430.02,µm,Spine,Spine Position,6,2,1,100000000,610000000976,
1430.62,µm,Spine,Spine Position,1,1,1,100000001,610000000978,
1431.03,µm,Spine,Spine Position,2,1,1,100000000,610000000981,
1431.42,µm,Spine,Spine Position,1,1,1,100000001,610000000983,
1431.32,µm,Spine,Spine Position,0,1,1,100000001,610000000985,
1431.42,µm,Spine,Spine Position,0,1,1,100000000,610000000987,
1431.24,µm,Spine,Spine Position,0,1,1,100000001,610000000989,
1430.32,µm,Spine,Spine Position,1,1,1,100000001,610000000992,
1432.42,µm,Spine,Spine Position,3,2,1,100000001,610000000995,
1430.04,µm,Spine,Spine Position,0,1,1,100000000,610000000998,
1432.19,µm,Spine,Spine Position,4,2,1,100000001,610000001001,
1431.2,µm,Spine,Spine Position,0,1,1,100000000,610000001004,
1431.52,µm,Spine,Spine Position,1,1,1,100000001,610000001009,
1431.01,µm,Spine,Spine Position,1,1,1,100000000,610000001014,
1429.89,µm,Spine,Spine Position,0,1,1,100000000,610000001017,
1430.92,µm,Spine,Spine Position,1,1,1,100000001,610000001020,
1430.07,µm,Spine,Spine Position,6,3,1,100000000,610000001023,
1431.12,µm,Spine,Spine Position,0,1,1,100000000,610000001030,
1430.32,µm,Spine,Spine Position,1,1,1,100000001,610000001032,
1431.3,µm,Spine,Spine Position,0,1,1,100000000,610000001034,
1431.62,µm,Spine,Spine Position,1,1,1,100000001,610000001043,
1430.36,µm,Spine,Spine Position,6,2,1,100000000,610000001059,
1430.16,µm,Spine,Spine Position,6,2,1,100000000,610000001060,
1430.11,µm,Spine,Spine Position,6,2,1,100000000,610000001061,
1429.73,µm,Spine,Spine Position,3,1,1,100000000,610000001062,
1429.61,µm,Spine,Spine Position,1,1,1,100000000,610000001063,
1431.02,µm,Spine,Spine Position,2,1,1,100000000,610000001067,
1430.89,µm,Spine,Spine Position,0,1,1,100000000,610000001068,
1430.25,µm,Spine,Spine Position,1,2,1,100000000,610000001069,
1431,µm,Spine,Spine Position,6,3,1,100000001,610000001074,
1431.41,µm,Spine,Spine Position,6,3,1,100000001,610000001075,
1431.62,µm,Spine,Spine Position,6,3,1,100000001,610000001076,
1432.1,µm,Spine,Spine Position,4,2,1,100000001,610000001077,
1431.63,µm,Spine,Spine Position,3,1,1,100000001,610000001078,
1431.96,µm,Spine,Spine Position,3,2,1,100000001,610000001079,
1431.85,µm,Spine,Spine Position,3,2,1,100000001,610000001080,
1432.38,µm,Spine,Spine Position,3,2,1,100000001,610000001081,
1432.26,µm,Spine,Spine Position,2,1,1,100000001,610000001082,
1432.18,µm,Spine,Spine Position,2,1,1,100000001,610000001083,
1432.13,µm,Spine,Spine Position,2,1,1,100000001,610000001084,
1430.21,µm,Spine,Spine Position,1,1,1,100000001,610000001086,
1430.62,µm,Spine,Spine Position,0,1,1,100000001,610000001087,
1430.2,µm,Spine,Spine Position,2,1,1,100000001,610000001088,
1430.5,µm,Spine,Spine Position,1,1,1,100000001,610000001089,
1430.53,µm,Spine,Spine Position,1,1,1,100000001,610000001090,
1431.07,µm,Spine,Spine Position,0,1,1,100000001,610000001091,
