
Segment Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
14.6818,,Segment,2,7,Image 1,3,1,100000001,510000000012,
13.3242,,Segment,2,6,Image 1,2,1,100000001,510000000025,
16.9521,,Segment,2,5,Image 1,2,1,100000001,510000000043,
15.1333,,Segment,2,4,Image 1,1,1,100000001,510000000068,
15.0233,,Segment,2,3,Image 1,1,1,100000001,510000000074,
16.4744,,Segment,2,2,Image 1,1,1,100000001,510000000082,
21.3317,,Segment,2,1,Image 1,1,1,100000001,510000000107,
20.3418,,Segment,2,0,Image 1,1,1,100000001,510000000120,
10.6324,,Segment,2,7,Image 1,4,1,100000000,510000000147,
14.5903,,Segment,2,6,Image 1,3,1,100000000,510000000162,
11.7024,,Segment,2,3,Image 1,1,1,100000000,510000000173,
12.148,,Segment,2,2,Image 1,1,1,100000000,510000000190,
15.8478,,Segment,2,1,Image 1,1,1,100000000,510000000197,
15.3899,,Segment,2,0,Image 1,1,1,100000000,510000000246,
15.7856,,Segment,2,6,Image 1,2,1,100000000,510000000296,
12.4991,,Segment,2,7,Image 1,3,1,100000000,510000000301,
12.2342,,Segment,2,8,Image 1,3,1,100000001,510000000303,
12.4845,,Segment,2,7,Image 1,2,1,100000001,510000000316,
16.2501,,Segment,2,6,Image 1,3,1,100000001,510000000327,
19.0944,,Segment,2,4,Image 1,3,1,100000001,510000000329,
20.3225,,Segment,2,3,Image 1,3,1,100000001,510000000343,
19.1519,,Segment,2,2,Image 1,2,1,100000001,510000000353,
19.0046,,Segment,2,1,Image 1,1,1,100000001,510000000393,
17.15,,Segment,2,0,Image 1,1,1,100000001,510000000425,
17.5012,,Segment,2,4,Image 1,4,1,100000001,510000000453,
11.6111,,Segment,2,4,Image 1,2,1,100000000,510000000455,
15.2394,,Segment,2,3,Image 1,2,1,100000001,510000000469,
39.1968,,Segment,2,5,Image 1,1,1,100000000,510000000471,
11.7751,,Segment,2,6,Image 1,1,1,100000001,510000000487,
29.3326,,Segment,2,2,Image 1,1,1,100000001,510000000499,
15.537,,Segment,2,3,Image 1,2,1,100000000,510000000501,
13.973,,Segment,2,6,Image 1,2,1,100000001,510000000503,
12.6907,,Segment,2,3,Image 1,2,1,100000001,510000000531,
12.6161,,Segment,2,2,Image 1,2,1,100000000,510000000536,
16.3783,,Segment,2,4,Image 1,2,1,100000001,510000000547,
19.9427,,Segment,2,1,Image 1,2,1,100000001,510000000549,
14.3093,,Segment,2,2,Image 1,1,1,100000000,510000000563,
14.8778,,Segment,2,1,Image 1,1,1,100000000,510000000568,
18.9779,,Segment,2,0,Image 1,1,1,100000000,510000000573,
19.8486,,Segment,2,1,Image 1,2,1,100000000,510000000605,
13.9405,,Segment,2,2,Image 1,2,1,100000000,510000000610,
19.9398,,Segment,2,2,Image 1,2,1,100000001,510000000614,
24.2398,,Segment,2,1,Image 1,2,1,100000000,510000000621,
22.4279,,Segment,2,0,Image 1,1,1,100000000,510000000628,
9.25713,,Segment,2,3,Image 1,3,1,100000001,510000000632,
26.9273,,Segment,2,2,Image 1,2,1,100000001,510000000635,
22.6674,,Segment,2,1,Image 1,1,1,100000001,510000000640,
21.2165,,Segment,2,0,Image 1,1,1,100000001,510000000644,
11.2303,,Segment,2,1,Image 1,1,1,100000001,510000000650,
15.8702,,Segment,2,0,Image 1,1,1,100000001,510000000673,
15.351,,Segment,2,0,Image 1,1,1,100000000,510000000690,
23.1292,,Segment,2,2,Image 1,1,1,100000001,510000000698,
22.6147,,Segment,2,1,Image 1,1,1,100000000,510000000705,
13.4756,,Segment,2,3,Image 1,2,1,100000001,510000000710,
13.3741,,Segment,2,0,Image 1,1,1,100000000,510000000728,
11.7656,,Segment,2,0,Image 1,1,1,100000001,510000000735,
14.4484,,Segment,2,1,Image 1,2,1,100000001,510000000767,
17.8369,,Segment,2,1,Image 1,2,1,100000001,510000000772,
13.0254,,Segment,2,0,Image 1,1,1,100000000,510000000775,
19.0317,,Segment,2,0,Image 1,1,1,100000000,510000000778,
14.3758,,Segment,2,0,Image 1,1,1,100000001,510000000807,
13.4867,,Segment,2,1,Image 1,2,1,100000001,510000000812,
11.3858,,Segment,2,0,Image 1,1,1,100000001,510000000814,
12.9554,,Segment,2,1,Image 1,1,1,100000001,510000000817,
15.0115,,Segment,2,0,Image 1,1,1,100000001,510000000826,
10.1277,,Segment,2,4,Image 1,1,1,100000000,510000000827,
8.47176,,Segment,2,5,Image 1,2,1,100000000,510000000828,
11.3411,,Segment,2,1,Image 1,2,1,100000000,510000000829,
10.0552,,Segment,2,8,Image 1,2,1,100000001,510000000830,
17.0821,,Segment,2,5,Image 1,1,1,100000001,510000000831,
13.4442,,Segment,2,1,Image 1,2,1,100000001,510000000832,
