
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
23494.4,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000000944,
23476.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000000947,
23492.5,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000000951,
23498.3,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000000953,
23496.4,µm,Spine,Spine Terminal Pt Position,,,1,,610000000955,
23495.4,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000000960,
23501.7,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000000964,
23496.2,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000000969,
23483,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000000976,
23479.4,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000000981,
23495.6,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000000985,
23495.7,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000000989,
23496.3,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000000995,
23494.4,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000001001,
23496.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000001008,
23478.7,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000001014,
23478.5,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001017,
23483.4,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000001023,
23477.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001034,
23495.3,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000001098,
23479.8,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001098,
23495,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000001099,
23482.3,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001099,
23494.1,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001100,
23483.4,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000001100,
23494.2,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000001101,
23483.1,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000001101,
23482.8,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000001102,
23492,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000001102,
23478,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000001103,
23491.6,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000001103,
23478,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001104,
23491.8,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000001104,
23479.2,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000001105,
23496.4,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001105,
23476.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000001106,
23498.8,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001106,
23499.6,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001107,
23499.8,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000001108,
23495.3,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000001109,
23495.3,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000001110,
23495.6,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000001111,
23496.6,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000001112,
23494,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001113,
23493.8,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001114,
23495.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000001115,
23495,µm,Spine,Spine Terminal Pt Position,,,1,,610000001116,
23496.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000001117,
23494.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000001118,
23496,µm,Spine,Spine Terminal Pt Position,,,1,,610000001119,
23495.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000001121,
23496.1,µm,Spine,Spine Terminal Pt Position,,,1,,610000001122,
