
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,5,2,1,100000001,610000000951,
1,,Spine,1,1,1,100000001,610000000953,
1,,Spine,3,2,1,100000001,610000000960,
1,,Spine,3,2,1,100000001,610000000964,
1,,Spine,0,1,1,100000001,610000000969,
1,,Spine,6,2,1,100000000,610000000976,
1,,Spine,3,2,1,100000001,610000000995,
1,,Spine,1,1,1,100000000,610000001014,
1,,Spine,0,1,1,100000000,610000001017,
1,,Spine,6,3,1,100000000,610000001023,
1,,Spine,0,1,1,100000000,610000001034,
1,,Spine,3,2,1,,610000001098,
1,,Spine,1,1,1,,610000001098,
1,,Spine,3,2,1,,610000001099,
1,,Spine,3,1,1,,610000001099,
1,,Spine,3,1,1,,610000001100,
1,,Spine,6,2,1,,610000001100,
1,,Spine,4,2,1,,610000001101,
1,,Spine,6,2,1,,610000001101,
1,,Spine,6,3,1,,610000001102,
1,,Spine,6,2,1,,610000001102,
1,,Spine,1,2,1,,610000001103,
1,,Spine,6,3,1,,610000001103,
1,,Spine,0,1,1,,610000001104,
1,,Spine,6,3,1,,610000001104,
1,,Spine,2,1,1,,610000001105,
1,,Spine,0,1,1,,610000001105,
1,,Spine,1,1,1,,610000001106,
1,,Spine,1,1,1,,610000001107,
1,,Spine,2,1,1,,610000001109,
1,,Spine,2,1,1,,610000001110,
1,,Spine,2,1,1,,610000001111,
1,,Spine,3,2,1,,610000001112,
1,,Spine,0,1,1,,610000001113,
1,,Spine,1,1,1,,610000001114,
