
Segment Center Intensity Median Ch=1 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2.00391,,Segment,1,5,Image 1,2,1,100000001,510000000016,
2.00391,,Segment,1,4,Image 1,2,1,100000001,510000000042,
2.00781,,Segment,1,3,Image 1,2,1,100000001,510000000099,
2.00391,,Segment,1,2,Image 1,1,1,100000001,510000000103,
2.00391,,Segment,1,1,Image 1,1,1,100000001,510000000114,
2.00195,,Segment,1,0,Image 1,1,1,100000001,510000000126,
2.00781,,Segment,1,5,Image 1,3,1,100000001,510000000145,
1.00098,,Segment,1,4,Image 1,3,1,100000001,510000000147,
3.50781,,Segment,1,9,Image 1,5,1,100000000,510000000183,
1.00195,,Segment,1,8,Image 1,5,1,100000000,510000000189,
2.03125,,Segment,1,7,Image 1,5,1,100000000,510000000211,
3.03125,,Segment,1,6,Image 1,4,1,100000000,510000000223,
3.01562,,Segment,1,5,Image 1,3,1,100000000,510000000274,
4.00781,,Segment,1,4,Image 1,2,1,100000000,510000000297,
5.00391,,Segment,1,3,Image 1,1,1,100000000,510000000306,
3.00391,,Segment,1,2,Image 1,1,1,100000000,510000000320,
3.00391,,Segment,1,1,Image 1,1,1,100000000,510000000328,
3.00391,,Segment,1,0,Image 1,1,1,100000000,510000000369,
2.00391,,Segment,1,9,Image 1,7,1,100000000,510000000379,
2.00195,,Segment,1,9,Image 1,6,1,100000000,510000000385,
1.00781,,Segment,1,9,Image 1,6,1,100000000,510000000389,
4.03125,,Segment,1,12,Image 1,5,1,100000001,510000000419,
4.00781,,Segment,1,11,Image 1,5,1,100000001,510000000445,
3.00781,,Segment,1,10,Image 1,5,1,100000001,510000000473,
2.00781,,Segment,1,8,Image 1,5,1,100000001,510000000541,
4.00391,,Segment,1,7,Image 1,4,1,100000001,510000000560,
30.0312,,Segment,1,6,Image 1,4,1,100000001,510000000568,
16.0312,,Segment,1,5,Image 1,3,1,100000001,510000000572,
2.50781,,Segment,1,4,Image 1,3,1,100000001,510000000581,
5.00781,,Segment,1,2,Image 1,2,1,100000001,510000000599,
2.00391,,Segment,1,1,Image 1,1,1,100000001,510000000605,
1.00098,,Segment,1,0,Image 1,1,1,100000001,510000000621,
5.00391,,Segment,1,13,Image 1,7,1,100000001,510000000631,
2.00781,,Segment,1,12,Image 1,6,1,100000001,510000000637,
2.00098,,Segment,1,13,Image 1,6,1,100000001,510000000639,
2.00391,,Segment,1,8,Image 1,5,1,100000000,510000000698,
2.50781,,Segment,1,6,Image 1,4,1,100000000,510000000718,
3.00195,,Segment,1,5,Image 1,3,1,100000000,510000000720,
2.00195,,Segment,1,3,Image 1,2,1,100000000,510000000737,
2.00391,,Segment,1,2,Image 1,1,1,100000000,510000000745,
3.00781,,Segment,1,1,Image 1,1,1,100000000,510000000776,
3.53125,,Segment,1,0,Image 1,1,1,100000000,510000000803,
2.00195,,Segment,1,9,Image 1,4,1,100000000,510000000830,
3.50391,,Segment,1,8,Image 1,4,1,100000000,510000000833,
2.50391,,Segment,1,9,Image 1,5,1,100000000,510000000838,
1.50391,,Segment,1,7,Image 1,5,1,100000000,510000000843,
2.00391,,Segment,1,6,Image 1,2,1,100000000,510000000849,
5.00391,,Segment,1,5,Image 1,2,1,100000000,510000000858,
3.50391,,Segment,1,4,Image 1,2,1,100000000,510000000865,
3.00391,,Segment,1,6,Image 1,3,1,100000000,510000000873,
4.00391,,Segment,1,5,Image 1,4,1,100000000,510000000884,
3.50391,,Segment,1,5,Image 1,3,1,100000000,510000000893,
2,,Segment,1,6,Image 1,3,1,100000000,510000000895,
2.00781,,Segment,1,10,Image 1,4,1,100000001,510000000904,
3.00391,,Segment,1,9,Image 1,3,1,100000001,510000000930,
2.00781,,Segment,1,8,Image 1,3,1,100000001,510000000981,
3.00781,,Segment,1,7,Image 1,3,1,100000001,510000001012,
3.50781,,Segment,1,6,Image 1,3,1,100000001,510000001031,
3.00195,,Segment,1,5,Image 1,2,1,100000001,510000001037,
3.00391,,Segment,1,4,Image 1,2,1,100000001,510000001048,
2.00195,,Segment,1,3,Image 1,2,1,100000001,510000001057,
4.00195,,Segment,1,9,Image 1,4,1,100000001,510000001061,
2.00391,,Segment,1,8,Image 1,3,1,100000002,510000001078,
3.0625,,Segment,1,7,Image 1,3,1,100000002,510000001096,
106.125,,Segment,1,6,Image 1,2,1,100000002,510000001100,
3.03125,,Segment,1,5,Image 1,2,1,100000002,510000001112,
4.00391,,Segment,1,4,Image 1,2,1,100000002,510000001127,
5.00781,,Segment,1,3,Image 1,1,1,100000002,510000001133,
2.00781,,Segment,1,2,Image 1,1,1,100000002,510000001158,
2.00391,,Segment,1,1,Image 1,1,1,100000002,510000001180,
8.50781,,Segment,1,0,Image 1,1,1,100000002,510000001192,
3.0625,,Segment,1,7,Image 1,2,1,100000002,510000001238,
11.0312,,Segment,1,6,Image 1,3,1,100000002,510000001240,
2.00391,,Segment,1,4,Image 1,3,1,100000000,510000001252,
3.00391,,Segment,1,3,Image 1,2,1,100000000,510000001324,
2.00781,,Segment,1,2,Image 1,2,1,100000000,510000001338,
6.51562,,Segment,1,1,Image 1,1,1,100000000,510000001341,
7.01562,,Segment,1,0,Image 1,1,1,100000000,510000001382,
1.00195,,Segment,1,4,Image 1,2,1,100000000,510000001387,
3.00391,,Segment,1,3,Image 1,3,1,100000000,510000001391,
3.00391,,Segment,1,6,Image 1,3,1,100000000,510000001401,
2.00781,,Segment,1,5,Image 1,3,1,100000000,510000001444,
2.00391,,Segment,1,4,Image 1,2,1,100000000,510000001482,
2.00391,,Segment,1,3,Image 1,1,1,100000000,510000001484,
1.00391,,Segment,1,2,Image 1,1,1,100000000,510000001494,
3.00391,,Segment,1,6,Image 1,4,1,100000000,510000001498,
2.00391,,Segment,1,5,Image 1,2,1,100000000,510000001521,
3.00781,,Segment,1,6,Image 1,1,1,100000001,510000001541,
4.03125,,Segment,1,5,Image 1,1,1,100000001,510000001558,
5.01562,,Segment,1,4,Image 1,1,1,100000001,510000001566,
2.01562,,Segment,1,4,Image 1,2,1,100000001,510000001589,
3.00391,,Segment,1,6,Image 1,2,1,100000001,510000001594,
3.00391,,Segment,1,5,Image 1,2,1,100000001,510000001616,
3.00391,,Segment,1,2,Image 1,2,1,100000001,510000001622,
5.00391,,Segment,1,4,Image 1,2,1,100000001,510000001624,
1.50195,,Segment,1,1,Image 1,2,1,100000001,510000001627,
3.01562,,Segment,1,7,Image 1,4,1,100000000,510000001629,
2.00391,,Segment,1,7,Image 1,3,1,100000000,510000001637,
3.50391,,Segment,1,6,Image 1,3,1,100000000,510000001646,
4.00195,,Segment,1,7,Image 1,4,1,100000000,510000001651,
2.00195,,Segment,1,11,Image 1,6,1,100000001,510000001656,
3.00391,,Segment,1,10,Image 1,6,1,100000001,510000001663,
4.00391,,Segment,1,9,Image 1,6,1,100000001,510000001665,
3.00391,,Segment,1,7,Image 1,4,1,100000001,510000001695,
19.0156,,Segment,1,6,Image 1,3,1,100000001,510000001698,
2.00391,,Segment,1,7,Image 1,3,1,100000001,510000001704,
4.00391,,Segment,1,8,Image 1,4,1,100000001,510000001712,
13.0078,,Segment,1,7,Image 1,5,1,100000001,510000001715,
4.00391,,Segment,1,6,Image 1,5,1,100000001,510000001721,
1.50195,,Segment,1,6,Image 1,4,1,100000001,510000001725,
2.00195,,Segment,1,6,Image 1,2,1,100000002,510000001743,
3.00391,,Segment,1,4,Image 1,1,1,100000002,510000001749,
3.00195,,Segment,1,5,Image 1,2,1,100000002,510000001753,
