
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-18423,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000004855,
-18431.5,µm,Spine,Spine Terminal Pt Position,7,6,1,100000001,610000004860,
-18423,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000004864,
-18420.9,µm,Spine,Spine Terminal Pt Position,9,4,1,100000001,610000004867,
-18451.4,µm,Spine,Spine Terminal Pt Position,9,7,1,100000002,610000004878,
-18452.3,µm,Spine,Spine Terminal Pt Position,4,4,1,100000002,610000004880,
-18435.3,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000004883,
-18426.5,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000004886,
-18432.5,µm,Spine,Spine Terminal Pt Position,8,5,1,100000001,610000004889,
-18436.1,µm,Spine,Spine Terminal Pt Position,8,5,1,100000001,610000004892,
-18448.7,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000004897,
-18442.1,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000004901,
-18451,µm,Spine,Spine Terminal Pt Position,9,7,1,100000002,610000004909,
-18435.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004913,
-18453.6,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000004915,
-18441.4,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000004919,
-18451.9,µm,Spine,Spine Terminal Pt Position,4,3,1,100000002,610000004923,
-18452.2,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000004926,
-18456,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004931,
-18433.9,µm,Spine,Spine Terminal Pt Position,8,5,1,100000000,610000004934,
-18442.2,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000004938,
-18421.7,µm,Spine,Spine Terminal Pt Position,8,4,1,100000001,610000004941,
-18442.9,µm,Spine,Spine Terminal Pt Position,2,1,1,100000002,610000004943,
-18450.9,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000004947,
-18436.9,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004952,
-18448.3,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000004956,
-18422.1,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000004959,
-18449.1,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000004963,
-18445,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000004966,
-18450.5,µm,Spine,Spine Terminal Pt Position,9,7,1,100000002,610000004968,
-18425.4,µm,Spine,Spine Terminal Pt Position,,,1,,610000004970,
-18428.6,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000004975,
-18430.8,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000004979,
-18433.2,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000004981,
-18446.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000004984,
-18437,µm,Spine,Spine Terminal Pt Position,9,4,1,100000001,610000004988,
-18442.3,µm,Spine,Spine Terminal Pt Position,12,6,1,100000001,610000004991,
-18445.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004994,
-18430,µm,Spine,Spine Terminal Pt Position,7,3,1,100000001,610000004998,
-18424.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000005000,
-18451,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000005004,
-18435.2,µm,Spine,Spine Terminal Pt Position,9,4,1,100000000,610000005006,
-18437.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000005008,
-18448,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000005011,
-18450,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000005014,
-18425.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000005016,
-18443,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000005020,
-18423.9,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005024,
-18429.5,µm,Spine,Spine Terminal Pt Position,4,4,1,100000001,610000005031,
-18423.3,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005034,
-18438.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000005036,
-18432.6,µm,Spine,Spine Terminal Pt Position,8,4,1,100000001,610000005041,
-18442,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000005044,
-18453.9,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000005047,
-18439.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000005049,
-18423.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005055,
-18450.3,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000005057,
-18449.7,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000005060,
-18446.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000005066,
-18430.8,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000005070,
-18421.9,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000005072,
-18440.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000005074,
-18422.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005080,
-18454.7,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000005082,
-18448.1,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000005085,
-18450.8,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000005087,
-18434.4,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000005089,
-18448.9,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000005097,
-18428.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000005101,
