
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
3.24352,µm,Spine,2,1,1,100000001,610000004855,
9.58426,µm,Spine,7,6,1,100000001,610000004860,
3.24352,µm,Spine,2,1,1,100000001,610000004864,
11.1099,µm,Spine,9,4,1,100000001,610000004867,
8.07604,µm,Spine,9,7,1,100000002,610000004878,
10.9146,µm,Spine,4,4,1,100000002,610000004880,
4.96792,µm,Spine,1,1,1,100000000,610000004883,
1.64711,µm,Spine,1,1,1,100000001,610000004886,
7.84584,µm,Spine,8,5,1,100000001,610000004889,
11.937,µm,Spine,8,5,1,100000001,610000004892,
12.04,µm,Spine,6,2,1,100000000,610000004897,
9.64397,µm,Spine,5,4,1,100000000,610000004901,
8.07604,µm,Spine,9,7,1,100000002,610000004909,
2.3018,µm,Spine,0,1,1,100000000,610000004913,
11.0068,µm,Spine,5,4,1,100000002,610000004915,
9.28541,µm,Spine,5,4,1,100000000,610000004919,
10.5134,µm,Spine,4,3,1,100000002,610000004923,
4.36207,µm,Spine,2,2,1,100000002,610000004926,
9.17989,µm,Spine,6,4,1,100000002,610000004931,
12.7811,µm,Spine,8,5,1,100000000,610000004934,
9.76748,µm,Spine,5,4,1,100000000,610000004938,
10.2752,µm,Spine,8,4,1,100000001,610000004941,
3.00556,µm,Spine,2,1,1,100000002,610000004943,
3.10993,µm,Spine,2,2,1,100000002,610000004947,
0.856076,µm,Spine,0,1,1,100000000,610000004952,
12.04,µm,Spine,6,2,1,100000000,610000004956,
3.75924,µm,Spine,2,2,1,100000001,610000004959,
8.57114,µm,Spine,5,3,1,100000000,610000004963,
7.20405,µm,Spine,5,1,1,100000000,610000004966,
8.07604,µm,Spine,9,7,1,100000002,610000004968,
2.34247,µm,Spine,2,2,1,100000001,610000004975,
5.31467,µm,Spine,4,2,1,100000001,610000004979,
8.72735,µm,Spine,5,4,1,100000000,610000004981,
15.1935,µm,Spine,9,4,1,100000001,610000004988,
18.5041,µm,Spine,12,6,1,100000001,610000004991,
0,µm,Spine,0,1,1,100000002,610000004994,
5.47815,µm,Spine,7,3,1,100000001,610000004998,
3.10993,µm,Spine,2,2,1,100000002,610000005004,
11.2926,µm,Spine,9,4,1,100000000,610000005006,
10.217,µm,Spine,5,3,1,100000000,610000005011,
0.453336,µm,Spine,0,1,1,100000002,610000005014,
2.62498,µm,Spine,2,2,1,100000002,610000005020,
0.217798,µm,Spine,0,1,1,100000001,610000005024,
3.45929,µm,Spine,4,4,1,100000001,610000005031,
