
Segment Center Number of Voxel Ch=1 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6,,Segment,1,5,Image 1,2,1,100000001,510000000016,
27,,Segment,1,4,Image 1,2,1,100000001,510000000042,
58,,Segment,1,3,Image 1,2,1,100000001,510000000099,
5,,Segment,1,2,Image 1,1,1,100000001,510000000103,
12,,Segment,1,1,Image 1,1,1,100000001,510000000114,
13,,Segment,1,0,Image 1,1,1,100000001,510000000126,
3,,Segment,1,5,Image 1,3,1,100000001,510000000145,
3,,Segment,1,4,Image 1,3,1,100000001,510000000147,
18,,Segment,1,9,Image 1,5,1,100000000,510000000183,
7,,Segment,1,8,Image 1,5,1,100000000,510000000189,
23,,Segment,1,7,Image 1,5,1,100000000,510000000211,
13,,Segment,1,6,Image 1,4,1,100000000,510000000223,
52,,Segment,1,5,Image 1,3,1,100000000,510000000274,
24,,Segment,1,4,Image 1,2,1,100000000,510000000297,
10,,Segment,1,3,Image 1,1,1,100000000,510000000306,
15,,Segment,1,2,Image 1,1,1,100000000,510000000320,
9,,Segment,1,1,Image 1,1,1,100000000,510000000328,
32,,Segment,1,0,Image 1,1,1,100000000,510000000369,
10,,Segment,1,9,Image 1,7,1,100000000,510000000379,
3,,Segment,1,9,Image 1,6,1,100000000,510000000385,
5,,Segment,1,9,Image 1,6,1,100000000,510000000389,
31,,Segment,1,12,Image 1,5,1,100000001,510000000419,
27,,Segment,1,11,Image 1,5,1,100000001,510000000445,
29,,Segment,1,10,Image 1,5,1,100000001,510000000473,
68,,Segment,1,8,Image 1,5,1,100000001,510000000541,
20,,Segment,1,7,Image 1,4,1,100000001,510000000560,
9,,Segment,1,6,Image 1,4,1,100000001,510000000568,
5,,Segment,1,5,Image 1,3,1,100000001,510000000572,
10,,Segment,1,4,Image 1,3,1,100000001,510000000581,
18,,Segment,1,2,Image 1,2,1,100000001,510000000599,
7,,Segment,1,1,Image 1,1,1,100000001,510000000605,
4,,Segment,1,0,Image 1,1,1,100000001,510000000621,
7,,Segment,1,13,Image 1,7,1,100000001,510000000631,
7,,Segment,1,12,Image 1,6,1,100000001,510000000637,
3,,Segment,1,13,Image 1,6,1,100000001,510000000639,
60,,Segment,1,8,Image 1,5,1,100000000,510000000698,
20,,Segment,1,6,Image 1,4,1,100000000,510000000718,
3,,Segment,1,5,Image 1,3,1,100000000,510000000720,
17,,Segment,1,3,Image 1,2,1,100000000,510000000737,
9,,Segment,1,2,Image 1,1,1,100000000,510000000745,
32,,Segment,1,1,Image 1,1,1,100000000,510000000776,
22,,Segment,1,0,Image 1,1,1,100000000,510000000803,
5,,Segment,1,9,Image 1,4,1,100000000,510000000830,
4,,Segment,1,8,Image 1,4,1,100000000,510000000833,
6,,Segment,1,9,Image 1,5,1,100000000,510000000838,
6,,Segment,1,7,Image 1,5,1,100000000,510000000843,
