
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.660003,µm,Segment,5,2,1,100000001,510000000016,
2.26059,µm,Segment,4,2,1,100000001,510000000042,
6.55447,µm,Segment,3,2,1,100000001,510000000099,
0.600796,µm,Segment,2,1,1,100000001,510000000103,
1.15234,µm,Segment,1,1,1,100000001,510000000114,
1.10117,µm,Segment,0,1,1,100000001,510000000126,
0.437594,µm,Segment,5,3,1,100000001,510000000145,
0.433618,µm,Segment,4,3,1,100000001,510000000147,
3.16864,µm,Segment,9,5,1,100000000,510000000183,
0.673916,µm,Segment,8,5,1,100000000,510000000189,
2.81017,µm,Segment,7,5,1,100000000,510000000211,
1.2192,µm,Segment,6,4,1,100000000,510000000223,
4.56028,µm,Segment,5,3,1,100000000,510000000274,
2.27615,µm,Segment,4,2,1,100000000,510000000297,
1.15152,µm,Segment,3,1,1,100000000,510000000306,
1.40682,µm,Segment,2,1,1,100000000,510000000320,
0.751283,µm,Segment,1,1,1,100000000,510000000328,
2.79594,µm,Segment,0,1,1,100000000,510000000369,
0.906481,µm,Segment,9,7,1,100000000,510000000379,
0.658962,µm,Segment,9,6,1,100000000,510000000385,
0.611542,µm,Segment,9,6,1,100000000,510000000389,
2.47341,µm,Segment,12,5,1,100000001,510000000419,
1.88449,µm,Segment,11,5,1,100000001,510000000445,
3.08991,µm,Segment,10,5,1,100000001,510000000473,
5.75903,µm,Segment,8,5,1,100000001,510000000541,
1.73643,µm,Segment,7,4,1,100000001,510000000560,
0.922552,µm,Segment,6,4,1,100000001,510000000568,
0.457092,µm,Segment,5,3,1,100000001,510000000572,
1.0418,µm,Segment,4,3,1,100000001,510000000581,
1.8008,µm,Segment,2,2,1,100000001,510000000599,
0.663151,µm,Segment,1,1,1,100000001,510000000605,
0.417661,µm,Segment,0,1,1,100000001,510000000621,
0.464083,µm,Segment,13,7,1,100000001,510000000631,
0.840277,µm,Segment,12,6,1,100000001,510000000637,
0.358683,µm,Segment,13,6,1,100000001,510000000639,
5.24871,µm,Segment,8,5,1,100000000,510000000698,
1.99062,µm,Segment,6,4,1,100000000,510000000718,
0.284969,µm,Segment,5,3,1,100000000,510000000720,
1.83714,µm,Segment,3,2,1,100000000,510000000737,
0.936919,µm,Segment,2,1,1,100000000,510000000745,
3.38067,µm,Segment,1,1,1,100000000,510000000776,
2.13894,µm,Segment,0,1,1,100000000,510000000803,
0.621705,µm,Segment,9,4,1,100000000,510000000830,
0.534762,µm,Segment,8,4,1,100000000,510000000833,
0.893756,µm,Segment,9,5,1,100000000,510000000838,
0.802283,µm,Segment,7,5,1,100000000,510000000843,
0.590419,µm,Segment,6,2,1,100000000,510000000849,
1.04438,µm,Segment,5,2,1,100000000,510000000858,
1.18772,µm,Segment,4,2,1,100000000,510000000865,
0.9483,µm,Segment,6,3,1,100000000,510000000873,
1.00305,µm,Segment,5,4,1,100000000,510000000884,
1.0087,µm,Segment,5,3,1,100000000,510000000893,
0.392629,µm,Segment,6,3,1,100000000,510000000895,
1.11402,µm,Segment,10,4,1,100000001,510000000904,
2.20334,µm,Segment,9,3,1,100000001,510000000930,
4.78362,µm,Segment,8,3,1,100000001,510000000981,
2.46402,µm,Segment,7,3,1,100000001,510000001012,
1.97416,µm,Segment,6,3,1,100000001,510000001031,
0.644651,µm,Segment,5,2,1,100000001,510000001037,
1.26325,µm,Segment,4,2,1,100000001,510000001048,
1.17475,µm,Segment,3,2,1,100000001,510000001057,
0.319508,µm,Segment,9,4,1,100000001,510000001061,
1.3504,µm,Segment,8,3,1,100000002,510000001078,
1.88213,µm,Segment,7,3,1,100000002,510000001096,
0.362576,µm,Segment,6,2,1,100000002,510000001100,
1.10543,µm,Segment,5,2,1,100000002,510000001112,
1.6017,µm,Segment,4,2,1,100000002,510000001127,
0.561902,µm,Segment,3,1,1,100000002,510000001133,
2.38612,µm,Segment,2,1,1,100000002,510000001158,
2.03373,µm,Segment,1,1,1,100000002,510000001180,
0.334847,µm,Segment,0,1,1,100000002,510000001192,
2.90003,µm,Segment,7,2,1,100000002,510000001238,
0.419286,µm,Segment,6,3,1,100000002,510000001240,
1.19135,µm,Segment,4,3,1,100000000,510000001252,
6.31229,µm,Segment,3,2,1,100000000,510000001324,
1.24554,µm,Segment,2,2,1,100000000,510000001338,
0.387181,µm,Segment,1,1,1,100000000,510000001341,
1.53377,µm,Segment,0,1,1,100000000,510000001382,
0.348091,µm,Segment,4,2,1,100000000,510000001387,
0.674105,µm,Segment,3,3,1,100000000,510000001391,
0.953615,µm,Segment,6,3,1,100000000,510000001401,
4.13035,µm,Segment,5,3,1,100000000,510000001444,
3.80953,µm,Segment,4,2,1,100000000,510000001482,
0.256843,µm,Segment,3,1,1,100000000,510000001484,
1.57597,µm,Segment,2,1,1,100000000,510000001494,
0.583339,µm,Segment,6,4,1,100000000,510000001498,
1.72041,µm,Segment,5,2,1,100000000,510000001521,
2.03488,µm,Segment,6,1,1,100000001,510000001541,
1.68814,µm,Segment,5,1,1,100000001,510000001558,
0.855641,µm,Segment,4,1,1,100000001,510000001566,
2.66424,µm,Segment,4,2,1,100000001,510000001589,
0.671231,µm,Segment,6,2,1,100000001,510000001594,
1.95472,µm,Segment,5,2,1,100000001,510000001616,
0.77692,µm,Segment,2,2,1,100000001,510000001622,
0.334721,µm,Segment,4,2,1,100000001,510000001624,
0.444062,µm,Segment,1,2,1,100000001,510000001627,
0.411614,µm,Segment,7,4,1,100000000,510000001629,
0.780055,µm,Segment,7,3,1,100000000,510000001637,
1.01594,µm,Segment,6,3,1,100000000,510000001646,
0.643983,µm,Segment,7,4,1,100000000,510000001651,
0.59762,µm,Segment,11,6,1,100000001,510000001656,
0.963145,µm,Segment,10,6,1,100000001,510000001663,
0.47108,µm,Segment,9,6,1,100000001,510000001665,
3.31371,µm,Segment,7,4,1,100000001,510000001695,
0.554135,µm,Segment,6,3,1,100000001,510000001698,
0.793041,µm,Segment,7,3,1,100000001,510000001704,
1.33697,µm,Segment,8,4,1,100000001,510000001712,
0.47209,µm,Segment,7,5,1,100000001,510000001715,
0.981047,µm,Segment,6,5,1,100000001,510000001721,
0.517382,µm,Segment,6,4,1,100000001,510000001725,
1.68936,µm,Segment,6,2,1,100000002,510000001743,
0.740035,µm,Segment,4,1,1,100000002,510000001749,
0.521154,µm,Segment,5,2,1,100000002,510000001753,
0.450172,µm,Segment,11,3,1,100000001,510000001759,
1.1058,µm,Segment,10,3,1,100000001,510000001770,
5.88171,µm,Segment,9,3,1,100000001,510000001838,
3.67788,µm,Segment,8,3,1,100000001,510000001877,
2.68666,µm,Segment,7,2,1,100000001,510000001909,
2.30256,µm,Segment,6,2,1,100000001,510000001933,
0.284792,µm,Segment,5,2,1,100000001,510000001935,
1.98678,µm,Segment,4,2,1,100000001,510000001952,
0.742281,µm,Segment,3,2,1,100000001,510000001957,
0.462038,µm,Segment,11,4,1,100000001,510000001960,
1.69524,µm,Segment,10,4,1,100000001,510000001979,
1.42675,µm,Segment,11,6,1,100000001,510000001993,
1.6098,µm,Segment,10,6,1,100000001,510000002009,
2.26127,µm,Segment,9,6,1,100000001,510000002031,
0.647568,µm,Segment,8,5,1,100000001,510000002037,
3.58968,µm,Segment,7,5,1,100000001,510000002088,
2.10727,µm,Segment,6,5,1,100000001,510000002115,
1.87023,µm,Segment,5,5,1,100000001,510000002130,
0.789137,µm,Segment,4,4,1,100000001,510000002134,
0.452058,µm,Segment,10,6,1,100000001,510000002138,
0.855429,µm,Segment,9,5,1,100000001,510000002144,
1.43869,µm,Segment,10,7,1,100000001,510000002156,
0.58393,µm,Segment,11,7,1,100000001,510000002161,
1.90551,µm,Segment,8,5,1,100000002,510000002178,
2.15497,µm,Segment,7,4,1,100000002,510000002201,
0.954076,µm,Segment,6,3,1,100000002,510000002211,
0.936147,µm,Segment,5,3,1,100000002,510000002220,
2.18765,µm,Segment,4,2,1,100000002,510000002248,
1.69247,µm,Segment,3,2,1,100000002,510000002269,
3.35793,µm,Segment,2,2,1,100000002,510000002302,
1.15719,µm,Segment,1,2,1,100000002,510000002310,
0.737773,µm,Segment,0,1,1,100000002,510000002323,
1.37351,µm,Segment,5,3,1,100000000,510000002358,
0.473569,µm,Segment,4,3,1,100000000,510000002362,
1.68006,µm,Segment,3,2,1,100000000,510000002383,
2.53166,µm,Segment,2,2,1,100000000,510000002412,
1.6545,µm,Segment,1,1,1,100000000,510000002428,
2.15795,µm,Segment,0,1,1,100000000,510000002466,
1.96954,µm,Segment,5,4,1,100000000,510000002494,
1.05678,µm,Segment,5,4,1,100000002,510000002507,
2.97249,µm,Segment,4,3,1,100000002,510000002542,
3.95714,µm,Segment,3,3,1,100000002,510000002583,
1.63915,µm,Segment,9,4,1,100000002,510000002601,
0.203213,µm,Segment,8,3,1,100000002,510000002603,
0.713385,µm,Segment,7,3,1,100000002,510000002608,
1.86356,µm,Segment,6,3,1,100000002,510000002628,
3.67723,µm,Segment,5,3,1,100000002,510000002673,
3.49801,µm,Segment,4,3,1,100000002,510000002718,
1.49056,µm,Segment,8,6,1,100000002,510000002731,
0.373872,µm,Segment,7,5,1,100000002,510000002734,
0.590056,µm,Segment,6,4,1,100000002,510000002738,
1.37474,µm,Segment,5,3,1,100000002,510000002750,
1.24434,µm,Segment,9,3,1,100000001,510000002764,
1.23553,µm,Segment,8,2,1,100000001,510000002776,
0.684637,µm,Segment,7,2,1,100000001,510000002782,
1.59665,µm,Segment,6,2,1,100000001,510000002798,
0.401357,µm,Segment,5,2,1,100000001,510000002802,
1.50782,µm,Segment,4,2,1,100000001,510000002821,
1.2805,µm,Segment,3,2,1,100000001,510000002833,
1.72195,µm,Segment,2,2,1,100000001,510000002850,
1.40185,µm,Segment,1,1,1,100000001,510000002859,
1.02385,µm,Segment,10,4,1,100000001,510000002879,
1.0134,µm,Segment,9,4,1,100000001,510000002886,
1.51386,µm,Segment,10,7,1,100000001,510000002895,
0.639855,µm,Segment,9,6,1,100000001,510000002899,
1.32994,µm,Segment,8,6,1,100000001,510000002908,
1.3233,µm,Segment,10,5,1,100000001,510000002918,
0.66655,µm,Segment,8,4,1,100000002,510000002920,
0.897241,µm,Segment,9,3,1,100000002,510000002930,
1.84096,µm,Segment,5,3,1,100000001,510000002951,
1.07354,µm,Segment,8,4,1,100000002,510000002962,
0.37335,µm,Segment,7,4,1,100000002,510000002964,
0.432725,µm,Segment,8,4,1,100000002,510000002966,
3.73784,µm,Segment,6,2,1,100000002,510000003009,
0.582023,µm,Segment,5,2,1,100000002,510000003012,
0.765726,µm,Segment,7,4,1,100000002,510000003019,
2.9963,µm,Segment,4,4,1,100000002,510000003049,
0.392988,µm,Segment,9,4,1,100000002,510000003052,
0.581408,µm,Segment,8,3,1,100000002,510000003058,
1.88131,µm,Segment,7,3,1,100000002,510000003072,
0.72515,µm,Segment,8,4,1,100000002,510000003080,
0.387712,µm,Segment,9,3,1,100000002,510000003082,
3.89071,µm,Segment,6,2,1,100000000,510000003123,
2.14689,µm,Segment,5,2,1,100000000,510000003146,
1.25816,µm,Segment,7,4,1,100000002,510000003160,
3.84873,µm,Segment,6,4,1,100000002,510000003206,
2.3882,µm,Segment,5,4,1,100000002,510000003227,
0.668535,µm,Segment,4,4,1,100000002,510000003232,
1.64138,µm,Segment,3,4,1,100000002,510000003245,
0.628286,µm,Segment,2,3,1,100000002,510000003249,
0.960361,µm,Segment,10,3,1,100000001,510000003262,
0.998914,µm,Segment,9,2,1,100000001,510000003272,
0.34906,µm,Segment,8,5,1,100000002,510000003275,
0.449247,µm,Segment,10,6,1,100000001,510000003278,
0.747024,µm,Segment,9,4,1,100000001,510000003289,
2.1502,µm,Segment,8,4,1,100000001,510000003312,
0.466751,µm,Segment,10,2,1,100000001,510000003317,
2.89529,µm,Segment,6,3,1,100000000,510000003348,
0.674024,µm,Segment,9,4,1,100000001,510000003354,
1.07628,µm,Segment,9,5,1,100000001,510000003367,
0.568204,µm,Segment,9,7,1,100000001,510000003372,
0.81074,µm,Segment,6,4,1,100000002,510000003380,
1.76572,µm,Segment,5,4,1,100000002,510000003398,
0.784716,µm,Segment,7,3,1,100000002,510000003407,
1.13282,µm,Segment,6,3,1,100000002,510000003415,
0.864261,µm,Segment,3,3,1,100000000,510000003420,
2.24836,µm,Segment,2,1,1,100000000,510000003440,
0.301397,µm,Segment,7,5,1,100000002,510000003443,
0.826863,µm,Segment,6,3,1,100000001,510000003449,
2.79019,µm,Segment,7,6,1,100000001,510000003477,
2.49383,µm,Segment,7,5,1,100000002,510000003503,
1.29437,µm,Segment,8,3,1,100000001,510000003518,
0.685043,µm,Segment,5,3,1,100000002,510000003523,
1.68347,µm,Segment,1,2,1,100000000,510000003537,
0.472288,µm,Segment,7,3,1,100000001,510000003540,
3.71379,µm,Segment,6,3,1,100000001,510000003581,
0.676898,µm,Segment,9,7,1,100000002,510000003587,
1.69999,µm,Segment,6,6,1,100000002,510000003605,
1.15626,µm,Segment,5,5,1,100000002,510000003616,
1.3228,µm,Segment,3,1,1,100000000,510000003626,
1.07169,µm,Segment,9,6,1,100000002,510000003634,
0.823196,µm,Segment,8,2,1,100000001,510000003642,
1.71629,µm,Segment,6,6,1,100000001,510000003660,
4.62129,µm,Segment,5,2,1,100000000,510000003711,
0.398968,µm,Segment,7,7,1,100000002,510000003714,
0.411705,µm,Segment,7,6,1,100000002,510000003717,
0.615694,µm,Segment,8,7,1,100000002,510000003719,
0.660204,µm,Segment,6,5,1,100000002,510000003725,
0.945314,µm,Segment,4,3,1,100000001,510000003735,
1.59223,µm,Segment,5,4,1,100000002,510000003752,
0.685973,µm,Segment,4,4,1,100000002,510000003759,
1.71687,µm,Segment,3,3,1,100000002,510000003774,
2.03936,µm,Segment,2,3,1,100000002,510000003791,
0.426041,µm,Segment,7,4,1,100000001,510000003794,
0.6966,µm,Segment,7,3,1,100000001,510000003800,
1.28271,µm,Segment,3,2,1,100000002,510000003810,
1.10772,µm,Segment,4,4,1,100000002,510000003820,
1.84251,µm,Segment,3,3,1,100000002,510000003836,
1.70261,µm,Segment,4,3,1,100000002,510000003854,
0.424109,µm,Segment,2,2,1,100000000,510000003857,
1.65411,µm,Segment,3,4,1,100000002,510000003873,
0.628222,µm,Segment,5,5,1,100000002,510000003878,
0.930214,µm,Segment,4,5,1,100000002,510000003884,
1.56152,µm,Segment,5,2,1,100000000,510000003902,
0.547544,µm,Segment,4,1,1,100000000,510000003906,
1.71966,µm,Segment,4,3,1,100000002,510000003922,
1.21337,µm,Segment,5,3,1,100000001,510000003932,
3.01009,µm,Segment,2,2,1,100000002,510000003972,
1.13891,µm,Segment,6,2,1,100000001,510000003984,
