
Spine Length
 ==================== 
Spine Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.07709,µm,Spine,2,1,1,100000001,610000004855,
0.552681,µm,Spine,7,6,1,100000001,610000004860,
0.732644,µm,Spine,2,1,1,100000001,610000004864,
0.501305,µm,Spine,9,4,1,100000001,610000004867,
1.51099,µm,Spine,9,7,1,100000002,610000004878,
0.603464,µm,Spine,4,4,1,100000002,610000004880,
0.485011,µm,Spine,1,1,1,100000000,610000004883,
0.657946,µm,Spine,1,1,1,100000001,610000004886,
0.449368,µm,Spine,8,5,1,100000001,610000004889,
0.382153,µm,Spine,8,5,1,100000001,610000004892,
1.03497,µm,Spine,6,2,1,100000000,610000004897,
0.613175,µm,Spine,5,4,1,100000000,610000004901,
1.07608,µm,Spine,9,7,1,100000002,610000004909,
0.45663,µm,Spine,0,1,1,100000000,610000004913,
0.370641,µm,Spine,5,4,1,100000002,610000004915,
0.431814,µm,Spine,5,4,1,100000000,610000004919,
0.492421,µm,Spine,4,3,1,100000002,610000004923,
0.505713,µm,Spine,2,2,1,100000002,610000004926,
0.71242,µm,Spine,6,4,1,100000002,610000004931,
0.60387,µm,Spine,8,5,1,100000000,610000004934,
0.443732,µm,Spine,5,4,1,100000000,610000004938,
0.419977,µm,Spine,8,4,1,100000001,610000004941,
0.411661,µm,Spine,2,1,1,100000002,610000004943,
0.543524,µm,Spine,2,2,1,100000002,610000004947,
0.453889,µm,Spine,0,1,1,100000000,610000004952,
0.681246,µm,Spine,6,2,1,100000000,610000004956,
0.516529,µm,Spine,2,2,1,100000001,610000004959,
0.348185,µm,Spine,5,3,1,100000000,610000004963,
0.356011,µm,Spine,5,1,1,100000000,610000004966,
0.475208,µm,Spine,9,7,1,100000002,610000004968,
0.423473,µm,Spine,0,1,1,100000001,610000004973,
0.412444,µm,Spine,2,2,1,100000001,610000004975,
0.551304,µm,Spine,4,2,1,100000001,610000004979,
0.398077,µm,Spine,5,4,1,100000000,610000004981,
0.512402,µm,Spine,0,1,1,100000002,610000004986,
0.305227,µm,Spine,9,4,1,100000001,610000004988,
0.567411,µm,Spine,12,6,1,100000001,610000004991,
0.391509,µm,Spine,0,1,1,100000002,610000004994,
0.518047,µm,Spine,7,3,1,100000001,610000004998,
0.498171,µm,Spine,0,1,1,100000001,610000005001,
0.324709,µm,Spine,2,2,1,100000002,610000005004,
0.311415,µm,Spine,9,4,1,100000000,610000005006,
0.44304,µm,Spine,0,1,1,100000000,610000005009,
0.380023,µm,Spine,5,3,1,100000000,610000005011,
0.328475,µm,Spine,0,1,1,100000002,610000005014,
0.355805,µm,Spine,0,1,1,100000001,610000005018,
0.321752,µm,Spine,2,2,1,100000002,610000005020,
0.783385,µm,Spine,0,1,1,100000001,610000005024,
0.186039,µm,Spine,0,1,1,100000002,610000005026,
0.576092,µm,Spine,4,4,1,100000001,610000005031,
0.572516,µm,Spine,0,1,1,100000001,610000005034,
0.399566,µm,Spine,0,1,1,100000000,610000005037,
0.441914,µm,Spine,8,4,1,100000001,610000005041,
0.38291,µm,Spine,0,1,1,100000000,610000005044,
0.427246,µm,Spine,5,4,1,100000002,610000005047,
0.715247,µm,Spine,0,1,1,100000000,610000005052,
0.477816,µm,Spine,0,1,1,100000001,610000005055,
0.330579,µm,Spine,0,1,1,100000002,610000005057,
