
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0.875043,,Surface,3,Image 1,1,0,
0.588952,,Surface,3,Image 1,1,1,
0.457338,,Surface,3,Image 1,1,2,
