
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.32245e+07,,Surface,2,Image 1,1,0,
1.47701e+07,,Surface,2,Image 1,1,1,
1.0008e+07,,Surface,2,Image 1,1,2,
