
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Segment,5,2,1,100000001,510000000016,
0,,Segment,4,2,1,100000001,510000000042,
2,,Segment,3,2,1,100000001,510000000099,
0,,Segment,2,1,1,100000001,510000000103,
1,,Segment,1,1,1,100000001,510000000114,
0,,Segment,0,1,1,100000001,510000000126,
0,,Segment,5,3,1,100000001,510000000145,
0,,Segment,4,3,1,100000001,510000000147,
0,,Segment,9,5,1,100000000,510000000183,
0,,Segment,8,5,1,100000000,510000000189,
0,,Segment,7,5,1,100000000,510000000211,
0,,Segment,6,4,1,100000000,510000000223,
1,,Segment,5,3,1,100000000,510000000274,
0,,Segment,4,2,1,100000000,510000000297,
0,,Segment,3,1,1,100000000,510000000306,
0,,Segment,2,1,1,100000000,510000000320,
0,,Segment,1,1,1,100000000,510000000328,
2,,Segment,0,1,1,100000000,510000000369,
0,,Segment,9,7,1,100000000,510000000379,
0,,Segment,9,6,1,100000000,510000000385,
0,,Segment,9,6,1,100000000,510000000389,
0,,Segment,12,5,1,100000001,510000000419,
0,,Segment,11,5,1,100000001,510000000445,
2,,Segment,10,5,1,100000001,510000000473,
3,,Segment,8,5,1,100000001,510000000541,
0,,Segment,7,4,1,100000001,510000000560,
1,,Segment,6,4,1,100000001,510000000568,
1,,Segment,5,3,1,100000001,510000000572,
0,,Segment,4,3,1,100000001,510000000581,
3,,Segment,2,2,1,100000001,510000000599,
0,,Segment,1,1,1,100000001,510000000605,
0,,Segment,0,1,1,100000001,510000000621,
0,,Segment,13,7,1,100000001,510000000631,
1,,Segment,12,6,1,100000001,510000000637,
0,,Segment,13,6,1,100000001,510000000639,
3,,Segment,8,5,1,100000000,510000000698,
1,,Segment,6,4,1,100000000,510000000718,
0,,Segment,5,3,1,100000000,510000000720,
0,,Segment,3,2,1,100000000,510000000737,
0,,Segment,2,1,1,100000000,510000000745,
2,,Segment,1,1,1,100000000,510000000776,
0,,Segment,0,1,1,100000000,510000000803,
0,,Segment,9,4,1,100000000,510000000830,
1,,Segment,8,4,1,100000000,510000000833,
