
Spine Center Intensity Median Ch=4 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
29.0625,,Spine,4,2,Image 1,1,1,100000001,610000004855,
9.125,,Spine,4,7,Image 1,6,1,100000001,610000004860,
46.0625,,Spine,4,2,Image 1,1,1,100000001,610000004864,
13.0625,,Spine,4,9,Image 1,4,1,100000001,610000004867,
86.0625,,Spine,4,9,Image 1,7,1,100000002,610000004878,
16.125,,Spine,4,4,Image 1,4,1,100000002,610000004880,
10.5625,,Spine,4,1,Image 1,1,1,100000000,610000004883,
2.125,,Spine,4,1,Image 1,1,1,100000001,610000004886,
12.625,,Spine,4,8,Image 1,5,1,100000001,610000004889,
39.0625,,Spine,4,8,Image 1,5,1,100000001,610000004892,
59.0625,,Spine,4,6,Image 1,2,1,100000000,610000004897,
49.0625,,Spine,4,5,Image 1,4,1,100000000,610000004901,
83.0625,,Spine,4,9,Image 1,7,1,100000002,610000004909,
47.125,,Spine,4,0,Image 1,1,1,100000000,610000004913,
17.0312,,Spine,4,5,Image 1,4,1,100000002,610000004915,
11.5625,,Spine,4,5,Image 1,4,1,100000000,610000004919,
7.0625,,Spine,4,4,Image 1,3,1,100000002,610000004923,
55.125,,Spine,4,2,Image 1,2,1,100000002,610000004926,
57.625,,Spine,4,6,Image 1,4,1,100000002,610000004931,
38.5625,,Spine,4,8,Image 1,5,1,100000000,610000004934,
55.5312,,Spine,4,5,Image 1,4,1,100000000,610000004938,
0.0625,,Spine,4,8,Image 1,4,1,100000001,610000004941,
19.125,,Spine,4,2,Image 1,1,1,100000002,610000004943,
89.0625,,Spine,4,2,Image 1,2,1,100000002,610000004947,
28.625,,Spine,4,0,Image 1,1,1,100000000,610000004952,
87.0625,,Spine,4,6,Image 1,2,1,100000000,610000004956,
36.0625,,Spine,4,2,Image 1,2,1,100000001,610000004959,
23.0625,,Spine,4,5,Image 1,3,1,100000000,610000004963,
0.125,,Spine,4,5,Image 1,1,1,100000000,610000004966,
47.125,,Spine,4,9,Image 1,7,1,100000002,610000004968,
99.0625,,Spine,4,0,Image 1,1,1,100000001,610000004973,
69.0312,,Spine,4,2,Image 1,2,1,100000001,610000004975,
0.125,,Spine,4,4,Image 1,2,1,100000001,610000004979,
28.0156,,Spine,4,5,Image 1,4,1,100000000,610000004981,
77,,Spine,4,0,Image 1,1,1,100000002,610000004986,
0.0625,,Spine,4,9,Image 1,4,1,100000001,610000004988,
90.625,,Spine,4,12,Image 1,6,1,100000001,610000004991,
56.125,,Spine,4,0,Image 1,1,1,100000002,610000004994,
53.5312,,Spine,4,7,Image 1,3,1,100000001,610000004998,
30.125,,Spine,4,0,Image 1,1,1,100000001,610000005001,
98.0625,,Spine,4,2,Image 1,2,1,100000002,610000005004,
67.0625,,Spine,4,9,Image 1,4,1,100000000,610000005006,
47.0312,,Spine,4,0,Image 1,1,1,100000000,610000005009,
55.0625,,Spine,4,5,Image 1,3,1,100000000,610000005011,
28.125,,Spine,4,0,Image 1,1,1,100000002,610000005014,
65.5156,,Spine,4,0,Image 1,1,1,100000001,610000005018,
0.0625,,Spine,4,2,Image 1,2,1,100000002,610000005020,
108.031,,Spine,4,0,Image 1,1,1,100000001,610000005024,
69.0156,,Spine,4,0,Image 1,1,1,100000002,610000005026,
47.5312,,Spine,4,4,Image 1,4,1,100000001,610000005031,
89.125,,Spine,4,0,Image 1,1,1,100000001,610000005034,
63.0625,,Spine,4,0,Image 1,1,1,100000000,610000005037,
94.0625,,Spine,4,8,Image 1,4,1,100000001,610000005041,
0.125,,Spine,4,0,Image 1,1,1,100000000,610000005044,
28.125,,Spine,4,5,Image 1,4,1,100000002,610000005047,
125.062,,Spine,4,0,Image 1,1,1,100000000,610000005052,
85.0625,,Spine,4,0,Image 1,1,1,100000001,610000005055,
14.5078,,Spine,4,0,Image 1,1,1,100000002,610000005057,
74.5312,,Spine,4,0,Image 1,1,1,100000002,610000005060,
65.5312,,Spine,4,0,Image 1,1,1,100000002,610000005064,
100,,Spine,4,0,Image 1,1,1,100000002,610000005067,
16.125,,Spine,4,4,Image 1,2,1,100000001,610000005070,
36.0312,,Spine,4,2,Image 1,2,1,100000001,610000005072,
51.0625,,Spine,4,0,Image 1,1,1,100000000,610000005074,
111.031,,Spine,4,0,Image 1,1,1,100000000,610000005077,
120.031,,Spine,4,0,Image 1,1,1,100000001,610000005080,
18.0625,,Spine,4,6,Image 1,4,1,100000002,610000005082,
95.0625,,Spine,4,6,Image 1,2,1,100000000,610000005085,
85.125,,Spine,4,5,Image 1,3,1,100000000,610000005087,
73.0156,,Spine,4,6,Image 1,2,1,100000000,610000005089,
167.031,,Spine,4,0,Image 1,1,1,100000000,610000005094,
81.0625,,Spine,4,2,Image 1,3,1,100000002,610000005097,
50.0156,,Spine,4,0,Image 1,1,1,100000000,610000005099,
84.0312,,Spine,4,2,Image 1,2,1,100000001,610000005101,
124.125,,Spine,4,5,Image 1,3,1,100000002,610000005104,
93.0625,,Spine,4,2,Image 1,1,1,100000002,610000005107,
134.562,,Spine,4,0,Image 1,1,1,100000002,610000005109,
66.0625,,Spine,4,4,Image 1,3,1,100000002,610000005111,
96.5625,,Spine,4,8,Image 1,5,1,100000000,610000005115,
165.031,,Spine,4,0,Image 1,1,1,100000000,610000005121,
150.016,,Spine,4,0,Image 1,1,1,100000000,610000005125,
81.0625,,Spine,4,7,Image 1,3,1,100000001,610000005127,
91.0312,,Spine,4,0,Image 1,1,1,100000000,610000005130,
117.062,,Spine,4,0,Image 1,1,1,100000002,610000005133,
77.125,,Spine,4,3,Image 1,2,1,100000001,610000005135,
132.031,,Spine,4,0,Image 1,1,1,100000000,610000005139,
75.0625,,Spine,4,2,Image 1,2,1,100000002,610000005142,
137.062,,Spine,4,2,Image 1,1,1,100000000,610000005144,
127.531,,Spine,4,0,Image 1,1,1,100000001,610000005148,
128.062,,Spine,4,7,Image 1,2,1,100000001,610000005151,
35.125,,Spine,4,10,Image 1,4,1,100000001,610000005153,
147.031,,Spine,4,0,Image 1,1,1,100000000,610000005156,
65.0312,,Spine,4,4,Image 1,2,1,100000000,610000005158,
98.0312,,Spine,4,0,Image 1,1,1,100000002,610000005160,
131.062,,Spine,4,5,Image 1,1,1,100000000,610000005162,
48.0312,,Spine,4,6,Image 1,4,1,100000002,610000005164,
127.002,,Spine,4,0,Image 1,1,1,100000000,610000005167,
89.0078,,Spine,4,0,Image 1,1,1,100000002,610000005173,
140.062,,Spine,4,0,Image 1,1,1,100000000,610000005176,
133.031,,Spine,4,2,Image 1,2,1,100000002,610000005181,
129.031,,Spine,4,0,Image 1,1,1,100000000,610000005185,
160.031,,Spine,4,0,Image 1,1,1,100000001,610000005188,
121.031,,Spine,4,3,Image 1,2,1,100000001,610000005190,
166.008,,Spine,4,0,Image 1,1,1,100000000,610000005193,
0.125,,Spine,4,7,Image 1,2,1,100000002,610000005196,
126.016,,Spine,4,0,Image 1,1,1,100000000,610000005198,
119.516,,Spine,4,0,Image 1,1,1,100000001,610000005205,
136.508,,Spine,4,0,Image 1,1,1,100000000,610000005209,
22.0312,,Spine,4,5,Image 1,2,1,100000000,610000005211,
158.031,,Spine,4,2,Image 1,2,1,100000001,610000005214,
108.031,,Spine,4,5,Image 1,2,1,100000000,610000005216,
109.004,,Spine,4,0,Image 1,1,1,100000000,610000005218,
107.031,,Spine,4,2,Image 1,2,1,100000002,610000005220,
113.031,,Spine,4,0,Image 1,1,1,100000000,610000005223,
132.016,,Spine,4,0,Image 1,1,1,100000000,610000005225,
46.0625,,Spine,4,6,Image 1,3,1,100000002,610000005227,
131.508,,Spine,4,0,Image 1,1,1,100000000,610000005229,
126.062,,Spine,4,1,Image 1,1,1,100000000,610000005233,
162,,Spine,4,6,Image 1,3,1,100000001,610000005235,
114.062,,Spine,4,0,Image 1,1,1,100000000,610000005237,
136.031,,Spine,4,4,Image 1,4,1,100000001,610000005240,
136.031,,Spine,4,6,Image 1,3,1,100000001,610000005243,
137.031,,Spine,4,0,Image 1,1,1,100000000,610000005245,
142.516,,Spine,4,0,Image 1,1,1,100000001,610000005249,
138.031,,Spine,4,6,Image 1,2,1,100000001,610000005257,
144.125,,Spine,4,0,Image 1,1,1,100000000,610000005261,
164.016,,Spine,4,0,Image 1,1,1,100000000,610000005264,
91.0625,,Spine,4,6,Image 1,2,1,100000001,610000005280,
121.004,,Spine,4,0,Image 1,1,1,100000002,610000005288,
158,,Spine,4,0,Image 1,1,1,100000001,610000005342,
149.016,,Spine,4,6,Image 1,2,1,100000000,610000005346,
79.0312,,Spine,4,6,Image 1,3,1,100000000,610000005347,
87.5312,,Spine,4,5,Image 1,2,1,100000000,610000005348,
67.5156,,Spine,4,0,Image 1,1,1,100000000,610000005349,
