
Spine Center Intensity StdDev Ch=1 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.19523,,Spine,1,2,Image 1,1,1,100000001,610000004855,
1.79505,,Spine,1,7,Image 1,6,1,100000001,610000004860,
1.72047,,Spine,1,2,Image 1,1,1,100000001,610000004864,
2.38485,,Spine,1,9,Image 1,4,1,100000001,610000004867,
1.06719,,Spine,1,9,Image 1,7,1,100000002,610000004878,
1.88562,,Spine,1,4,Image 1,4,1,100000002,610000004880,
0.5,,Spine,1,1,Image 1,1,1,100000000,610000004883,
1,,Spine,1,1,Image 1,1,1,100000001,610000004886,
1.22474,,Spine,1,8,Image 1,5,1,100000001,610000004889,
4.54606,,Spine,1,8,Image 1,5,1,100000001,610000004892,
1.69967,,Spine,1,6,Image 1,2,1,100000000,610000004897,
2.24499,,Spine,1,5,Image 1,4,1,100000000,610000004901,
0.87489,,Spine,1,9,Image 1,7,1,100000002,610000004909,
5.03587,,Spine,1,0,Image 1,1,1,100000000,610000004913,
3.29983,,Spine,1,5,Image 1,4,1,100000002,610000004915,
0.5,,Spine,1,5,Image 1,4,1,100000000,610000004919,
7.01338,,Spine,1,4,Image 1,3,1,100000002,610000004923,
3.34477,,Spine,1,2,Image 1,2,1,100000002,610000004926,
1.06719,,Spine,1,6,Image 1,4,1,100000002,610000004931,
1,,Spine,1,8,Image 1,5,1,100000000,610000004934,
1.92029,,Spine,1,5,Image 1,4,1,100000000,610000004938,
2.49444,,Spine,1,8,Image 1,4,1,100000001,610000004941,
0.471405,,Spine,1,2,Image 1,1,1,100000002,610000004943,
7.73563,,Spine,1,2,Image 1,2,1,100000002,610000004947,
1.22474,,Spine,1,0,Image 1,1,1,100000000,610000004952,
1.41421,,Spine,1,6,Image 1,2,1,100000000,610000004956,
0,,Spine,1,2,Image 1,2,1,100000001,610000004959,
1.24722,,Spine,1,5,Image 1,3,1,100000000,610000004963,
2.0548,,Spine,1,5,Image 1,1,1,100000000,610000004966,
1.24722,,Spine,1,9,Image 1,7,1,100000002,610000004968,
1.0198,,Spine,1,0,Image 1,1,1,100000001,610000004973,
4.32049,,Spine,1,2,Image 1,2,1,100000001,610000004975,
1.46969,,Spine,1,4,Image 1,2,1,100000001,610000004979,
2.16025,,Spine,1,5,Image 1,4,1,100000000,610000004981,
0,,Spine,1,0,Image 1,1,1,100000002,610000004986,
0.816497,,Spine,1,9,Image 1,4,1,100000001,610000004988,
5.44862,,Spine,1,12,Image 1,6,1,100000001,610000004991,
5.11737,,Spine,1,0,Image 1,1,1,100000002,610000004994,
2.58602,,Spine,1,7,Image 1,3,1,100000001,610000004998,
0.471405,,Spine,1,0,Image 1,1,1,100000001,610000005001,
8.95824,,Spine,1,2,Image 1,2,1,100000002,610000005004,
1.69967,,Spine,1,9,Image 1,4,1,100000000,610000005006,
1.24722,,Spine,1,0,Image 1,1,1,100000000,610000005009,
4.32049,,Spine,1,5,Image 1,3,1,100000000,610000005011,
0.816497,,Spine,1,0,Image 1,1,1,100000002,610000005014,
2.44949,,Spine,1,0,Image 1,1,1,100000001,610000005018,
1.24722,,Spine,1,2,Image 1,2,1,100000002,610000005020,
1.32665,,Spine,1,0,Image 1,1,1,100000001,610000005024,
5,,Spine,1,0,Image 1,1,1,100000002,610000005026,
1.29904,,Spine,1,4,Image 1,4,1,100000001,610000005031,
0.471405,,Spine,1,0,Image 1,1,1,100000001,610000005034,
0.471405,,Spine,1,0,Image 1,1,1,100000000,610000005037,
1.24722,,Spine,1,8,Image 1,4,1,100000001,610000005041,
0.829156,,Spine,1,0,Image 1,1,1,100000000,610000005044,
3.85861,,Spine,1,5,Image 1,4,1,100000002,610000005047,
2.31517,,Spine,1,0,Image 1,1,1,100000000,610000005052,
1.47902,,Spine,1,0,Image 1,1,1,100000001,610000005055,
0.5,,Spine,1,0,Image 1,1,1,100000002,610000005057,
2.12132,,Spine,1,0,Image 1,1,1,100000002,610000005060,
0,,Spine,1,0,Image 1,1,1,100000002,610000005064,
0,,Spine,1,0,Image 1,1,1,100000002,610000005067,
1.5,,Spine,1,4,Image 1,2,1,100000001,610000005070,
0.471405,,Spine,1,2,Image 1,2,1,100000001,610000005072,
