
Soma Intensity Sum Ch=3 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
11555,,Soma,3,Image 1,1,100000000,800000000,
0,,Soma,3,Image 1,1,100000001,800000001,
1936,,Soma,3,Image 1,1,100000002,800000002,
