
Spine Position Y
 ==================== 
Spine Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19084.2,µm,Spine,Spine Position,2,1,1,100000001,610000004855,
19091.8,µm,Spine,Spine Position,7,6,1,100000001,610000004860,
19084.3,µm,Spine,Spine Position,2,1,1,100000001,610000004864,
19093,µm,Spine,Spine Position,9,4,1,100000001,610000004867,
19097.5,µm,Spine,Spine Position,9,7,1,100000002,610000004878,
19088.9,µm,Spine,Spine Position,4,4,1,100000002,610000004880,
19068.1,µm,Spine,Spine Position,1,1,1,100000000,610000004883,
19085.6,µm,Spine,Spine Position,1,1,1,100000001,610000004886,
19089.3,µm,Spine,Spine Position,8,5,1,100000001,610000004889,
19088.9,µm,Spine,Spine Position,8,5,1,100000001,610000004892,
19062.5,µm,Spine,Spine Position,6,2,1,100000000,610000004897,
19079.8,µm,Spine,Spine Position,5,4,1,100000000,610000004901,
19097.6,µm,Spine,Spine Position,9,7,1,100000002,610000004909,
19069.2,µm,Spine,Spine Position,0,1,1,100000000,610000004913,
19089.8,µm,Spine,Spine Position,5,4,1,100000002,610000004915,
19079.5,µm,Spine,Spine Position,5,4,1,100000000,610000004919,
19089.5,µm,Spine,Spine Position,4,3,1,100000002,610000004923,
19094.4,µm,Spine,Spine Position,2,2,1,100000002,610000004926,
19098.2,µm,Spine,Spine Position,6,4,1,100000002,610000004931,
19063.6,µm,Spine,Spine Position,8,5,1,100000000,610000004934,
19079.7,µm,Spine,Spine Position,5,4,1,100000000,610000004938,
19092.6,µm,Spine,Spine Position,8,4,1,100000001,610000004941,
19098.5,µm,Spine,Spine Position,2,1,1,100000002,610000004943,
19095.1,µm,Spine,Spine Position,2,2,1,100000002,610000004947,
19069.6,µm,Spine,Spine Position,0,1,1,100000000,610000004952,
19062.5,µm,Spine,Spine Position,6,2,1,100000000,610000004956,
19083.9,µm,Spine,Spine Position,2,2,1,100000001,610000004959,
19072.5,µm,Spine,Spine Position,5,3,1,100000000,610000004963,
19067.9,µm,Spine,Spine Position,5,1,1,100000000,610000004966,
19097.8,µm,Spine,Spine Position,9,7,1,100000002,610000004968,
19088.6,µm,Spine,Spine Position,0,1,1,100000001,610000004973,
19087.9,µm,Spine,Spine Position,2,2,1,100000001,610000004975,
19086.9,µm,Spine,Spine Position,4,2,1,100000001,610000004979,
19066,µm,Spine,Spine Position,5,4,1,100000000,610000004981,
19100.6,µm,Spine,Spine Position,0,1,1,100000002,610000004986,
19084,µm,Spine,Spine Position,9,4,1,100000001,610000004988,
19087.5,µm,Spine,Spine Position,12,6,1,100000001,610000004991,
19099.5,µm,Spine,Spine Position,0,1,1,100000002,610000004994,
19089.8,µm,Spine,Spine Position,7,3,1,100000001,610000004998,
19086.6,µm,Spine,Spine Position,0,1,1,100000001,610000005001,
19095.2,µm,Spine,Spine Position,2,2,1,100000002,610000005004,
19064.2,µm,Spine,Spine Position,9,4,1,100000000,610000005006,
19070.2,µm,Spine,Spine Position,0,1,1,100000000,610000005009,
19066.4,µm,Spine,Spine Position,5,3,1,100000000,610000005011,
19098.4,µm,Spine,Spine Position,0,1,1,100000002,610000005014,
19088.7,µm,Spine,Spine Position,0,1,1,100000001,610000005018,
19097.9,µm,Spine,Spine Position,2,2,1,100000002,610000005020,
19088.8,µm,Spine,Spine Position,0,1,1,100000001,610000005024,
19099.1,µm,Spine,Spine Position,0,1,1,100000002,610000005026,
19088.8,µm,Spine,Spine Position,4,4,1,100000001,610000005031,
19087.3,µm,Spine,Spine Position,0,1,1,100000001,610000005034,
19071.6,µm,Spine,Spine Position,0,1,1,100000000,610000005037,
19090.2,µm,Spine,Spine Position,8,4,1,100000001,610000005041,
19071.7,µm,Spine,Spine Position,0,1,1,100000000,610000005044,
19096.7,µm,Spine,Spine Position,5,4,1,100000002,610000005047,
19069.8,µm,Spine,Spine Position,0,1,1,100000000,610000005052,
19088.5,µm,Spine,Spine Position,0,1,1,100000001,610000005055,
