
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
16.6144,,Surface,2,Image 1,1,0,
14.0619,,Surface,2,Image 1,1,1,
14.4973,,Surface,2,Image 1,1,2,
