
Filament Volume (sum)
 ==================== 
Filament Volume (sum),Unit,Category,Time,ID,
15.9145,µm^3,Filament,1,100000000,
17.8237,µm^3,Filament,1,100000001,
13.521,µm^3,Filament,1,100000002,
