
Spine Center Intensity Sum Ch=4 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
336,,Spine,4,2,Image 1,1,1,100000001,610000004855,
171,,Spine,4,7,Image 1,6,1,100000001,610000004860,
291,,Spine,4,2,Image 1,1,1,100000001,610000004864,
144,,Spine,4,9,Image 1,4,1,100000001,610000004867,
939,,Spine,4,9,Image 1,7,1,100000002,610000004878,
157,,Spine,4,4,Image 1,4,1,100000002,610000004880,
84,,Spine,4,1,Image 1,1,1,100000000,610000004883,
135,,Spine,4,1,Image 1,1,1,100000001,610000004886,
188,,Spine,4,8,Image 1,5,1,100000001,610000004889,
109,,Spine,4,8,Image 1,5,1,100000001,610000004892,
477,,Spine,4,6,Image 1,2,1,100000000,610000004897,
249,,Spine,4,5,Image 1,4,1,100000000,610000004901,
735,,Spine,4,9,Image 1,7,1,100000002,610000004909,
351,,Spine,4,0,Image 1,1,1,100000000,610000004913,
64,,Spine,4,5,Image 1,4,1,100000002,610000004915,
120,,Spine,4,5,Image 1,4,1,100000000,610000004919,
135,,Spine,4,4,Image 1,3,1,100000002,610000004923,
243,,Spine,4,2,Image 1,2,1,100000002,610000004926,
396,,Spine,4,6,Image 1,4,1,100000002,610000004931,
189,,Spine,4,8,Image 1,5,1,100000000,610000004934,
237,,Spine,4,5,Image 1,4,1,100000000,610000004938,
117,,Spine,4,8,Image 1,4,1,100000001,610000004941,
171,,Spine,4,2,Image 1,1,1,100000002,610000004943,
404,,Spine,4,2,Image 1,2,1,100000002,610000004947,
237,,Spine,4,0,Image 1,1,1,100000000,610000004952,
477,,Spine,4,6,Image 1,2,1,100000000,610000004956,
163,,Spine,4,2,Image 1,2,1,100000001,610000004959,
111,,Spine,4,5,Image 1,3,1,100000000,610000004963,
171,,Spine,4,5,Image 1,1,1,100000000,610000004966,
204,,Spine,4,9,Image 1,7,1,100000002,610000004968,
550,,Spine,4,0,Image 1,1,1,100000001,610000004973,
239,,Spine,4,2,Image 1,2,1,100000001,610000004975,
168,,Spine,4,4,Image 1,2,1,100000001,610000004979,
58,,Spine,4,5,Image 1,4,1,100000000,610000004981,
77,,Spine,4,0,Image 1,1,1,100000002,610000004986,
85,,Spine,4,9,Image 1,4,1,100000001,610000004988,
334,,Spine,4,12,Image 1,6,1,100000001,610000004991,
253,,Spine,4,0,Image 1,1,1,100000002,610000004994,
248,,Spine,4,7,Image 1,3,1,100000001,610000004998,
158,,Spine,4,0,Image 1,1,1,100000001,610000005001,
357,,Spine,4,2,Image 1,2,1,100000002,610000005004,
217,,Spine,4,9,Image 1,4,1,100000000,610000005006,
160,,Spine,4,0,Image 1,1,1,100000000,610000005009,
155,,Spine,4,5,Image 1,3,1,100000000,610000005011,
173,,Spine,4,0,Image 1,1,1,100000002,610000005014,
241,,Spine,4,0,Image 1,1,1,100000001,610000005018,
104,,Spine,4,2,Image 1,2,1,100000002,610000005020,
550,,Spine,4,0,Image 1,1,1,100000001,610000005024,
138,,Spine,4,0,Image 1,1,1,100000002,610000005026,
212,,Spine,4,4,Image 1,4,1,100000001,610000005031,
219,,Spine,4,0,Image 1,1,1,100000001,610000005034,
251,,Spine,4,0,Image 1,1,1,100000000,610000005037,
338,,Spine,4,8,Image 1,4,1,100000001,610000005041,
158,,Spine,4,0,Image 1,1,1,100000000,610000005044,
224,,Spine,4,5,Image 1,4,1,100000002,610000005047,
653,,Spine,4,0,Image 1,1,1,100000000,610000005052,
357,,Spine,4,0,Image 1,1,1,100000001,610000005055,
29,,Spine,4,0,Image 1,1,1,100000002,610000005057,
313,,Spine,4,0,Image 1,1,1,100000002,610000005060,
131,,Spine,4,0,Image 1,1,1,100000002,610000005064,
100,,Spine,4,0,Image 1,1,1,100000002,610000005067,
168,,Spine,4,4,Image 1,2,1,100000001,610000005070,
113,,Spine,4,2,Image 1,2,1,100000001,610000005072,
239,,Spine,4,0,Image 1,1,1,100000000,610000005074,
348,,Spine,4,0,Image 1,1,1,100000000,610000005077,
457,,Spine,4,0,Image 1,1,1,100000001,610000005080,
138,,Spine,4,6,Image 1,4,1,100000002,610000005082,
391,,Spine,4,6,Image 1,2,1,100000000,610000005085,
256,,Spine,4,5,Image 1,3,1,100000000,610000005087,
231,,Spine,4,6,Image 1,2,1,100000000,610000005089,
849,,Spine,4,0,Image 1,1,1,100000000,610000005094,
264,,Spine,4,2,Image 1,3,1,100000002,610000005097,
100,,Spine,4,0,Image 1,1,1,100000000,610000005099,
243,,Spine,4,2,Image 1,2,1,100000001,610000005101,
383,,Spine,4,5,Image 1,3,1,100000002,610000005104,
312,,Spine,4,2,Image 1,1,1,100000002,610000005107,
269,,Spine,4,0,Image 1,1,1,100000002,610000005109,
181,,Spine,4,4,Image 1,3,1,100000002,610000005111,
302,,Spine,4,8,Image 1,5,1,100000000,610000005115,
810,,Spine,4,0,Image 1,1,1,100000000,610000005121,
463,,Spine,4,0,Image 1,1,1,100000000,610000005125,
182,,Spine,4,7,Image 1,3,1,100000001,610000005127,
182,,Spine,4,0,Image 1,1,1,100000000,610000005130,
234,,Spine,4,0,Image 1,1,1,100000002,610000005133,
230,,Spine,4,3,Image 1,2,1,100000001,610000005135,
408,,Spine,4,0,Image 1,1,1,100000000,610000005139,
195,,Spine,4,2,Image 1,2,1,100000002,610000005142,
372,,Spine,4,2,Image 1,1,1,100000000,610000005144,
255,,Spine,4,0,Image 1,1,1,100000001,610000005148,
345,,Spine,4,7,Image 1,2,1,100000001,610000005151,
221,,Spine,4,10,Image 1,4,1,100000001,610000005153,
425,,Spine,4,0,Image 1,1,1,100000000,610000005156,
209,,Spine,4,4,Image 1,2,1,100000000,610000005158,
343,,Spine,4,0,Image 1,1,1,100000002,610000005160,
391,,Spine,4,5,Image 1,1,1,100000000,610000005162,
200,,Spine,4,6,Image 1,4,1,100000002,610000005164,
254,,Spine,4,0,Image 1,1,1,100000000,610000005167,
277,,Spine,4,0,Image 1,1,1,100000002,610000005173,
530,,Spine,4,0,Image 1,1,1,100000000,610000005176,
405,,Spine,4,2,Image 1,2,1,100000002,610000005181,
395,,Spine,4,0,Image 1,1,1,100000000,610000005185,
320,,Spine,4,0,Image 1,1,1,100000001,610000005188,
339,,Spine,4,3,Image 1,2,1,100000001,610000005190,
332,,Spine,4,0,Image 1,1,1,100000000,610000005193,
125,,Spine,4,7,Image 1,2,1,100000002,610000005196,
252,,Spine,4,0,Image 1,1,1,100000000,610000005198,
239,,Spine,4,0,Image 1,1,1,100000001,610000005205,
273,,Spine,4,0,Image 1,1,1,100000000,610000005209,
44,,Spine,4,5,Image 1,2,1,100000000,610000005211,
430,,Spine,4,2,Image 1,2,1,100000001,610000005214,
330,,Spine,4,5,Image 1,2,1,100000000,610000005216,
218,,Spine,4,0,Image 1,1,1,100000000,610000005218,
314,,Spine,4,2,Image 1,2,1,100000002,610000005220,
339,,Spine,4,0,Image 1,1,1,100000000,610000005223,
264,,Spine,4,0,Image 1,1,1,100000000,610000005225,
148,,Spine,4,6,Image 1,3,1,100000002,610000005227,
263,,Spine,4,0,Image 1,1,1,100000000,610000005229,
386,,Spine,4,1,Image 1,1,1,100000000,610000005233,
377,,Spine,4,6,Image 1,3,1,100000001,610000005235,
336,,Spine,4,0,Image 1,1,1,100000000,610000005237,
359,,Spine,4,4,Image 1,4,1,100000001,610000005240,
366,,Spine,4,6,Image 1,3,1,100000001,610000005243,
274,,Spine,4,0,Image 1,1,1,100000000,610000005245,
576,,Spine,4,0,Image 1,1,1,100000001,610000005249,
391,,Spine,4,6,Image 1,2,1,100000001,610000005257,
297,,Spine,4,0,Image 1,1,1,100000000,610000005261,
492,,Spine,4,0,Image 1,1,1,100000000,610000005264,
287,,Spine,4,6,Image 1,2,1,100000001,610000005280,
242,,Spine,4,0,Image 1,1,1,100000002,610000005288,
456,,Spine,4,0,Image 1,1,1,100000001,610000005342,
298,,Spine,4,6,Image 1,2,1,100000000,610000005346,
158,,Spine,4,6,Image 1,3,1,100000000,610000005347,
175,,Spine,4,5,Image 1,2,1,100000000,610000005348,
135,,Spine,4,0,Image 1,1,1,100000000,610000005349,
82,,Spine,4,4,Image 1,3,1,100000000,610000005350,
121,,Spine,4,3,Image 1,2,1,100000000,610000005351,
189,,Spine,4,5,Image 1,3,1,100000000,610000005352,
189,,Spine,4,5,Image 1,3,1,100000000,610000005353,
138,,Spine,4,5,Image 1,3,1,100000000,610000005354,
130,,Spine,4,5,Image 1,2,1,100000000,610000005355,
259,,Spine,4,0,Image 1,1,1,100000000,610000005356,
260,,Spine,4,0,Image 1,1,1,100000000,610000005357,
184,,Spine,4,5,Image 1,3,1,100000000,610000005361,
136,,Spine,4,5,Image 1,3,1,100000000,610000005362,
100,,Spine,4,5,Image 1,4,1,100000000,610000005363,
137,,Spine,4,5,Image 1,4,1,100000000,610000005364,
82,,Spine,4,3,Image 1,3,1,100000000,610000005365,
283,,Spine,4,1,Image 1,1,1,100000000,610000005366,
326,,Spine,4,8,Image 1,5,1,100000000,610000005374,
51,,Spine,4,6,Image 1,4,1,100000000,610000005375,
48,,Spine,4,1,Image 1,1,1,100000000,610000005376,
270,,Spine,4,0,Image 1,1,1,100000000,610000005377,
40,,Spine,4,5,Image 1,2,1,100000001,610000005391,
7,,Spine,4,3,Image 1,2,1,100000001,610000005392,
85,,Spine,4,3,Image 1,2,1,100000001,610000005393,
167,,Spine,4,6,Image 1,1,1,100000001,610000005394,
82,,Spine,4,4,Image 1,2,1,100000001,610000005395,
