
Spine Time
 ==================== 
Spine Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,2,1,1,100000001,610000004855,
0,s,Spine,7,6,1,100000001,610000004860,
0,s,Spine,2,1,1,100000001,610000004864,
0,s,Spine,9,4,1,100000001,610000004867,
0,s,Spine,9,7,1,100000002,610000004878,
0,s,Spine,4,4,1,100000002,610000004880,
0,s,Spine,1,1,1,100000000,610000004883,
0,s,Spine,1,1,1,100000001,610000004886,
0,s,Spine,8,5,1,100000001,610000004889,
0,s,Spine,8,5,1,100000001,610000004892,
0,s,Spine,6,2,1,100000000,610000004897,
0,s,Spine,5,4,1,100000000,610000004901,
0,s,Spine,9,7,1,100000002,610000004909,
0,s,Spine,0,1,1,100000000,610000004913,
0,s,Spine,5,4,1,100000002,610000004915,
0,s,Spine,5,4,1,100000000,610000004919,
0,s,Spine,4,3,1,100000002,610000004923,
0,s,Spine,2,2,1,100000002,610000004926,
0,s,Spine,6,4,1,100000002,610000004931,
0,s,Spine,8,5,1,100000000,610000004934,
0,s,Spine,5,4,1,100000000,610000004938,
0,s,Spine,8,4,1,100000001,610000004941,
0,s,Spine,2,1,1,100000002,610000004943,
0,s,Spine,2,2,1,100000002,610000004947,
0,s,Spine,0,1,1,100000000,610000004952,
0,s,Spine,6,2,1,100000000,610000004956,
0,s,Spine,2,2,1,100000001,610000004959,
0,s,Spine,5,3,1,100000000,610000004963,
0,s,Spine,5,1,1,100000000,610000004966,
0,s,Spine,9,7,1,100000002,610000004968,
0,s,Spine,0,1,1,100000001,610000004973,
0,s,Spine,2,2,1,100000001,610000004975,
0,s,Spine,4,2,1,100000001,610000004979,
0,s,Spine,5,4,1,100000000,610000004981,
0,s,Spine,0,1,1,100000002,610000004986,
0,s,Spine,9,4,1,100000001,610000004988,
0,s,Spine,12,6,1,100000001,610000004991,
0,s,Spine,0,1,1,100000002,610000004994,
0,s,Spine,7,3,1,100000001,610000004998,
0,s,Spine,0,1,1,100000001,610000005001,
0,s,Spine,2,2,1,100000002,610000005004,
0,s,Spine,9,4,1,100000000,610000005006,
0,s,Spine,0,1,1,100000000,610000005009,
0,s,Spine,5,3,1,100000000,610000005011,
0,s,Spine,0,1,1,100000002,610000005014,
0,s,Spine,0,1,1,100000001,610000005018,
0,s,Spine,2,2,1,100000002,610000005020,
0,s,Spine,0,1,1,100000001,610000005024,
0,s,Spine,0,1,1,100000002,610000005026,
0,s,Spine,4,4,1,100000001,610000005031,
0,s,Spine,0,1,1,100000001,610000005034,
0,s,Spine,0,1,1,100000000,610000005037,
0,s,Spine,8,4,1,100000001,610000005041,
0,s,Spine,0,1,1,100000000,610000005044,
0,s,Spine,5,4,1,100000002,610000005047,
0,s,Spine,0,1,1,100000000,610000005052,
0,s,Spine,0,1,1,100000001,610000005055,
0,s,Spine,0,1,1,100000002,610000005057,
0,s,Spine,0,1,1,100000002,610000005060,
0,s,Spine,0,1,1,100000002,610000005064,
0,s,Spine,0,1,1,100000002,610000005067,
0,s,Spine,4,2,1,100000001,610000005070,
0,s,Spine,2,2,1,100000001,610000005072,
0,s,Spine,0,1,1,100000000,610000005074,
0,s,Spine,0,1,1,100000000,610000005077,
0,s,Spine,0,1,1,100000001,610000005080,
0,s,Spine,6,4,1,100000002,610000005082,
0,s,Spine,6,2,1,100000000,610000005085,
0,s,Spine,5,3,1,100000000,610000005087,
0,s,Spine,6,2,1,100000000,610000005089,
0,s,Spine,0,1,1,100000000,610000005094,
0,s,Spine,2,3,1,100000002,610000005097,
0,s,Spine,0,1,1,100000000,610000005099,
0,s,Spine,2,2,1,100000001,610000005101,
0,s,Spine,5,3,1,100000002,610000005104,
0,s,Spine,2,1,1,100000002,610000005107,
0,s,Spine,0,1,1,100000002,610000005109,
0,s,Spine,4,3,1,100000002,610000005111,
0,s,Spine,8,5,1,100000000,610000005115,
0,s,Spine,0,1,1,100000000,610000005121,
0,s,Spine,0,1,1,100000000,610000005125,
0,s,Spine,7,3,1,100000001,610000005127,
0,s,Spine,0,1,1,100000000,610000005130,
0,s,Spine,0,1,1,100000002,610000005133,
0,s,Spine,3,2,1,100000001,610000005135,
0,s,Spine,0,1,1,100000000,610000005139,
0,s,Spine,2,2,1,100000002,610000005142,
0,s,Spine,2,1,1,100000000,610000005144,
0,s,Spine,0,1,1,100000001,610000005148,
0,s,Spine,7,2,1,100000001,610000005151,
0,s,Spine,10,4,1,100000001,610000005153,
