
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.02589,µm^2,Spine,2,1,1,100000001,610000004855,
0.521059,µm^2,Spine,7,6,1,100000001,610000004860,
0.753776,µm^2,Spine,2,1,1,100000001,610000004864,
0.319035,µm^2,Spine,9,4,1,100000001,610000004867,
0.933475,µm^2,Spine,9,7,1,100000002,610000004878,
0.350672,µm^2,Spine,4,4,1,100000002,610000004880,
0.284328,µm^2,Spine,1,1,1,100000000,610000004883,
0.447612,µm^2,Spine,1,1,1,100000001,610000004886,
0.286126,µm^2,Spine,8,5,1,100000001,610000004889,
0.205297,µm^2,Spine,8,5,1,100000001,610000004892,
0.809114,µm^2,Spine,6,2,1,100000000,610000004897,
0.435018,µm^2,Spine,5,4,1,100000000,610000004901,
0.652502,µm^2,Spine,9,7,1,100000002,610000004909,
0.267754,µm^2,Spine,0,1,1,100000000,610000004913,
0.1992,µm^2,Spine,5,4,1,100000002,610000004915,
0.23954,µm^2,Spine,5,4,1,100000000,610000004919,
0.314972,µm^2,Spine,4,3,1,100000002,610000004923,
0.491481,µm^2,Spine,2,2,1,100000002,610000004926,
0.542066,µm^2,Spine,6,4,1,100000002,610000004931,
0.653836,µm^2,Spine,8,5,1,100000000,610000004934,
0.359565,µm^2,Spine,5,4,1,100000000,610000004938,
0.35182,µm^2,Spine,8,4,1,100000001,610000004941,
0.412509,µm^2,Spine,2,1,1,100000002,610000004943,
0.519972,µm^2,Spine,2,2,1,100000002,610000004947,
0.401724,µm^2,Spine,0,1,1,100000000,610000004952,
0.587937,µm^2,Spine,6,2,1,100000000,610000004956,
0.418104,µm^2,Spine,2,2,1,100000001,610000004959,
0.294166,µm^2,Spine,5,3,1,100000000,610000004963,
0.285368,µm^2,Spine,5,1,1,100000000,610000004966,
0.3386,µm^2,Spine,9,7,1,100000002,610000004968,
0.381086,µm^2,Spine,0,1,1,100000001,610000004973,
0.837836,µm^2,Spine,2,2,1,100000001,610000004975,
0.641734,µm^2,Spine,4,2,1,100000001,610000004979,
0.317009,µm^2,Spine,5,4,1,100000000,610000004981,
0.493822,µm^2,Spine,0,1,1,100000002,610000004986,
0.178403,µm^2,Spine,9,4,1,100000001,610000004988,
0.477009,µm^2,Spine,12,6,1,100000001,610000004991,
0.449835,µm^2,Spine,0,1,1,100000002,610000004994,
0.395082,µm^2,Spine,7,3,1,100000001,610000004998,
1.02828,µm^2,Spine,0,1,1,100000001,610000005001,
0.338142,µm^2,Spine,2,2,1,100000002,610000005004,
