
Segment Center Intensity Max Ch=1 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
7,,Segment,1,5,Image 1,2,1,100000001,510000000016,
6,,Segment,1,4,Image 1,2,1,100000001,510000000042,
9,,Segment,1,3,Image 1,2,1,100000001,510000000099,
7,,Segment,1,2,Image 1,1,1,100000001,510000000103,
5,,Segment,1,1,Image 1,1,1,100000001,510000000114,
3,,Segment,1,0,Image 1,1,1,100000001,510000000126,
10,,Segment,1,5,Image 1,3,1,100000001,510000000145,
2,,Segment,1,4,Image 1,3,1,100000001,510000000147,
15,,Segment,1,9,Image 1,5,1,100000000,510000000183,
3,,Segment,1,8,Image 1,5,1,100000000,510000000189,
32,,Segment,1,7,Image 1,5,1,100000000,510000000211,
32,,Segment,1,6,Image 1,4,1,100000000,510000000223,
20,,Segment,1,5,Image 1,3,1,100000000,510000000274,
8,,Segment,1,4,Image 1,2,1,100000000,510000000297,
8,,Segment,1,3,Image 1,1,1,100000000,510000000306,
5,,Segment,1,2,Image 1,1,1,100000000,510000000320,
5,,Segment,1,1,Image 1,1,1,100000000,510000000328,
7,,Segment,1,0,Image 1,1,1,100000000,510000000369,
8,,Segment,1,9,Image 1,7,1,100000000,510000000379,
3,,Segment,1,9,Image 1,6,1,100000000,510000000385,
8,,Segment,1,9,Image 1,6,1,100000000,510000000389,
47,,Segment,1,12,Image 1,5,1,100000001,510000000419,
11,,Segment,1,11,Image 1,5,1,100000001,510000000445,
9,,Segment,1,10,Image 1,5,1,100000001,510000000473,
11,,Segment,1,8,Image 1,5,1,100000001,510000000541,
8,,Segment,1,7,Image 1,4,1,100000001,510000000560,
45,,Segment,1,6,Image 1,4,1,100000001,510000000568,
36,,Segment,1,5,Image 1,3,1,100000001,510000000572,
11,,Segment,1,4,Image 1,3,1,100000001,510000000581,
14,,Segment,1,2,Image 1,2,1,100000001,510000000599,
5,,Segment,1,1,Image 1,1,1,100000001,510000000605,
2,,Segment,1,0,Image 1,1,1,100000001,510000000621,
8,,Segment,1,13,Image 1,7,1,100000001,510000000631,
11,,Segment,1,12,Image 1,6,1,100000001,510000000637,
3,,Segment,1,13,Image 1,6,1,100000001,510000000639,
6,,Segment,1,8,Image 1,5,1,100000000,510000000698,
8,,Segment,1,6,Image 1,4,1,100000000,510000000718,
4,,Segment,1,5,Image 1,3,1,100000000,510000000720,
3,,Segment,1,3,Image 1,2,1,100000000,510000000737,
4,,Segment,1,2,Image 1,1,1,100000000,510000000745,
13,,Segment,1,1,Image 1,1,1,100000000,510000000776,
36,,Segment,1,0,Image 1,1,1,100000000,510000000803,
4,,Segment,1,9,Image 1,4,1,100000000,510000000830,
4,,Segment,1,8,Image 1,4,1,100000000,510000000833,
4,,Segment,1,9,Image 1,5,1,100000000,510000000838,
4,,Segment,1,7,Image 1,5,1,100000000,510000000843,
5,,Segment,1,6,Image 1,2,1,100000000,510000000849,
6,,Segment,1,5,Image 1,2,1,100000000,510000000858,
6,,Segment,1,4,Image 1,2,1,100000000,510000000865,
6,,Segment,1,6,Image 1,3,1,100000000,510000000873,
6,,Segment,1,5,Image 1,4,1,100000000,510000000884,
