
Soma Intensity Max Ch=1 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
73,,Soma,1,Image 1,1,100000000,800000000,
18,,Soma,1,Image 1,1,100000001,800000001,
52,,Soma,1,Image 1,1,100000002,800000002,
