
Spine Part Mean Diameter
 ==================== 
Spine Part Mean Diameter Ground,Spine Part Mean Diameter Head,Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.272766,0.165039,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004913,
0.385738,0.177734,0.252498,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004952,
0.328193,0.287583,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000004973,
0.226458,0.325,0.305593,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000004986,
0.470423,0.247845,0.265332,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000004994,
0.374875,0.662559,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005001,
0.780018,0.882685,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005009,
0.338778,0.194238,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005014,
0.287722,0.268844,0.306322,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005018,
0.331579,0.325157,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005024,
0.228104,0.260254,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005026,
0.328901,0.35621,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005034,
0.333832,0.455329,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005037,
0.396764,0.173887,0.27036,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005044,
0.373846,0.479173,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005052,
0.467704,0.325,0.35082,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005055,
0.319258,0.18916,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005057,
0.58417,0.225775,0.427192,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005060,
0.196774,0.199556,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005064,
0.287914,0.325,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005067,
0.35691,0.221521,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005074,
0.424517,0.217029,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005077,
0.469563,0.268936,0.328282,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005080,
0.459504,0.415334,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005094,
0.257874,0.28977,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005099,
0.296154,0.361346,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005109,
0.497525,0.692817,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005121,
0.827893,0.848364,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005125,
0.444743,0.58364,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005130,
0.249404,0.1625,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005133,
0.358166,0.404998,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005139,
0.411405,0.387646,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005148,
0.376733,0.404998,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005156,
0.680305,0.292956,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005160,
0.555842,0.548437,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005167,
0.441663,0.558988,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005173,
0.631997,0.339596,0.449414,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005176,
0.481077,0.771312,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005185,
0.423071,0.296436,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005188,
0.448948,0.428169,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005193,
0.678875,0.890273,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005198,
0.452173,0.502149,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005205,
0.393246,0.404998,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005209,
0.899474,0.930346,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005218,
0.488825,0.457628,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005223,
0.782071,1.05396,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005225,
0.423782,0.429888,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005229,
0.734826,0.430235,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005237,
0.52812,0.618133,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005245,
0.701159,0.550342,0.747754,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005249,
0.441389,0.292201,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005261,
0.414392,0.253906,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005264,
0.5334,0.558988,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005288,
0.701159,0.747754,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005342,
0.357238,0.267057,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005349,
0.515804,0.497323,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005356,
0.520674,0.494772,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005357,
0.631997,0.700644,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005377,
0.276954,0.29876,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005480,
0.282513,0.24375,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005481,
0.28089,0.1625,0.1625,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000004883,
0.284861,0.182925,0.178908,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000004886,
0.373058,0.254511,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000005233,
0.374053,0.358323,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000005366,
0.231678,0.1625,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000005376,
0.495273,0.476176,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000005402,
0.399358,0.343456,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000005403,
0.479306,0.576712,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000005473,
0.246754,0.192079,0,µm,Spine,Spine Part Mean Diameter,10,4,1,100000001,610000005153,
0.403324,0.409271,0,µm,Spine,Spine Part Mean Diameter,10,5,1,100000001,610000005405,
0.333229,0.271014,0,µm,Spine,Spine Part Mean Diameter,10,5,1,100000001,610000005406,
0.219202,0.163628,0,µm,Spine,Spine Part Mean Diameter,10,6,1,100000001,610000005414,
0.271358,0.25286,0,µm,Spine,Spine Part Mean Diameter,11,6,1,100000001,610000005404,
0.195705,0.197612,0,µm,Spine,Spine Part Mean Diameter,11,6,1,100000001,610000005413,
0.304541,0.223404,0.254084,µm,Spine,Spine Part Mean Diameter,12,6,1,100000001,610000004991,
