
Spine Neck Max Diameter
 ==================== 
Spine Neck Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,0,1,1,100000002,610000005026,
0.304702,µm,Spine,4,4,1,100000001,610000005031,
0.332803,µm,Spine,0,1,1,100000001,610000005034,
0,µm,Spine,0,1,1,100000000,610000005037,
0.394903,µm,Spine,8,4,1,100000001,610000005041,
0.355694,µm,Spine,0,1,1,100000000,610000005044,
0.337891,µm,Spine,5,4,1,100000002,610000005047,
0.480288,µm,Spine,0,1,1,100000000,610000005052,
0.406066,µm,Spine,0,1,1,100000001,610000005055,
0.264324,µm,Spine,0,1,1,100000002,610000005057,
0.427192,µm,Spine,0,1,1,100000002,610000005060,
0,µm,Spine,0,1,1,100000002,610000005064,
0,µm,Spine,0,1,1,100000002,610000005067,
0.584752,µm,Spine,4,2,1,100000001,610000005070,
0.377429,µm,Spine,2,2,1,100000001,610000005072,
0.326128,µm,Spine,0,1,1,100000000,610000005074,
0,µm,Spine,0,1,1,100000000,610000005077,
0,µm,Spine,0,1,1,100000001,610000005080,
0.27605,µm,Spine,6,4,1,100000002,610000005082,
0.403045,µm,Spine,6,2,1,100000000,610000005085,
0.4875,µm,Spine,5,3,1,100000000,610000005087,
0.263401,µm,Spine,6,2,1,100000000,610000005089,
0,µm,Spine,0,1,1,100000000,610000005094,
0.334215,µm,Spine,2,3,1,100000002,610000005097,
0,µm,Spine,0,1,1,100000000,610000005099,
0,µm,Spine,2,2,1,100000001,610000005101,
0.373524,µm,Spine,5,3,1,100000002,610000005104,
0,µm,Spine,2,1,1,100000002,610000005107,
0,µm,Spine,0,1,1,100000002,610000005109,
0.253664,µm,Spine,4,3,1,100000002,610000005111,
0.314346,µm,Spine,8,5,1,100000000,610000005115,
0,µm,Spine,0,1,1,100000000,610000005121,
0,µm,Spine,0,1,1,100000000,610000005125,
0.256453,µm,Spine,7,3,1,100000001,610000005127,
0,µm,Spine,0,1,1,100000000,610000005130,
0,µm,Spine,0,1,1,100000002,610000005133,
0,µm,Spine,3,2,1,100000001,610000005135,
0,µm,Spine,0,1,1,100000000,610000005139,
0.238404,µm,Spine,2,2,1,100000002,610000005142,
0,µm,Spine,2,1,1,100000000,610000005144,
0,µm,Spine,0,1,1,100000001,610000005148,
0.264062,µm,Spine,7,2,1,100000001,610000005151,
0.257327,µm,Spine,10,4,1,100000001,610000005153,
0,µm,Spine,0,1,1,100000000,610000005156,
0.283781,µm,Spine,4,2,1,100000000,610000005158,
0,µm,Spine,0,1,1,100000002,610000005160,
0,µm,Spine,5,1,1,100000000,610000005162,
0,µm,Spine,6,4,1,100000002,610000005164,
0,µm,Spine,0,1,1,100000000,610000005167,
0,µm,Spine,0,1,1,100000002,610000005173,
0,µm,Spine,0,1,1,100000000,610000005176,
0,µm,Spine,2,2,1,100000002,610000005181,
0,µm,Spine,0,1,1,100000000,610000005185,
0,µm,Spine,0,1,1,100000001,610000005188,
0,µm,Spine,3,2,1,100000001,610000005190,
0,µm,Spine,0,1,1,100000000,610000005193,
0.419618,µm,Spine,7,2,1,100000002,610000005196,
0,µm,Spine,0,1,1,100000000,610000005198,
0,µm,Spine,0,1,1,100000001,610000005205,
0,µm,Spine,0,1,1,100000000,610000005209,
0.346899,µm,Spine,5,2,1,100000000,610000005211,
0,µm,Spine,2,2,1,100000001,610000005214,
0,µm,Spine,5,2,1,100000000,610000005216,
0,µm,Spine,0,1,1,100000000,610000005218,
0,µm,Spine,2,2,1,100000002,610000005220,
0,µm,Spine,0,1,1,100000000,610000005223,
0,µm,Spine,0,1,1,100000000,610000005225,
0.421091,µm,Spine,6,3,1,100000002,610000005227,
0,µm,Spine,0,1,1,100000000,610000005229,
0.356333,µm,Spine,1,1,1,100000000,610000005233,
0,µm,Spine,6,3,1,100000001,610000005235,
0,µm,Spine,0,1,1,100000000,610000005237,
0.519285,µm,Spine,4,4,1,100000001,610000005240,
0,µm,Spine,6,3,1,100000001,610000005243,
0,µm,Spine,0,1,1,100000000,610000005245,
0,µm,Spine,0,1,1,100000001,610000005249,
0,µm,Spine,6,2,1,100000001,610000005257,
0,µm,Spine,0,1,1,100000000,610000005261,
0.368488,µm,Spine,0,1,1,100000000,610000005264,
0,µm,Spine,6,2,1,100000001,610000005280,
0,µm,Spine,0,1,1,100000002,610000005288,
0,µm,Spine,0,1,1,100000001,610000005342,
0,µm,Spine,6,2,1,100000000,610000005346,
0,µm,Spine,6,3,1,100000000,610000005347,
0,µm,Spine,5,2,1,100000000,610000005348,
0,µm,Spine,0,1,1,100000000,610000005349,
0,µm,Spine,4,3,1,100000000,610000005350,
0,µm,Spine,3,2,1,100000000,610000005351,
0,µm,Spine,5,3,1,100000000,610000005352,
0,µm,Spine,5,3,1,100000000,610000005353,
0,µm,Spine,5,3,1,100000000,610000005354,
0,µm,Spine,5,2,1,100000000,610000005355,
0,µm,Spine,0,1,1,100000000,610000005356,
0,µm,Spine,0,1,1,100000000,610000005357,
0,µm,Spine,5,3,1,100000000,610000005361,
0,µm,Spine,5,3,1,100000000,610000005362,
0,µm,Spine,5,4,1,100000000,610000005363,
0,µm,Spine,5,4,1,100000000,610000005364,
0,µm,Spine,3,3,1,100000000,610000005365,
0,µm,Spine,1,1,1,100000000,610000005366,
0,µm,Spine,8,5,1,100000000,610000005374,
0,µm,Spine,6,4,1,100000000,610000005375,
0,µm,Spine,1,1,1,100000000,610000005376,
0,µm,Spine,0,1,1,100000000,610000005377,
0,µm,Spine,5,2,1,100000001,610000005391,
0,µm,Spine,3,2,1,100000001,610000005392,
0,µm,Spine,3,2,1,100000001,610000005393,
0,µm,Spine,6,1,1,100000001,610000005394,
0,µm,Spine,4,2,1,100000001,610000005395,
0,µm,Spine,4,2,1,100000001,610000005396,
0,µm,Spine,2,2,1,100000001,610000005397,
0,µm,Spine,9,3,1,100000001,610000005399,
0,µm,Spine,8,3,1,100000001,610000005400,
0,µm,Spine,5,3,1,100000001,610000005401,
0,µm,Spine,1,1,1,100000001,610000005402,
0,µm,Spine,1,1,1,100000001,610000005403,
0,µm,Spine,11,6,1,100000001,610000005404,
0,µm,Spine,10,5,1,100000001,610000005405,
0,µm,Spine,10,5,1,100000001,610000005406,
0,µm,Spine,8,5,1,100000001,610000005407,
0,µm,Spine,8,4,1,100000001,610000005408,
0,µm,Spine,6,4,1,100000001,610000005409,
0,µm,Spine,7,3,1,100000001,610000005410,
0,µm,Spine,6,3,1,100000001,610000005411,
0,µm,Spine,5,3,1,100000001,610000005412,
0,µm,Spine,11,6,1,100000001,610000005413,
0,µm,Spine,10,6,1,100000001,610000005414,
0,µm,Spine,9,5,1,100000001,610000005415,
0,µm,Spine,7,5,1,100000001,610000005416,
0,µm,Spine,7,6,1,100000001,610000005417,
0,µm,Spine,7,6,1,100000001,610000005418,
0,µm,Spine,5,5,1,100000001,610000005419,
0,µm,Spine,5,5,1,100000001,610000005420,
0,µm,Spine,5,4,1,100000001,610000005421,
0,µm,Spine,4,4,1,100000001,610000005422,
0,µm,Spine,4,4,1,100000001,610000005423,
0,µm,Spine,4,4,1,100000001,610000005424,
0,µm,Spine,4,4,1,100000001,610000005425,
0,µm,Spine,4,3,1,100000001,610000005426,
0,µm,Spine,8,2,1,100000001,610000005427,
0,µm,Spine,5,3,1,100000001,610000005428,
0,µm,Spine,4,2,1,100000001,610000005429,
0,µm,Spine,9,3,1,100000001,610000005430,
0,µm,Spine,9,3,1,100000001,610000005431,
0,µm,Spine,8,3,1,100000001,610000005432,
0,µm,Spine,7,3,1,100000001,610000005433,
0,µm,Spine,4,2,1,100000001,610000005434,
0,µm,Spine,3,2,1,100000001,610000005435,
0,µm,Spine,7,2,1,100000002,610000005439,
0,µm,Spine,6,2,1,100000002,610000005440,
0,µm,Spine,3,1,1,100000002,610000005441,
0,µm,Spine,2,1,1,100000002,610000005442,
0,µm,Spine,2,1,1,100000002,610000005443,
0,µm,Spine,2,2,1,100000002,610000005444,
0,µm,Spine,7,4,1,100000002,610000005447,
0,µm,Spine,7,4,1,100000002,610000005448,
0,µm,Spine,9,4,1,100000002,610000005449,
0,µm,Spine,7,3,1,100000002,610000005450,
0,µm,Spine,7,3,1,100000002,610000005451,
0,µm,Spine,5,3,1,100000002,610000005452,
0,µm,Spine,5,3,1,100000002,610000005453,
0,µm,Spine,6,2,1,100000002,610000005454,
0,µm,Spine,4,2,1,100000002,610000005455,
0,µm,Spine,8,6,1,100000002,610000005456,
0,µm,Spine,5,3,1,100000002,610000005457,
0,µm,Spine,4,3,1,100000002,610000005458,
0,µm,Spine,5,3,1,100000002,610000005459,
0,µm,Spine,4,4,1,100000002,610000005460,
0,µm,Spine,3,3,1,100000002,610000005461,
0,µm,Spine,3,3,1,100000002,610000005462,
0,µm,Spine,3,3,1,100000002,610000005463,
0,µm,Spine,3,3,1,100000002,610000005464,
0,µm,Spine,2,2,1,100000002,610000005465,
0,µm,Spine,2,2,1,100000002,610000005466,
0,µm,Spine,2,2,1,100000002,610000005467,
0,µm,Spine,6,4,1,100000002,610000005468,
0,µm,Spine,5,4,1,100000002,610000005469,
0,µm,Spine,9,7,1,100000002,610000005470,
0,µm,Spine,3,3,1,100000002,610000005471,
0,µm,Spine,3,3,1,100000002,610000005472,
0,µm,Spine,1,2,1,100000002,610000005473,
0,µm,Spine,4,3,1,100000002,610000005474,
0,µm,Spine,3,3,1,100000002,610000005475,
0,µm,Spine,2,3,1,100000002,610000005476,
0,µm,Spine,2,3,1,100000002,610000005477,
0,µm,Spine,2,3,1,100000002,610000005478,
0,µm,Spine,0,1,1,100000002,610000005480,
0,µm,Spine,0,1,1,100000002,610000005481,
