
Spine Center Intensity Mean Ch=2 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
25.5455,,Spine,2,17,Image 1,8,1,100000000,610000003101,
24,,Spine,2,17,Image 1,8,1,100000000,610000003108,
26.2857,,Spine,2,17,Image 1,8,1,100000000,610000003114,
21.7143,,Spine,2,17,Image 1,8,1,100000000,610000003120,
34.1429,,Spine,2,5,Image 1,4,1,100000000,610000003126,
30.4,,Spine,2,1,Image 1,1,1,100000000,610000003131,
31.4444,,Spine,2,15,Image 1,6,1,100000000,610000003139,
24.1667,,Spine,2,17,Image 1,8,1,100000000,610000003144,
22.6667,,Spine,2,8,Image 1,5,1,100000000,610000003149,
39.5,,Spine,2,5,Image 1,4,1,100000000,610000003154,
16.5,,Spine,2,3,Image 1,1,1,100000001,610000003159,
20,,Spine,2,4,Image 1,3,1,100000000,610000003165,
44.4,,Spine,2,9,Image 1,2,1,100000000,610000003169,
46,,Spine,2,3,Image 1,3,1,100000000,610000003171,
13.75,,Spine,2,17,Image 1,8,1,100000000,610000003174,
31.2,,Spine,2,19,Image 1,8,1,100000000,610000003178,
50.4,,Spine,2,10,Image 1,3,1,100000000,610000003182,
45.4,,Spine,2,1,Image 1,1,1,100000000,610000003186,
21.4,,Spine,2,17,Image 1,8,1,100000000,610000003190,
20.75,,Spine,2,11,Image 1,6,1,100000000,610000003193,
22,,Spine,2,1,Image 1,2,1,100000002,610000003198,
24.5,,Spine,2,18,Image 1,8,1,100000000,610000003201,
18.2,,Spine,2,10,Image 1,5,1,100000000,610000003205,
24.6,,Spine,2,21,Image 1,8,1,100000000,610000003209,
25.5,,Spine,2,13,Image 1,8,1,100000000,610000003212,
22.6667,,Spine,2,10,Image 1,5,1,100000000,610000003214,
22.75,,Spine,2,11,Image 1,2,1,100000000,610000003217,
24.5,,Spine,2,1,Image 1,1,1,100000001,610000003220,
21.5,,Spine,2,3,Image 1,1,1,100000000,610000003223,
32.6,,Spine,2,2,Image 1,1,1,100000001,610000003227,
31,,Spine,2,1,Image 1,1,1,100000000,610000003230,
18.3333,,Spine,2,11,Image 1,6,1,100000000,610000003232,
21.6667,,Spine,2,17,Image 1,7,1,100000000,610000003234,
43,,Spine,2,19,Image 1,8,1,100000000,610000003236,
24.8333,,Spine,2,13,Image 1,8,1,100000000,610000003241,
32.5,,Spine,2,10,Image 1,5,1,100000000,610000003246,
42.6667,,Spine,2,13,Image 1,5,1,100000000,610000003248,
25,,Spine,2,1,Image 1,1,1,100000001,610000003251,
34.4,,Spine,2,1,Image 1,2,1,100000000,610000003255,
34.6,,Spine,2,1,Image 1,1,1,100000000,610000003259,
42,,Spine,2,1,Image 1,1,1,100000002,610000003264,
18,,Spine,2,1,Image 1,2,1,100000000,610000003267,
18,,Spine,2,2,Image 1,2,1,100000001,610000003270,
19,,Spine,2,11,Image 1,6,1,100000000,610000003272,
25.6667,,Spine,2,6,Image 1,4,1,100000000,610000003274,
24.3333,,Spine,2,19,Image 1,8,1,100000000,610000003276,
21.2,,Spine,2,8,Image 1,5,1,100000000,610000003280,
16.5,,Spine,2,12,Image 1,5,1,100000000,610000003283,
26.5,,Spine,2,2,Image 1,2,1,100000002,610000003286,
39.75,,Spine,2,2,Image 1,1,1,100000000,610000003289,
18,,Spine,2,8,Image 1,5,1,100000000,610000003292,
23.75,,Spine,2,2,Image 1,1,1,100000001,610000003295,
42.75,,Spine,2,7,Image 1,2,1,100000000,610000003298,
17.75,,Spine,2,5,Image 1,3,1,100000000,610000003301,
13.3333,,Spine,2,17,Image 1,8,1,100000000,610000003303,
34.75,,Spine,2,10,Image 1,5,1,100000000,610000003306,
50.5,,Spine,2,6,Image 1,2,1,100000000,610000003309,
7.66667,,Spine,2,17,Image 1,9,1,100000000,610000003311,
23.5,,Spine,2,2,Image 1,1,1,100000001,610000003314,
12.3333,,Spine,2,11,Image 1,6,1,100000000,610000003316,
19.5,,Spine,2,1,Image 1,2,1,100000001,610000003319,
31,,Spine,2,13,Image 1,6,1,100000000,610000003323,
23.6667,,Spine,2,1,Image 1,2,1,100000001,610000003325,
23,,Spine,2,11,Image 1,5,1,100000000,610000003327,
26.3333,,Spine,2,11,Image 1,3,1,100000000,610000003329,
17.6,,Spine,2,10,Image 1,5,1,100000000,610000003333,
21.6,,Spine,2,10,Image 1,5,1,100000000,610000003337,
34.5,,Spine,2,1,Image 1,1,1,100000002,610000003340,
21.6667,,Spine,2,11,Image 1,5,1,100000000,610000003342,
12.6667,,Spine,2,11,Image 1,6,1,100000000,610000003344,
33.3333,,Spine,2,1,Image 1,1,1,100000002,610000003349,
29.3333,,Spine,2,14,Image 1,7,1,100000000,610000003354,
13.6667,,Spine,2,11,Image 1,5,1,100000000,610000003356,
24,,Spine,2,12,Image 1,7,1,100000000,610000003358,
33,,Spine,2,14,Image 1,5,1,100000000,610000003361,
25,,Spine,2,21,Image 1,8,1,100000000,610000003363,
28.6667,,Spine,2,17,Image 1,8,1,100000000,610000003368,
26.5,,Spine,2,9,Image 1,4,1,100000000,610000003371,
24,,Spine,2,5,Image 1,3,1,100000000,610000003373,
19.6667,,Spine,2,11,Image 1,6,1,100000000,610000003375,
33.1667,,Spine,2,10,Image 1,5,1,100000000,610000003380,
28,,Spine,2,13,Image 1,8,1,100000000,610000003382,
