
Spine Terminal Pt Time Index
 ==================== 
Spine Terminal Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,21,8,1,100000000,610000003363,
1,,Spine,17,8,1,100000000,610000003368,
1,,Spine,9,4,1,100000000,610000003371,
1,,Spine,5,3,1,100000000,610000003373,
1,,Spine,11,6,1,100000000,610000003375,
1,,Spine,10,5,1,100000000,610000003380,
1,,Spine,13,8,1,100000000,610000003382,
1,,Spine,18,8,1,100000000,610000003384,
1,,Spine,12,5,1,100000000,610000003387,
1,,Spine,5,3,1,100000000,610000003390,
1,,Spine,,,1,,610000003392,
1,,Spine,7,4,1,100000000,610000003398,
1,,Spine,8,5,1,100000000,610000003401,
1,,Spine,11,5,1,100000000,610000003403,
1,,Spine,1,2,1,100000001,610000003407,
1,,Spine,5,2,1,100000000,610000003409,
1,,Spine,9,5,1,100000000,610000003411,
1,,Spine,5,4,1,100000000,610000003414,
1,,Spine,21,8,1,100000000,610000003417,
1,,Spine,8,5,1,100000000,610000003420,
1,,Spine,14,5,1,100000000,610000003422,
1,,Spine,2,1,1,100000000,610000003426,
1,,Spine,11,6,1,100000000,610000003428,
1,,Spine,11,6,1,100000000,610000003430,
1,,Spine,10,6,1,100000000,610000003433,
1,,Spine,8,2,1,100000000,610000003435,
1,,Spine,17,8,1,100000000,610000003439,
1,,Spine,5,1,1,100000002,610000003441,
1,,Spine,17,8,1,100000000,610000003444,
1,,Spine,14,7,1,100000000,610000003450,
1,,Spine,3,1,1,100000000,610000003452,
1,,Spine,2,1,1,100000000,610000003456,
1,,Spine,12,6,1,100000000,610000003458,
1,,Spine,6,4,1,100000000,610000003460,
1,,Spine,8,4,1,100000000,610000003462,
1,,Spine,11,5,1,100000000,610000003465,
1,,Spine,7,4,1,100000000,610000003468,
1,,Spine,19,8,1,100000000,610000003470,
1,,Spine,11,5,1,100000000,610000003472,
1,,Spine,8,5,1,100000000,610000003475,
1,,Spine,,,1,,610000003477,
1,,Spine,9,5,1,100000000,610000003481,
1,,Spine,10,5,1,100000000,610000003484,
1,,Spine,1,1,1,100000001,610000003487,
1,,Spine,16,8,1,100000000,610000003490,
1,,Spine,5,3,1,100000000,610000003492,
1,,Spine,7,4,1,100000000,610000003497,
1,,Spine,5,1,1,100000000,610000003501,
1,,Spine,9,4,1,100000000,610000003503,
1,,Spine,19,8,1,100000000,610000003506,
1,,Spine,5,4,1,100000000,610000003509,
1,,Spine,17,7,1,100000000,610000003511,
1,,Spine,2,3,1,100000000,610000003516,
1,,Spine,2,1,1,100000000,610000003520,
1,,Spine,12,5,1,100000000,610000003523,
1,,Spine,15,6,1,100000000,610000003525,
1,,Spine,2,1,1,100000000,610000003528,
1,,Spine,6,4,1,100000000,610000003530,
1,,Spine,1,2,1,100000001,610000003532,
1,,Spine,14,7,1,100000000,610000003535,
1,,Spine,6,3,1,100000000,610000003538,
1,,Spine,5,3,1,100000000,610000003540,
1,,Spine,8,5,1,100000000,610000003542,
1,,Spine,5,2,1,100000000,610000003545,
1,,Spine,0,1,1,100000001,610000003548,
1,,Spine,17,8,1,100000000,610000003551,
1,,Spine,13,6,1,100000000,610000003556,
1,,Spine,0,1,1,100000001,610000003559,
1,,Spine,2,1,1,100000001,610000003562,
1,,Spine,6,4,1,100000000,610000003564,
1,,Spine,9,5,1,100000000,610000003566,
1,,Spine,13,7,1,100000000,610000003570,
1,,Spine,2,2,1,100000002,610000003572,
1,,Spine,2,2,1,100000001,610000003574,
1,,Spine,3,1,1,100000000,610000003576,
1,,Spine,11,6,1,100000000,610000003578,
1,,Spine,16,9,1,100000000,610000003580,
1,,Spine,7,4,1,100000000,610000003583,
1,,Spine,4,1,1,100000000,610000003586,
1,,Spine,5,5,1,100000000,610000003588,
1,,Spine,3,1,1,100000001,610000003590,
1,,Spine,11,6,1,100000000,610000003592,
1,,Spine,2,1,1,100000000,610000003596,
1,,Spine,16,9,1,100000000,610000003599,
1,,Spine,7,4,1,100000000,610000003603,
1,,Spine,1,1,1,100000002,610000003605,
1,,Spine,5,1,1,100000000,610000003608,
1,,Spine,9,4,1,100000000,610000003611,
1,,Spine,5,1,1,100000002,610000003614,
1,,Spine,17,8,1,100000000,610000003618,
1,,Spine,8,2,1,100000000,610000003620,
1,,Spine,10,5,1,100000000,610000003622,
1,,Spine,10,5,1,100000000,610000003624,
1,,Spine,17,7,1,100000000,610000003626,
1,,Spine,10,5,1,100000000,610000003629,
1,,Spine,1,1,1,100000001,610000003632,
1,,Spine,8,2,1,100000000,610000003634,
1,,Spine,1,1,1,100000002,610000003636,
1,,Spine,0,1,1,100000001,610000003639,
1,,Spine,2,1,1,100000000,610000003641,
1,,Spine,5,2,1,100000000,610000003644,
1,,Spine,3,2,1,100000000,610000003648,
1,,Spine,7,2,1,100000000,610000003651,
1,,Spine,4,1,1,100000000,610000003654,
1,,Spine,21,8,1,100000000,610000003656,
1,,Spine,5,3,1,100000000,610000003658,
1,,Spine,15,6,1,100000000,610000003661,
1,,Spine,2,2,1,100000000,610000003665,
1,,Spine,12,6,1,100000000,610000003667,
1,,Spine,13,6,1,100000000,610000003670,
1,,Spine,11,5,1,100000000,610000003673,
1,,Spine,11,5,1,100000000,610000003676,
1,,Spine,,,1,,610000003678,
1,,Spine,1,1,1,100000001,610000003683,
1,,Spine,18,8,1,100000000,610000003685,
1,,Spine,13,6,1,100000000,610000003689,
1,,Spine,5,5,1,100000000,610000003691,
1,,Spine,8,5,1,100000000,610000003693,
1,,Spine,12,6,1,100000000,610000003695,
1,,Spine,3,1,1,100000000,610000003697,
1,,Spine,14,5,1,100000000,610000003701,
1,,Spine,11,6,1,100000000,610000003703,
1,,Spine,2,1,1,100000000,610000003705,
1,,Spine,14,7,1,100000000,610000003708,
1,,Spine,10,5,1,100000000,610000003710,
1,,Spine,3,3,1,100000000,610000003712,
1,,Spine,1,1,1,100000000,610000003716,
1,,Spine,11,5,1,100000000,610000003719,
1,,Spine,11,5,1,100000000,610000003721,
1,,Spine,12,6,1,100000000,610000003723,
1,,Spine,4,3,1,100000000,610000003726,
1,,Spine,17,9,1,100000000,610000003728,
1,,Spine,14,7,1,100000000,610000003730,
1,,Spine,3,3,1,100000000,610000003733,
1,,Spine,1,1,1,100000001,610000003736,
1,,Spine,13,5,1,100000000,610000003739,
1,,Spine,1,1,1,100000002,610000003742,
1,,Spine,12,6,1,100000000,610000003744,
1,,Spine,16,7,1,100000000,610000003746,
1,,Spine,5,1,1,100000000,610000003748,
1,,Spine,2,2,1,100000000,610000003751,
1,,Spine,5,3,1,100000000,610000003753,
1,,Spine,7,2,1,100000000,610000003757,
1,,Spine,17,8,1,100000000,610000003761,
1,,Spine,2,1,1,100000000,610000003764,
1,,Spine,2,1,1,100000000,610000003768,
1,,Spine,2,1,1,100000000,610000003772,
1,,Spine,4,2,1,100000000,610000003775,
1,,Spine,17,8,1,100000000,610000003780,
1,,Spine,10,5,1,100000000,610000003783,
1,,Spine,3,4,1,100000000,610000003785,
1,,Spine,6,4,1,100000000,610000003788,
1,,Spine,14,5,1,100000000,610000003790,
1,,Spine,18,8,1,100000000,610000003792,
1,,Spine,1,1,1,100000002,610000003795,
1,,Spine,3,1,1,100000000,610000003798,
1,,Spine,2,2,1,100000001,610000003800,
1,,Spine,1,1,1,100000001,610000003803,
1,,Spine,14,7,1,100000000,610000003808,
1,,Spine,6,2,1,100000000,610000003812,
1,,Spine,12,5,1,100000000,610000003814,
1,,Spine,3,3,1,100000000,610000003818,
1,,Spine,1,1,1,100000001,610000003820,
1,,Spine,11,5,1,100000000,610000003823,
1,,Spine,2,1,1,100000002,610000003826,
1,,Spine,0,1,1,100000002,610000003831,
1,,Spine,1,1,1,100000002,610000003833,
1,,Spine,5,1,1,100000000,610000003836,
1,,Spine,1,1,1,100000002,610000003838,
1,,Spine,10,5,1,100000000,610000003842,
1,,Spine,0,1,1,100000001,610000003844,
1,,Spine,0,1,1,100000001,610000003847,
1,,Spine,14,7,1,100000000,610000003851,
1,,Spine,1,1,1,100000001,610000003853,
1,,Spine,15,6,1,100000000,610000003857,
1,,Spine,8,2,1,100000000,610000003860,
1,,Spine,3,1,1,100000000,610000003862,
1,,Spine,6,4,1,100000000,610000003864,
1,,Spine,5,2,1,100000000,610000003866,
1,,Spine,10,5,1,100000000,610000003868,
1,,Spine,7,4,1,100000000,610000003871,
1,,Spine,11,5,1,100000000,610000003873,
1,,Spine,0,1,1,100000002,610000003875,
1,,Spine,3,1,1,100000000,610000003878,
1,,Spine,12,6,1,100000000,610000003881,
1,,Spine,2,1,1,100000000,610000003884,
1,,Spine,10,5,1,100000000,610000003887,
1,,Spine,10,5,1,100000000,610000003890,
1,,Spine,9,5,1,100000000,610000003892,
1,,Spine,,,1,,610000003894,
1,,Spine,14,7,1,100000000,610000003899,
1,,Spine,1,2,1,100000001,610000003901,
1,,Spine,4,3,1,100000000,610000003904,
1,,Spine,12,6,1,100000000,610000003906,
1,,Spine,5,4,1,100000000,610000003908,
1,,Spine,12,5,1,100000000,610000003911,
1,,Spine,6,4,1,100000000,610000003913,
1,,Spine,7,4,1,100000000,610000003917,
1,,Spine,14,7,1,100000000,610000003920,
1,,Spine,2,1,1,100000001,610000003922,
1,,Spine,14,7,1,100000000,610000003926,
1,,Spine,10,5,1,100000000,610000003929,
1,,Spine,14,7,1,100000000,610000003931,
1,,Spine,4,5,1,100000000,610000003933,
1,,Spine,10,5,1,100000000,610000003935,
1,,Spine,3,3,1,100000000,610000003938,
1,,Spine,8,5,1,100000000,610000003940,
1,,Spine,,,1,,610000003942,
1,,Spine,,,1,,610000003945,
1,,Spine,6,2,1,100000000,610000003951,
1,,Spine,21,8,1,100000000,610000003953,
1,,Spine,11,5,1,100000000,610000003955,
1,,Spine,7,3,1,100000000,610000003958,
1,,Spine,11,6,1,100000000,610000003960,
1,,Spine,8,5,1,100000000,610000003962,
1,,Spine,5,1,1,100000000,610000003964,
1,,Spine,1,2,1,100000002,610000003966,
1,,Spine,2,2,1,100000000,610000003968,
1,,Spine,17,8,1,100000000,610000003971,
1,,Spine,1,1,1,100000002,610000003973,
1,,Spine,8,3,1,100000000,610000003975,
1,,Spine,14,6,1,100000000,610000003978,
1,,Spine,2,2,1,100000002,610000003980,
1,,Spine,8,5,1,100000000,610000003983,
1,,Spine,3,1,1,100000001,610000003986,
1,,Spine,1,1,1,100000001,610000003988,
1,,Spine,13,5,1,100000000,610000003991,
1,,Spine,10,5,1,100000000,610000003993,
1,,Spine,17,8,1,100000000,610000003995,
1,,Spine,10,5,1,100000000,610000003997,
1,,Spine,4,2,1,100000002,610000004000,
1,,Spine,6,4,1,100000000,610000004002,
1,,Spine,2,2,1,100000000,610000004007,
1,,Spine,5,2,1,100000000,610000004010,
1,,Spine,11,2,1,100000000,610000004012,
1,,Spine,8,5,1,100000000,610000004014,
1,,Spine,12,6,1,100000000,610000004016,
1,,Spine,,,1,,610000004018,
1,,Spine,19,8,1,100000000,610000004022,
1,,Spine,13,6,1,100000000,610000004025,
1,,Spine,3,1,1,100000000,610000004028,
1,,Spine,1,1,1,100000002,610000004030,
1,,Spine,8,3,1,100000000,610000004032,
1,,Spine,12,7,1,100000000,610000004034,
1,,Spine,5,2,1,100000000,610000004038,
1,,Spine,14,7,1,100000000,610000004040,
1,,Spine,13,5,1,100000000,610000004043,
1,,Spine,1,1,1,100000002,610000004045,
1,,Spine,6,4,1,100000000,610000004049,
1,,Spine,5,5,1,100000000,610000004052,
1,,Spine,14,7,1,100000000,610000004055,
1,,Spine,12,7,1,100000000,610000004059,
1,,Spine,4,3,1,100000000,610000004062,
1,,Spine,14,7,1,100000000,610000004065,
1,,Spine,14,7,1,100000000,610000004067,
1,,Spine,15,8,1,100000000,610000004069,
1,,Spine,13,8,1,100000000,610000004071,
1,,Spine,2,1,1,100000000,610000004074,
1,,Spine,18,8,1,100000000,610000004077,
1,,Spine,12,7,1,100000000,610000004079,
1,,Spine,14,7,1,100000000,610000004083,
1,,Spine,8,5,1,100000000,610000004085,
1,,Spine,2,3,1,100000000,610000004087,
1,,Spine,1,2,1,100000001,610000004090,
1,,Spine,5,3,1,100000000,610000004094,
1,,Spine,5,1,1,100000000,610000004096,
1,,Spine,,,1,,610000004098,
1,,Spine,11,5,1,100000000,610000004102,
1,,Spine,5,5,1,100000000,610000004105,
1,,Spine,3,1,1,100000001,610000004108,
1,,Spine,9,5,1,100000000,610000004110,
1,,Spine,,,1,,610000004112,
1,,Spine,4,2,1,100000000,610000004116,
1,,Spine,8,5,1,100000000,610000004119,
1,,Spine,13,8,1,100000000,610000004122,
1,,Spine,1,1,1,100000002,610000004126,
1,,Spine,8,5,1,100000000,610000004131,
1,,Spine,5,5,1,100000000,610000004134,
1,,Spine,4,3,1,100000000,610000004137,
1,,Spine,1,2,1,100000001,610000004139,
1,,Spine,14,7,1,100000000,610000004141,
1,,Spine,3,3,1,100000000,610000004143,
1,,Spine,8,2,1,100000000,610000004145,
1,,Spine,9,4,1,100000000,610000004148,
1,,Spine,10,5,1,100000000,610000004150,
1,,Spine,2,1,1,100000001,610000004152,
1,,Spine,13,6,1,100000000,610000004154,
1,,Spine,9,4,1,100000000,610000004156,
1,,Spine,0,1,1,100000001,610000004158,
1,,Spine,1,2,1,100000000,610000004160,
1,,Spine,0,1,1,100000001,610000004163,
1,,Spine,14,5,1,100000000,610000004166,
1,,Spine,1,1,1,100000002,610000004168,
1,,Spine,,,1,,610000004171,
1,,Spine,8,5,1,100000000,610000004174,
1,,Spine,0,1,1,100000001,610000004176,
1,,Spine,10,5,1,100000000,610000004180,
1,,Spine,15,6,1,100000000,610000004182,
1,,Spine,14,7,1,100000000,610000004185,
1,,Spine,1,1,1,100000000,610000004188,
1,,Spine,5,5,1,100000000,610000004190,
1,,Spine,17,10,1,100000000,610000004193,
1,,Spine,5,2,1,100000000,610000004196,
1,,Spine,13,6,1,100000000,610000004202,
1,,Spine,11,6,1,100000000,610000004204,
1,,Spine,6,4,1,100000000,610000004206,
1,,Spine,0,1,1,100000002,610000004208,
1,,Spine,7,2,1,100000000,610000004211,
1,,Spine,10,5,1,100000000,610000004213,
1,,Spine,2,1,1,100000000,610000004216,
1,,Spine,,,1,,610000004218,
1,,Spine,1,1,1,100000002,610000004221,
1,,Spine,8,5,1,100000000,610000004223,
1,,Spine,1,1,1,100000000,610000004226,
1,,Spine,17,8,1,100000000,610000004228,
1,,Spine,5,3,1,100000000,610000004230,
1,,Spine,,,1,,610000004232,
1,,Spine,5,2,1,100000000,610000004236,
1,,Spine,11,6,1,100000000,610000004238,
1,,Spine,3,2,1,100000000,610000004242,
1,,Spine,17,8,1,100000000,610000004245,
1,,Spine,7,3,1,100000000,610000004248,
1,,Spine,,,1,,610000004251,
1,,Spine,4,2,1,100000000,610000004258,
1,,Spine,12,5,1,100000000,610000004260,
1,,Spine,2,2,1,100000000,610000004263,
1,,Spine,2,2,1,100000000,610000004266,
1,,Spine,5,1,1,100000000,610000004268,
1,,Spine,10,5,1,100000000,610000004271,
1,,Spine,3,1,1,100000000,610000004273,
1,,Spine,5,3,1,100000000,610000004275,
1,,Spine,5,3,1,100000000,610000004277,
1,,Spine,1,1,1,100000001,610000004279,
1,,Spine,7,2,1,100000000,610000004282,
1,,Spine,5,3,1,100000000,610000004285,
1,,Spine,10,3,1,100000000,610000004288,
1,,Spine,14,7,1,100000000,610000004290,
1,,Spine,8,5,1,100000000,610000004292,
1,,Spine,4,3,1,100000000,610000004294,
1,,Spine,0,1,1,100000001,610000004297,
1,,Spine,17,10,1,100000000,610000004300,
1,,Spine,7,4,1,100000000,610000004303,
1,,Spine,10,5,1,100000000,610000004305,
1,,Spine,4,3,1,100000000,610000004307,
1,,Spine,,,1,,610000004311,
1,,Spine,13,5,1,100000000,610000004314,
1,,Spine,10,5,1,100000000,610000004317,
1,,Spine,,,1,,610000004321,
1,,Spine,3,2,1,100000000,610000004326,
1,,Spine,7,4,1,100000000,610000004328,
1,,Spine,1,1,1,100000001,610000004330,
1,,Spine,6,4,1,100000000,610000004332,
1,,Spine,,,1,,610000004334,
1,,Spine,1,1,1,100000002,610000004337,
1,,Spine,18,8,1,100000000,610000004339,
1,,Spine,12,6,1,100000000,610000004341,
1,,Spine,1,2,1,100000001,610000004343,
1,,Spine,10,5,1,100000000,610000004346,
1,,Spine,4,5,1,100000000,610000004348,
1,,Spine,2,1,1,100000000,610000004350,
1,,Spine,,,1,,610000004352,
1,,Spine,10,6,1,100000000,610000004358,
1,,Spine,11,5,1,100000000,610000004361,
1,,Spine,10,5,1,100000000,610000004364,
1,,Spine,14,7,1,100000000,610000004366,
1,,Spine,14,7,1,100000000,610000004368,
1,,Spine,2,1,1,100000001,610000004371,
1,,Spine,3,1,1,100000000,610000004374,
1,,Spine,0,1,1,100000001,610000004376,
1,,Spine,4,2,1,100000000,610000004379,
1,,Spine,4,2,1,100000000,610000004381,
1,,Spine,7,4,1,100000000,610000004383,
1,,Spine,5,1,1,100000000,610000004387,
1,,Spine,1,1,1,100000002,610000004389,
1,,Spine,0,1,1,100000001,610000004393,
1,,Spine,2,2,1,100000000,610000004395,
1,,Spine,0,1,1,100000001,610000004397,
1,,Spine,9,2,1,100000000,610000004399,
1,,Spine,14,5,1,100000000,610000004402,
1,,Spine,1,2,1,100000001,610000004410,
1,,Spine,5,3,1,100000000,610000004413,
1,,Spine,1,2,1,100000001,610000004415,
1,,Spine,11,5,1,100000000,610000004418,
1,,Spine,2,1,1,100000000,610000004423,
1,,Spine,3,1,1,100000000,610000004434,
1,,Spine,1,1,1,100000001,610000004438,
1,,Spine,0,1,1,100000001,610000004441,
1,,Spine,1,2,1,100000002,610000004443,
1,,Spine,15,6,1,100000000,610000004445,
1,,Spine,8,2,1,100000000,610000004448,
1,,Spine,5,1,1,100000000,610000004450,
1,,Spine,2,2,1,100000000,610000004454,
1,,Spine,4,3,1,100000000,610000004458,
1,,Spine,6,4,1,100000000,610000004462,
1,,Spine,8,5,1,100000000,610000004464,
1,,Spine,10,4,1,100000000,610000004466,
1,,Spine,6,2,1,100000000,610000004472,
1,,Spine,5,2,1,100000000,610000004474,
1,,Spine,14,7,1,100000000,610000004476,
1,,Spine,13,6,1,100000000,610000004480,
1,,Spine,15,5,1,100000000,610000004482,
1,,Spine,3,3,1,100000000,610000004487,
1,,Spine,1,1,1,100000001,610000004489,
1,,Spine,8,5,1,100000000,610000004491,
1,,Spine,10,6,1,100000000,610000004493,
1,,Spine,11,5,1,100000000,610000004496,
1,,Spine,2,1,1,100000000,610000004499,
1,,Spine,8,5,1,100000000,610000004504,
1,,Spine,16,9,1,100000000,610000004511,
1,,Spine,7,2,1,100000000,610000004515,
1,,Spine,2,2,1,100000000,610000004517,
1,,Spine,,,1,,610000004519,
1,,Spine,2,1,1,100000000,610000004525,
1,,Spine,7,5,1,100000000,610000004527,
1,,Spine,7,4,1,100000000,610000004530,
1,,Spine,5,6,1,100000000,610000004533,
1,,Spine,15,8,1,100000000,610000004535,
1,,Spine,10,2,1,100000000,610000004538,
1,,Spine,16,8,1,100000000,610000004541,
1,,Spine,7,3,1,100000000,610000004543,
1,,Spine,2,2,1,100000000,610000004545,
1,,Spine,5,2,1,100000000,610000004547,
1,,Spine,0,1,1,100000001,610000004550,
1,,Spine,10,5,1,100000000,610000004553,
1,,Spine,14,5,1,100000000,610000004556,
1,,Spine,10,5,1,100000000,610000004559,
1,,Spine,7,3,1,100000000,610000004562,
1,,Spine,9,2,1,100000000,610000004564,
1,,Spine,,,1,,610000004567,
1,,Spine,10,5,1,100000000,610000004573,
1,,Spine,,,1,,610000004575,
1,,Spine,7,4,1,100000000,610000004579,
1,,Spine,,,1,,610000004582,
1,,Spine,11,2,1,100000000,610000004585,
1,,Spine,2,1,1,100000000,610000004588,
1,,Spine,13,8,1,100000000,610000004591,
1,,Spine,11,5,1,100000000,610000004593,
1,,Spine,,,1,,610000004595,
1,,Spine,14,7,1,100000000,610000004598,
1,,Spine,17,8,1,100000000,610000004602,
1,,Spine,2,3,1,100000000,610000004604,
1,,Spine,1,2,1,100000000,610000004607,
1,,Spine,13,7,1,100000000,610000004609,
1,,Spine,,,1,,610000004611,
1,,Spine,1,1,1,100000000,610000004616,
1,,Spine,5,2,1,100000000,610000004619,
1,,Spine,13,5,1,100000000,610000004621,
1,,Spine,14,5,1,100000000,610000004623,
1,,Spine,3,1,1,100000001,610000004625,
1,,Spine,5,5,1,100000000,610000004627,
1,,Spine,,,1,,610000004629,
1,,Spine,2,1,1,100000000,610000004634,
1,,Spine,1,1,1,100000002,610000004636,
1,,Spine,8,5,1,100000000,610000004638,
1,,Spine,0,1,1,100000001,610000004644,
1,,Spine,7,3,1,100000000,610000004646,
1,,Spine,,,1,,610000004648,
1,,Spine,1,1,1,100000001,610000004651,
1,,Spine,7,4,1,100000000,610000004653,
1,,Spine,8,3,1,100000000,610000004656,
1,,Spine,,,1,,610000004658,
1,,Spine,4,3,1,100000000,610000004661,
1,,Spine,,,1,,610000004663,
1,,Spine,,,1,,610000004666,
1,,Spine,9,5,1,100000000,610000004670,
1,,Spine,8,2,1,100000000,610000004672,
1,,Spine,8,5,1,100000000,610000004677,
1,,Spine,8,5,1,100000000,610000004680,
1,,Spine,4,2,1,100000000,610000004682,
1,,Spine,2,1,1,100000000,610000004684,
1,,Spine,7,2,1,100000000,610000004687,
1,,Spine,7,4,1,100000000,610000004689,
1,,Spine,2,1,1,100000000,610000004692,
1,,Spine,1,2,1,100000001,610000004696,
1,,Spine,4,1,1,100000002,610000004699,
1,,Spine,0,1,1,100000002,610000004702,
1,,Spine,16,7,1,100000000,610000004704,
1,,Spine,9,2,1,100000000,610000004706,
1,,Spine,,,1,,610000004709,
1,,Spine,10,5,1,100000000,610000004717,
1,,Spine,10,5,1,100000000,610000004720,
1,,Spine,5,1,1,100000000,610000004724,
1,,Spine,3,1,1,100000000,610000004726,
1,,Spine,1,2,1,100000002,610000004728,
1,,Spine,1,1,1,100000000,610000004732,
1,,Spine,10,6,1,100000000,610000004735,
1,,Spine,0,1,1,100000001,610000004741,
1,,Spine,1,1,1,100000001,610000004743,
1,,Spine,2,1,1,100000000,610000004747,
1,,Spine,7,2,1,100000000,610000004750,
1,,Spine,2,2,1,100000000,610000004753,
1,,Spine,10,3,1,100000000,610000004760,
1,,Spine,10,5,1,100000000,610000004768,
1,,Spine,3,3,1,100000000,610000004778,
1,,Spine,15,5,1,100000000,610000004781,
1,,Spine,7,5,1,100000000,610000004784,
1,,Spine,13,8,1,100000000,610000004786,
1,,Spine,2,1,1,100000002,610000004788,
1,,Spine,1,1,1,100000000,610000004790,
1,,Spine,14,8,1,100000000,610000004793,
1,,Spine,17,7,1,100000000,610000004796,
1,,Spine,5,3,1,100000000,610000004799,
1,,Spine,2,2,1,100000000,610000004801,
1,,Spine,7,4,1,100000000,610000004803,
1,,Spine,1,1,1,100000002,610000004805,
1,,Spine,11,5,1,100000000,610000004807,
1,,Spine,3,3,1,100000000,610000004809,
1,,Spine,2,1,1,100000000,610000004811,
1,,Spine,11,6,1,100000000,610000004815,
1,,Spine,16,9,1,100000000,610000004817,
1,,Spine,5,1,1,100000000,610000004819,
1,,Spine,,,1,,610000004822,
1,,Spine,17,8,1,100000000,610000004830,
1,,Spine,13,8,1,100000000,610000004832,
1,,Spine,5,3,1,100000000,610000004835,
1,,Spine,8,2,1,100000000,610000004838,
1,,Spine,8,5,1,100000000,610000004844,
1,,Spine,17,7,1,100000000,610000004846,
1,,Spine,0,1,1,100000002,610000004849,
1,,Spine,13,6,1,100000000,610000004851,
1,,Spine,15,6,1,100000000,610000004853,
1,,Spine,10,5,1,100000000,610000004855,
1,,Spine,5,5,1,100000000,610000004858,
1,,Spine,9,5,1,100000000,610000004860,
1,,Spine,1,2,1,100000002,610000004864,
1,,Spine,7,5,1,100000000,610000004866,
1,,Spine,0,1,1,100000001,610000004868,
1,,Spine,13,8,1,100000000,610000004870,
1,,Spine,1,2,1,100000001,610000004873,
1,,Spine,11,2,1,100000000,610000004876,
1,,Spine,2,1,1,100000000,610000004879,
1,,Spine,5,2,1,100000000,610000004881,
1,,Spine,4,3,1,100000000,610000004883,
1,,Spine,6,4,1,100000000,610000004886,
