
Spine Number of Voxel Ch=2 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
103,,Spine,2,17,Image 1,8,1,100000000,610000003101,
90,,Spine,2,17,Image 1,8,1,100000000,610000003108,
77,,Spine,2,17,Image 1,8,1,100000000,610000003114,
81,,Spine,2,17,Image 1,8,1,100000000,610000003120,
73,,Spine,2,5,Image 1,4,1,100000000,610000003126,
395,,Spine,2,1,Image 1,1,1,100000000,610000003131,
158,,Spine,2,15,Image 1,6,1,100000000,610000003139,
66,,Spine,2,17,Image 1,8,1,100000000,610000003144,
65,,Spine,2,8,Image 1,5,1,100000000,610000003149,
66,,Spine,2,5,Image 1,4,1,100000000,610000003154,
148,,Spine,2,3,Image 1,1,1,100000001,610000003159,
297,,Spine,2,4,Image 1,3,1,100000000,610000003165,
111,,Spine,2,9,Image 1,2,1,100000000,610000003169,
101,,Spine,2,3,Image 1,3,1,100000000,610000003171,
65,,Spine,2,17,Image 1,8,1,100000000,610000003174,
141,,Spine,2,19,Image 1,8,1,100000000,610000003178,
114,,Spine,2,10,Image 1,3,1,100000000,610000003182,
423,,Spine,2,1,Image 1,1,1,100000000,610000003186,
66,,Spine,2,17,Image 1,8,1,100000000,610000003190,
398,,Spine,2,11,Image 1,6,1,100000000,610000003193,
237,,Spine,2,1,Image 1,2,1,100000002,610000003198,
136,,Spine,2,18,Image 1,8,1,100000000,610000003201,
190,,Spine,2,10,Image 1,5,1,100000000,610000003205,
73,,Spine,2,21,Image 1,8,1,100000000,610000003209,
75,,Spine,2,13,Image 1,8,1,100000000,610000003212,
113,,Spine,2,10,Image 1,5,1,100000000,610000003214,
87,,Spine,2,11,Image 1,2,1,100000000,610000003217,
135,,Spine,2,1,Image 1,1,1,100000001,610000003220,
131,,Spine,2,3,Image 1,1,1,100000000,610000003223,
182,,Spine,2,2,Image 1,1,1,100000001,610000003227,
160,,Spine,2,1,Image 1,1,1,100000000,610000003230,
303,,Spine,2,11,Image 1,6,1,100000000,610000003232,
117,,Spine,2,17,Image 1,7,1,100000000,610000003234,
87,,Spine,2,19,Image 1,8,1,100000000,610000003236,
263,,Spine,2,13,Image 1,8,1,100000000,610000003241,
216,,Spine,2,10,Image 1,5,1,100000000,610000003246,
204,,Spine,2,13,Image 1,5,1,100000000,610000003248,
119,,Spine,2,1,Image 1,1,1,100000001,610000003251,
298,,Spine,2,1,Image 1,2,1,100000000,610000003255,
424,,Spine,2,1,Image 1,1,1,100000000,610000003259,
263,,Spine,2,1,Image 1,1,1,100000002,610000003264,
128,,Spine,2,1,Image 1,2,1,100000000,610000003267,
74,,Spine,2,2,Image 1,2,1,100000001,610000003270,
395,,Spine,2,11,Image 1,6,1,100000000,610000003272,
72,,Spine,2,6,Image 1,4,1,100000000,610000003274,
82,,Spine,2,19,Image 1,8,1,100000000,610000003276,
229,,Spine,2,8,Image 1,5,1,100000000,610000003280,
108,,Spine,2,12,Image 1,5,1,100000000,610000003283,
155,,Spine,2,2,Image 1,2,1,100000002,610000003286,
113,,Spine,2,2,Image 1,1,1,100000000,610000003289,
134,,Spine,2,8,Image 1,5,1,100000000,610000003292,
276,,Spine,2,2,Image 1,1,1,100000001,610000003295,
128,,Spine,2,7,Image 1,2,1,100000000,610000003298,
123,,Spine,2,5,Image 1,3,1,100000000,610000003301,
49,,Spine,2,17,Image 1,8,1,100000000,610000003303,
154,,Spine,2,10,Image 1,5,1,100000000,610000003306,
222,,Spine,2,6,Image 1,2,1,100000000,610000003309,
46,,Spine,2,17,Image 1,9,1,100000000,610000003311,
144,,Spine,2,2,Image 1,1,1,100000001,610000003314,
262,,Spine,2,11,Image 1,6,1,100000000,610000003316,
97,,Spine,2,1,Image 1,2,1,100000001,610000003319,
187,,Spine,2,13,Image 1,6,1,100000000,610000003323,
175,,Spine,2,1,Image 1,2,1,100000001,610000003325,
321,,Spine,2,11,Image 1,5,1,100000000,610000003327,
120,,Spine,2,11,Image 1,3,1,100000000,610000003329,
218,,Spine,2,10,Image 1,5,1,100000000,610000003333,
216,,Spine,2,10,Image 1,5,1,100000000,610000003337,
123,,Spine,2,1,Image 1,1,1,100000002,610000003340,
204,,Spine,2,11,Image 1,5,1,100000000,610000003342,
235,,Spine,2,11,Image 1,6,1,100000000,610000003344,
366,,Spine,2,1,Image 1,1,1,100000002,610000003349,
156,,Spine,2,14,Image 1,7,1,100000000,610000003354,
621,,Spine,2,11,Image 1,5,1,100000000,610000003356,
68,,Spine,2,12,Image 1,7,1,100000000,610000003358,
201,,Spine,2,14,Image 1,5,1,100000000,610000003361,
48,,Spine,2,21,Image 1,8,1,100000000,610000003363,
135,,Spine,2,17,Image 1,8,1,100000000,610000003368,
348,,Spine,2,9,Image 1,4,1,100000000,610000003371,
99,,Spine,2,5,Image 1,3,1,100000000,610000003373,
241,,Spine,2,11,Image 1,6,1,100000000,610000003375,
110,,Spine,2,10,Image 1,5,1,100000000,610000003380,
67,,Spine,2,13,Image 1,8,1,100000000,610000003382,
68,,Spine,2,18,Image 1,8,1,100000000,610000003384,
106,,Spine,2,12,Image 1,5,1,100000000,610000003387,
142,,Spine,2,5,Image 1,3,1,100000000,610000003390,
90,,Spine,2,1,Image 1,2,1,100000002,610000003395,
226,,Spine,2,7,Image 1,4,1,100000000,610000003398,
103,,Spine,2,8,Image 1,5,1,100000000,610000003401,
199,,Spine,2,11,Image 1,5,1,100000000,610000003403,
199,,Spine,2,1,Image 1,2,1,100000001,610000003407,
130,,Spine,2,5,Image 1,2,1,100000000,610000003409,
156,,Spine,2,9,Image 1,5,1,100000000,610000003411,
41,,Spine,2,5,Image 1,4,1,100000000,610000003414,
68,,Spine,2,21,Image 1,8,1,100000000,610000003417,
197,,Spine,2,8,Image 1,5,1,100000000,610000003420,
132,,Spine,2,14,Image 1,5,1,100000000,610000003422,
158,,Spine,2,2,Image 1,1,1,100000000,610000003426,
312,,Spine,2,11,Image 1,6,1,100000000,610000003428,
586,,Spine,2,11,Image 1,6,1,100000000,610000003430,
103,,Spine,2,10,Image 1,6,1,100000000,610000003433,
138,,Spine,2,8,Image 1,2,1,100000000,610000003435,
156,,Spine,2,17,Image 1,8,1,100000000,610000003439,
90,,Spine,2,5,Image 1,1,1,100000002,610000003441,
113,,Spine,2,17,Image 1,8,1,100000000,610000003444,
398,,Spine,2,14,Image 1,7,1,100000000,610000003450,
150,,Spine,2,3,Image 1,1,1,100000000,610000003452,
410,,Spine,2,2,Image 1,1,1,100000000,610000003456,
107,,Spine,2,12,Image 1,6,1,100000000,610000003458,
122,,Spine,2,6,Image 1,4,1,100000000,610000003460,
160,,Spine,2,8,Image 1,4,1,100000000,610000003462,
105,,Spine,2,11,Image 1,5,1,100000000,610000003465,
363,,Spine,2,7,Image 1,4,1,100000000,610000003468,
109,,Spine,2,19,Image 1,8,1,100000000,610000003470,
389,,Spine,2,11,Image 1,5,1,100000000,610000003472,
189,,Spine,2,8,Image 1,5,1,100000000,610000003475,
233,,Spine,2,1,Image 1,2,1,100000002,610000003479,
102,,Spine,2,9,Image 1,5,1,100000000,610000003481,
153,,Spine,2,10,Image 1,5,1,100000000,610000003484,
164,,Spine,2,1,Image 1,1,1,100000001,610000003487,
164,,Spine,2,16,Image 1,8,1,100000000,610000003490,
135,,Spine,2,5,Image 1,3,1,100000000,610000003492,
465,,Spine,2,7,Image 1,4,1,100000000,610000003497,
243,,Spine,2,5,Image 1,1,1,100000000,610000003501,
156,,Spine,2,9,Image 1,4,1,100000000,610000003503,
140,,Spine,2,19,Image 1,8,1,100000000,610000003506,
133,,Spine,2,5,Image 1,4,1,100000000,610000003509,
124,,Spine,2,17,Image 1,7,1,100000000,610000003511,
139,,Spine,2,2,Image 1,3,1,100000000,610000003516,
376,,Spine,2,2,Image 1,1,1,100000000,610000003520,
139,,Spine,2,12,Image 1,5,1,100000000,610000003523,
65,,Spine,2,15,Image 1,6,1,100000000,610000003525,
114,,Spine,2,2,Image 1,1,1,100000000,610000003528,
68,,Spine,2,6,Image 1,4,1,100000000,610000003530,
175,,Spine,2,1,Image 1,2,1,100000001,610000003532,
163,,Spine,2,14,Image 1,7,1,100000000,610000003535,
363,,Spine,2,6,Image 1,3,1,100000000,610000003538,
128,,Spine,2,5,Image 1,3,1,100000000,610000003540,
176,,Spine,2,8,Image 1,5,1,100000000,610000003542,
419,,Spine,2,5,Image 1,2,1,100000000,610000003545,
93,,Spine,2,0,Image 1,1,1,100000001,610000003548,
306,,Spine,2,17,Image 1,8,1,100000000,610000003551,
177,,Spine,2,13,Image 1,6,1,100000000,610000003556,
106,,Spine,2,0,Image 1,1,1,100000001,610000003559,
209,,Spine,2,2,Image 1,1,1,100000001,610000003562,
245,,Spine,2,6,Image 1,4,1,100000000,610000003564,
48,,Spine,2,9,Image 1,5,1,100000000,610000003566,
292,,Spine,2,13,Image 1,7,1,100000000,610000003570,
161,,Spine,2,2,Image 1,2,1,100000002,610000003572,
53,,Spine,2,2,Image 1,2,1,100000001,610000003574,
104,,Spine,2,3,Image 1,1,1,100000000,610000003576,
421,,Spine,2,11,Image 1,6,1,100000000,610000003578,
88,,Spine,2,16,Image 1,9,1,100000000,610000003580,
183,,Spine,2,7,Image 1,4,1,100000000,610000003583,
105,,Spine,2,4,Image 1,1,1,100000000,610000003586,
145,,Spine,2,5,Image 1,5,1,100000000,610000003588,
233,,Spine,2,3,Image 1,1,1,100000001,610000003590,
92,,Spine,2,11,Image 1,6,1,100000000,610000003592,
202,,Spine,2,2,Image 1,1,1,100000000,610000003596,
122,,Spine,2,16,Image 1,9,1,100000000,610000003599,
459,,Spine,2,7,Image 1,4,1,100000000,610000003603,
170,,Spine,2,1,Image 1,1,1,100000002,610000003605,
308,,Spine,2,5,Image 1,1,1,100000000,610000003608,
351,,Spine,2,9,Image 1,4,1,100000000,610000003611,
107,,Spine,2,5,Image 1,1,1,100000002,610000003614,
172,,Spine,2,17,Image 1,8,1,100000000,610000003618,
78,,Spine,2,8,Image 1,2,1,100000000,610000003620,
163,,Spine,2,10,Image 1,5,1,100000000,610000003622,
256,,Spine,2,10,Image 1,5,1,100000000,610000003624,
178,,Spine,2,17,Image 1,7,1,100000000,610000003626,
165,,Spine,2,10,Image 1,5,1,100000000,610000003629,
203,,Spine,2,1,Image 1,1,1,100000001,610000003632,
128,,Spine,2,8,Image 1,2,1,100000000,610000003634,
79,,Spine,2,1,Image 1,1,1,100000002,610000003636,
165,,Spine,2,0,Image 1,1,1,100000001,610000003639,
187,,Spine,2,2,Image 1,1,1,100000000,610000003641,
315,,Spine,2,5,Image 1,2,1,100000000,610000003644,
127,,Spine,2,3,Image 1,2,1,100000000,610000003648,
106,,Spine,2,7,Image 1,2,1,100000000,610000003651,
317,,Spine,2,4,Image 1,1,1,100000000,610000003654,
93,,Spine,2,21,Image 1,8,1,100000000,610000003656,
112,,Spine,2,5,Image 1,3,1,100000000,610000003658,
85,,Spine,2,15,Image 1,6,1,100000000,610000003661,
128,,Spine,2,2,Image 1,2,1,100000000,610000003665,
136,,Spine,2,12,Image 1,6,1,100000000,610000003667,
130,,Spine,2,13,Image 1,6,1,100000000,610000003670,
112,,Spine,2,11,Image 1,5,1,100000000,610000003673,
2737,,Spine,2,11,Image 1,5,1,100000000,610000003676,
521,,Spine,2,1,Image 1,2,1,100000002,610000003680,
204,,Spine,2,1,Image 1,1,1,100000001,610000003683,
137,,Spine,2,18,Image 1,8,1,100000000,610000003685,
230,,Spine,2,13,Image 1,6,1,100000000,610000003689,
128,,Spine,2,5,Image 1,5,1,100000000,610000003691,
210,,Spine,2,8,Image 1,5,1,100000000,610000003693,
132,,Spine,2,12,Image 1,6,1,100000000,610000003695,
203,,Spine,2,3,Image 1,1,1,100000000,610000003697,
267,,Spine,2,14,Image 1,5,1,100000000,610000003701,
114,,Spine,2,11,Image 1,6,1,100000000,610000003703,
114,,Spine,2,2,Image 1,1,1,100000000,610000003705,
108,,Spine,2,14,Image 1,7,1,100000000,610000003708,
234,,Spine,2,10,Image 1,5,1,100000000,610000003710,
102,,Spine,2,3,Image 1,3,1,100000000,610000003712,
502,,Spine,2,1,Image 1,1,1,100000000,610000003716,
355,,Spine,2,11,Image 1,5,1,100000000,610000003719,
407,,Spine,2,11,Image 1,5,1,100000000,610000003721,
72,,Spine,2,12,Image 1,6,1,100000000,610000003723,
148,,Spine,2,4,Image 1,3,1,100000000,610000003726,
100,,Spine,2,17,Image 1,9,1,100000000,610000003728,
194,,Spine,2,14,Image 1,7,1,100000000,610000003730,
84,,Spine,2,3,Image 1,3,1,100000000,610000003733,
357,,Spine,2,1,Image 1,1,1,100000001,610000003736,
479,,Spine,2,13,Image 1,5,1,100000000,610000003739,
148,,Spine,2,1,Image 1,1,1,100000002,610000003742,
99,,Spine,2,12,Image 1,6,1,100000000,610000003744,
85,,Spine,2,16,Image 1,7,1,100000000,610000003746,
115,,Spine,2,5,Image 1,1,1,100000000,610000003748,
153,,Spine,2,2,Image 1,2,1,100000000,610000003751,
238,,Spine,2,5,Image 1,3,1,100000000,610000003753,
188,,Spine,2,7,Image 1,2,1,100000000,610000003757,
149,,Spine,2,17,Image 1,8,1,100000000,610000003761,
291,,Spine,2,2,Image 1,1,1,100000000,610000003764,
295,,Spine,2,2,Image 1,1,1,100000000,610000003768,
217,,Spine,2,2,Image 1,1,1,100000000,610000003772,
284,,Spine,2,4,Image 1,2,1,100000000,610000003775,
153,,Spine,2,17,Image 1,8,1,100000000,610000003780,
122,,Spine,2,10,Image 1,5,1,100000000,610000003783,
107,,Spine,2,3,Image 1,4,1,100000000,610000003785,
102,,Spine,2,6,Image 1,4,1,100000000,610000003788,
