
Soma Center of Image Mass Ch=5 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
1092.65,21209.3,1458.55,µm,Soma,5,Soma Center of Image Mass,Image 1,1,100000000,800000000,
1127.83,21207.2,1459.78,µm,Soma,5,Soma Center of Image Mass,Image 1,1,100000001,800000001,
1113.88,21219.5,1461.3,µm,Soma,5,Soma Center of Image Mass,Image 1,1,100000002,800000002,
