
Spine Center Intensity Sum Ch=3 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
228,,Spine,3,17,Image 1,8,1,100000000,610000003101,
182,,Spine,3,17,Image 1,8,1,100000000,610000003108,
184,,Spine,3,17,Image 1,8,1,100000000,610000003114,
105,,Spine,3,17,Image 1,8,1,100000000,610000003120,
180,,Spine,3,5,Image 1,4,1,100000000,610000003126,
142,,Spine,3,1,Image 1,1,1,100000000,610000003131,
283,,Spine,3,15,Image 1,6,1,100000000,610000003139,
145,,Spine,3,17,Image 1,8,1,100000000,610000003144,
114,,Spine,3,8,Image 1,5,1,100000000,610000003149,
168,,Spine,3,5,Image 1,4,1,100000000,610000003154,
95,,Spine,3,3,Image 1,1,1,100000001,610000003159,
132,,Spine,3,4,Image 1,3,1,100000000,610000003165,
163,,Spine,3,9,Image 1,2,1,100000000,610000003169,
138,,Spine,3,3,Image 1,3,1,100000000,610000003171,
39,,Spine,3,17,Image 1,8,1,100000000,610000003174,
140,,Spine,3,19,Image 1,8,1,100000000,610000003178,
217,,Spine,3,10,Image 1,3,1,100000000,610000003182,
168,,Spine,3,1,Image 1,1,1,100000000,610000003186,
107,,Spine,3,17,Image 1,8,1,100000000,610000003190,
83,,Spine,3,11,Image 1,6,1,100000000,610000003193,
90,,Spine,3,1,Image 1,2,1,100000002,610000003198,
68,,Spine,3,18,Image 1,8,1,100000000,610000003201,
74,,Spine,3,10,Image 1,5,1,100000000,610000003205,
112,,Spine,3,21,Image 1,8,1,100000000,610000003209,
68,,Spine,3,13,Image 1,8,1,100000000,610000003212,
45,,Spine,3,10,Image 1,5,1,100000000,610000003214,
77,,Spine,3,11,Image 1,2,1,100000000,610000003217,
88,,Spine,3,1,Image 1,1,1,100000001,610000003220,
66,,Spine,3,3,Image 1,1,1,100000000,610000003223,
130,,Spine,3,2,Image 1,1,1,100000001,610000003227,
88,,Spine,3,1,Image 1,1,1,100000000,610000003230,
55,,Spine,3,11,Image 1,6,1,100000000,610000003232,
65,,Spine,3,17,Image 1,7,1,100000000,610000003234,
84,,Spine,3,19,Image 1,8,1,100000000,610000003236,
122,,Spine,3,13,Image 1,8,1,100000000,610000003241,
195,,Spine,3,10,Image 1,5,1,100000000,610000003246,
118,,Spine,3,13,Image 1,5,1,100000000,610000003248,
100,,Spine,3,1,Image 1,1,1,100000001,610000003251,
139,,Spine,3,1,Image 1,2,1,100000000,610000003255,
163,,Spine,3,1,Image 1,1,1,100000000,610000003259,
229,,Spine,3,1,Image 1,1,1,100000002,610000003264,
53,,Spine,3,1,Image 1,2,1,100000000,610000003267,
57,,Spine,3,2,Image 1,2,1,100000001,610000003270,
