
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21283.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000000,610000003131,
21293.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,100000000,610000003154,
21282.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000000,610000003165,
21273.5,µm,Spine,Spine Attachment Pt Distance from Origin,17,8,1,100000000,610000003174,
21273.3,µm,Spine,Spine Attachment Pt Distance from Origin,17,8,1,100000000,610000003190,
21280,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000000,610000003223,
21273.6,µm,Spine,Spine Attachment Pt Distance from Origin,17,7,1,100000000,610000003234,
21287.2,µm,Spine,Spine Attachment Pt Distance from Origin,13,5,1,100000000,610000003248,
21287,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000003255,
21281.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,100000000,610000003274,
21275.1,µm,Spine,Spine Attachment Pt Distance from Origin,19,8,1,100000000,610000003276,
21277.4,µm,Spine,Spine Attachment Pt Distance from Origin,8,5,1,100000000,610000003292,
21286.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000001,610000003295,
21281.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000000,610000003301,
21277.7,µm,Spine,Spine Attachment Pt Distance from Origin,17,8,1,100000000,610000003303,
21281.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000000,610000003309,
21276.2,µm,Spine,Spine Attachment Pt Distance from Origin,17,9,1,100000000,610000003311,
21274.3,µm,Spine,Spine Attachment Pt Distance from Origin,18,8,1,100000000,610000003384,
21293,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000000,610000003390,
21282.6,µm,Spine,Spine Attachment Pt Distance from Origin,9,5,1,100000000,610000003411,
21277.2,µm,Spine,Spine Attachment Pt Distance from Origin,8,5,1,100000000,610000003420,
21292.8,µm,Spine,Spine Attachment Pt Distance from Origin,11,6,1,100000000,610000003430,
21295.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,100000002,610000003441,
21280,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000000,610000003452,
21280.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000000,610000003456,
21273.6,µm,Spine,Spine Attachment Pt Distance from Origin,12,6,1,100000000,610000003458,
